sample,time_s,posX,posY,posZ,speed_ms,speed_kmh,velFwd,velLat,velVert,accelFwd,accelLat,accelVert,accelG,jerk,discontinuity,collisionActive,yawRate_degs,yawAccel_rads2,roll_deg,pitch_deg,slip_deg,upVsUp_deg,grounded,groundedFactor,groundedNodes,minNodeDist_m,inverted,clearance_m,clearanceErr_m,nearBottom,chassisContact,rawThrottle,rawMouseYawInput,processedYawIntent,finalSteeringCommand,steerCommandRatio01,stabilizerArmed,ocCharge,ocBurst,steerStability,steerTilt01,steerRollRate01,hoverRawDemand,hoverClampedTarget,hoverSmoothedCmd,hoverAppliedThrottle,hoverActiveMaxCmd,hoverForceN,hoverSatNodes,hoverOverdrive,hoverPower01,vectoringPower01,surfaceAdhesionAccel_ms2,surfaceAdhesionForceN,surfaceAdhesionLimited,airborneStability01,dragN,wingN,groundEffectN,downforceG,powerReq,powerGranted,powerBudget,overload01,driveShedding01,band,autoHoverCmd,manualBottomCmd,manualRoofCmd,section,arc_m,centerDist_m
8300,83.0014,11622.190,-89.677,14889.940,346.70,1248.1,335.50,-66.40,56.85,22.46,-5.14,92.60,9.728,3926.5,0,0,6.12,-5.668,15.90,4.27,11.20,16.5,0,0.00,0,-1.000,0,,0.000,0,0,1.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,153594.5,0.0,0.0,0.000,930.0,930.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,-1,-1.0,
8302,83.0214,11628.850,-89.447,14887.950,347.49,1251.0,336.21,-65.18,58.88,35.20,61.07,101.63,12.608,3401.3,0,0,0.36,-5.034,17.70,4.15,10.97,18.2,0,0.00,0,-1.000,0,,0.000,0,0,1.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,154173.4,0.0,0.0,0.000,930.0,930.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,-1,-1.0,
8304,83.0414,11635.520,-89.208,14885.970,348.30,1253.9,337.18,-62.70,60.76,48.80,124.35,94.01,16.651,3258.6,0,0,-5.61,-5.208,20.20,3.89,10.53,20.6,0,0.00,0,-1.000,0,,0.000,0,0,1.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,154905.8,0.0,0.0,0.000,930.0,930.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,-1,-1.0,
8306,83.0614,11642.210,-88.961,14884.000,349.11,1256.8,338.45,-58.82,62.18,63.55,193.63,71.07,22.001,3722.7,0,0,-12.45,-5.964,23.26,3.53,9.86,23.5,0,0.00,0,-1.000,0,,0.000,0,0,1.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,155830.6,0.0,0.0,0.000,930.0,930.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,-1,-1.0,
8308,83.0814,11648.920,-88.704,14882.050,349.90,1259.7,340.00,-53.55,62.97,77.30,263.45,39.48,28.275,3892.9,0,0,-20.10,-6.675,26.68,3.12,8.95,26.9,0,0.00,0,-1.000,0,,0.000,0,0,1.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,156972.4,0.0,0.0,0.000,930.0,930.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,-1,-1.0,
8310,83.1014,11655.650,-88.435,14880.120,350.70,1262.5,341.74,-47.13,63.10,86.90,321.40,6.43,33.946,3370.1,0,0,-27.46,-6.423,30.31,2.74,7.85,30.4,0,0.00,0,-1.000,0,,0.000,0,0,1.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,158312.0,0.0,0.0,0.000,930.0,930.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,-1,-1.0,
8312,83.1214,11662.400,-88.156,14878.200,351.49,1265.4,343.55,-39.88,62.69,90.53,362.29,-20.60,38.125,2457.6,0,0,-33.37,-5.159,34.00,2.44,6.62,34.1,0,0.00,0,-1.000,0,,0.000,0,0,1.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,159779.2,0.0,0.0,0.000,930.0,930.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,-1,-1.0,
8314,83.1414,11669.170,-87.865,14876.290,352.30,1268.3,345.31,-32.22,61.91,88.29,382.96,-38.85,40.257,1383.0,0,0,-37.16,-3.305,37.65,2.28,5.33,37.7,0,0.00,0,-1.000,0,,0.000,0,0,1.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,161276.3,0.0,0.0,0.000,930.0,930.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,-1,-1.0,
8316,83.1614,11675.960,-87.565,14874.410,353.12,1271.2,346.95,-24.54,60.94,81.95,384.16,-48.68,40.348,588.1,0,0,-38.55,-1.220,41.18,2.24,4.05,41.2,0,0.00,0,-1.000,0,,0.000,0,0,1.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,162715.3,0.0,0.0,0.000,930.0,930.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,-1,-1.0,
8318,83.1814,11682.780,-87.258,14872.550,353.90,1274.0,348.42,-17.41,59.53,73.32,356.37,-70.52,37.778,1819.4,0,0,-36.98,1.371,44.35,2.31,2.86,44.4,0,0.00,0,-1.000,0,,0.000,0,0,1.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,164022.5,0.0,0.0,0.000,480.0,480.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,-1,-1.0,
8320,83.2014,11689.610,-86.947,14870.690,354.60,1276.5,349.71,-11.58,57.52,64.39,291.52,-100.28,32.104,3595.1,0,0,-33.16,3.336,46.59,2.44,1.90,46.6,0,0.00,0,-1.000,0,,0.000,0,0,1.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,165170.0,0.0,0.0,0.000,480.0,480.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,-1,-1.0,
8322,83.2214,11696.450,-86.635,14868.830,355.22,1278.8,350.80,-6.76,55.47,54.72,241.09,-102.81,27.293,2570.8,0,0,-29.44,3.245,48.15,2.59,1.10,48.2,0,0.00,0,-1.000,0,,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,166148.9,0.0,0.0,0.000,432.0,432.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,-1,-1.0,
8324,83.2414,11703.300,-86.322,14866.970,355.73,1280.6,351.67,-2.69,53.49,43.68,203.55,-99.03,23.500,1965.7,0,0,-26.10,2.917,49.20,2.75,0.44,49.3,0,0.00,0,-1.000,0,,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,166930.6,0.0,0.0,0.000,384.0,384.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,-1,-1.0,
8326,83.2614,11710.170,-86.008,14865.120,356.12,1282.0,352.36,0.73,51.62,34.40,170.75,-93.28,20.142,1728.2,0,0,-23.15,2.571,49.86,2.91,0.12,49.9,0,0.00,0,-1.000,0,,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,167545.5,0.0,0.0,0.000,786.0,786.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,-1,-1.0,
8328,83.2814,11717.040,-85.682,14863.260,356.50,1283.4,352.90,3.03,50.45,26.75,115.40,-58.70,13.477,3285.7,0,0,-19.44,3.244,49.61,3.04,0.49,49.7,0,0.00,0,-1.000,0,,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,168032.2,0.0,0.0,0.000,738.0,738.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,-1,-1.0,
8330,83.3014,11723.920,-85.342,14861.400,356.75,1284.3,353.27,4.07,49.52,18.66,51.69,-46.19,7.317,3271.6,0,0,-12.84,5.756,48.43,3.09,0.66,48.5,0,0.00,0,-1.000,0,,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,168371.3,0.0,0.0,0.000,690.0,690.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,-1,-1.0,
8332,83.3214,11730.790,-84.981,14859.540,356.90,1284.8,353.51,3.60,48.94,11.76,-23.38,-29.13,3.991,3864.2,0,0,-3.56,8.099,46.49,3.02,0.58,46.6,0,0.00,0,-1.000,0,,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,168585.6,0.0,0.0,0.000,642.0,642.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,-1,-1.0,
8334,83.3414,11737.670,-84.596,14857.680,356.96,1285.1,353.64,1.68,48.58,6.62,-95.89,-18.12,9.970,3676.2,0,0,5.84,8.204,43.99,2.81,0.27,44.1,0,0.00,0,-1.000,0,,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,168706.0,0.0,0.0,0.000,594.0,594.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,-1,-1.0,
8336,83.3614,11744.550,-84.185,14855.820,356.97,1285.1,353.69,-1.44,48.24,2.80,-156.03,-16.91,16.001,3013.8,0,0,13.00,6.245,41.17,2.48,0.23,41.2,0,0.00,0,-1.000,0,,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,168754.2,0.0,0.0,0.000,96.0,96.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,-1,-1.0,
8338,83.3814,11751.430,-83.761,14853.960,356.85,1284.7,353.70,-4.66,47.10,0.12,-160.90,-57.07,17.403,2027.2,0,0,15.01,1.753,38.88,2.10,0.75,38.9,0,0.00,0,-1.000,0,,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,168739.9,0.0,0.0,0.000,48.0,48.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,-1,-1.0,
8340,83.4014,11758.300,-83.329,14852.110,356.65,1284.0,353.66,-7.41,45.55,-2.04,-137.70,-77.33,16.100,1543.6,0,0,13.46,-1.350,37.22,1.71,1.20,37.3,0,0.00,0,-1.000,0,,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,168680.5,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,-1,-1.0,
8342,83.4214,11765.170,-82.895,14850.270,356.38,1283.0,353.57,-9.71,43.63,-4.45,-114.89,-96.19,15.281,1485.1,0,0,11.68,-1.552,36.06,1.31,1.57,36.1,0,0.00,0,-1.000,0,,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,168573.1,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,-1,-1.0,
8344,83.4414,11772.040,-82.461,14848.430,356.09,1281.9,353.49,-11.65,41.39,-3.90,-97.12,-111.81,15.102,1183.3,0,0,10.10,-1.379,35.30,0.90,1.89,35.3,0,0.00,0,-1.000,0,,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,168476.3,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,-1,-1.0,
8346,83.4614,11778.900,-82.030,14846.600,355.80,1280.9,353.42,-13.22,38.89,-3.53,-78.34,-125.17,15.056,1152.4,0,0,8.77,-1.165,34.82,0.48,2.14,34.8,0,0.00,0,-1.000,0,,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,168388.1,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,-1,-1.0,
8348,83.4814,11785.750,-81.602,14844.770,355.49,1279.8,353.35,-14.50,36.15,-3.36,-64.16,-136.66,15.393,912.4,0,0,7.65,-0.975,34.52,0.04,2.35,34.5,0,0.00,0,-1.000,0,,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,168305.5,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,-1,-1.0,
8350,83.5014,11792.610,-81.178,14842.950,355.18,1278.7,353.28,-15.58,33.22,-3.45,-53.95,-146.77,15.944,718.8,0,0,6.70,-0.823,34.33,-0.41,2.52,34.3,0,0.00,0,-1.000,0,,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,168224.3,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,-1,-1.0,
8352,83.5214,11799.450,-80.757,14841.130,354.87,1277.5,353.21,-16.50,30.10,-3.81,-46.29,-155.91,16.583,596.4,0,0,5.89,-0.710,34.21,-0.87,2.68,34.2,0,0.00,0,-1.000,0,,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,168139.5,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,-1,-1.0,
8354,83.5414,11806.290,-80.339,14839.310,354.56,1276.4,353.12,-17.31,26.82,-4.44,-40.31,-164.27,17.248,514.7,0,0,5.18,-0.617,34.14,-1.35,2.81,34.2,0,0.00,0,-1.000,0,,0.000,0,0,0.000,-0.040,-0.040,-0.034,0.038,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,168045.7,0.0,0.0,0.000,17.2,17.2,4500.0,0.000,0.000,0,0.000,0.000,0.000,6,8308.2,33.64
8356,83.5614,11813.120,-79.926,14837.490,354.24,1275.3,353.01,-17.95,23.38,-5.16,-31.79,-171.92,17.830,573.7,0,0,3.98,-1.054,34.10,-1.84,2.91,34.1,0,0.00,0,-1.000,0,,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,167941.3,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,7,8313.2,33.81
8358,83.5814,11819.950,-79.516,14835.680,353.93,1274.1,352.89,-18.51,19.80,-6.30,-28.16,-179.09,18.491,406.1,0,0,3.49,-0.424,34.07,-2.34,3.00,34.1,0,0.00,0,-1.000,0,,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,167817.5,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,7,8319.5,34.03
8360,83.6014,11826.770,-79.111,14833.870,353.61,1273.0,352.74,-18.94,16.08,-7.52,-21.57,-185.61,19.063,467.4,0,0,1.88,-1.402,34.07,-2.85,3.07,34.2,0,0.00,0,-1.000,0,,0.000,0,0,0.000,-0.040,-0.040,-0.034,0.038,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,167672.3,0.0,0.0,0.000,17.2,17.2,4500.0,0.000,0.000,0,0.000,0.000,0.000,7,8327.3,34.31
8362,83.6214,11833.580,-78.709,14832.060,353.30,1271.9,352.57,-19.14,12.24,-8.61,-9.92,-192.19,19.637,671.2,0,0,0.37,-1.323,34.08,-3.35,3.11,34.2,0,0.00,0,-1.000,0,,0.000,0,0,0.000,-0.120,-0.120,-0.103,0.115,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,167507.5,0.0,0.0,0.000,51.7,51.7,4500.0,0.000,0.000,0,0.000,0.000,0.000,7,8334.3,34.56
8364,83.6414,11840.390,-78.312,14830.250,352.98,1270.7,352.37,-18.98,8.27,-9.58,8.19,-198.40,20.265,958.7,0,0,-2.84,-2.801,34.10,-3.84,3.08,34.3,0,0.00,0,-1.000,0,,0.000,0,0,0.000,-0.120,-0.120,-0.103,0.115,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,167324.6,0.0,0.0,0.000,51.6,51.6,4500.0,0.000,0.000,0,0.000,0.000,0.000,7,8341.1,34.80
8366,83.6614,11847.200,-77.919,14828.450,352.67,1269.6,352.16,-18.40,4.18,-10.63,29.02,-204.63,21.096,1088.3,0,0,-6.48,-3.176,34.15,-4.31,2.99,34.4,0,0.00,0,-1.000,0,,0.000,0,0,0.000,-0.120,-0.120,-0.103,0.115,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,167121.5,0.0,0.0,0.000,51.6,51.6,4500.0,0.000,0.000,0,0.000,0.000,0.000,7,8347.7,35.05
8368,83.6814,11853.990,-77.530,14826.650,352.35,1268.5,351.92,-17.36,-0.03,-11.91,51.90,-210.58,22.141,1183.5,0,0,-10.49,-3.499,34.22,-4.76,2.82,34.5,0,0.00,0,-1.000,0,,0.000,0,0,0.000,-0.240,-0.240,-0.206,0.229,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,166893.9,0.0,0.0,0.000,103.2,103.2,4500.0,0.000,0.000,0,0.000,0.000,0.000,7,8355.5,35.33
8370,83.7014,11860.780,-77.145,14824.850,352.03,1267.3,351.66,-15.60,-4.37,-13.04,88.05,-216.78,23.889,1835.2,0,0,-16.57,-5.305,34.31,-5.15,2.54,34.6,0,0.00,0,-1.000,0,,0.000,0,0,0.000,-0.240,-0.240,-0.206,0.229,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,166644.4,0.0,0.0,0.000,103.2,103.2,4500.0,0.000,0.000,0,0.000,0.000,0.000,7,8362.2,35.58
8372,83.7214,11867.570,-76.764,14823.050,351.72,1266.2,351.36,-13.17,-8.82,-14.99,121.39,-222.32,25.866,1692.3,0,0,-21.69,-4.467,34.42,-5.50,2.15,34.8,0,0.00,0,-1.000,0,,0.000,0,0,0.000,-0.080,-0.080,-0.069,0.076,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,166358.5,0.0,0.0,0.000,34.4,34.4,4500.0,0.000,0.000,0,0.000,0.000,0.000,7,8368.8,35.83
8374,83.7414,11874.350,-76.387,14821.250,351.40,1265.1,350.99,-10.50,-13.34,-18.41,133.21,-226.02,26.810,642.8,0,0,-23.05,-1.190,34.53,-5.84,1.71,35.0,0,0.00,0,-1.000,0,,0.000,0,0,0.000,-0.040,-0.040,-0.034,0.038,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,166009.8,0.0,0.0,0.000,17.2,17.2,4500.0,0.000,0.000,0,0.000,0.000,0.000,7,8376.5,36.13
8376,83.7614,11881.120,-76.014,14819.460,351.09,1263.9,350.55,-7.75,-17.90,-22.33,137.50,-228.00,27.237,306.8,0,0,-23.75,-0.613,34.64,-6.17,1.27,35.1,0,0.00,0,-1.000,0,,0.000,0,0,0.000,-0.040,-0.040,-0.034,0.038,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,165589.9,0.0,0.0,0.000,17.2,17.2,4500.0,0.000,0.000,0,0.000,0.000,0.000,7,8382.9,36.37
8378,83.7814,11887.890,-75.644,14817.670,350.77,1262.8,350.02,-4.94,-22.49,-26.52,140.60,-229.85,27.599,276.6,0,0,-24.26,-0.440,34.76,-6.51,0.81,35.3,0,0.00,0,-1.000,0,,0.000,0,0,0.000,-0.040,-0.040,-0.034,0.038,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,165095.3,0.0,0.0,0.000,17.2,17.2,4500.0,0.000,0.000,0,0.000,0.000,0.000,7,8390.4,36.66
8380,83.8014,11894.650,-75.278,14815.880,350.46,1261.7,349.40,-2.19,-27.13,-30.86,137.65,-231.93,27.671,282.2,0,0,-23.16,0.956,34.88,-6.85,0.36,35.5,0,0.00,0,-1.000,0,,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,164525.4,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,7,8397.6,36.94
8382,83.8214,11901.410,-74.914,14814.090,350.14,1260.5,348.69,0.33,-31.81,-35.26,126.01,-233.91,27.322,629.9,0,0,-21.23,1.688,34.99,-7.22,0.05,35.6,0,0.00,0,-1.000,0,,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,163881.9,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,7,8404.4,37.21
8384,83.8414,11908.160,-74.554,14812.310,349.83,1259.4,347.90,2.60,-36.53,-39.54,113.50,-235.84,26.983,668.2,0,0,-19.15,1.816,35.10,-7.62,0.43,35.8,0,0.00,0,-1.000,0,,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,163171.2,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,7,8411.5,37.49
8386,83.8614,11914.900,-74.198,14810.520,349.51,1258.2,347.03,4.62,-41.28,-43.51,101.14,-237.47,26.683,654.1,0,0,-17.14,1.753,35.20,-8.05,0.76,36.0,0,0.00,0,-1.000,0,,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,162403.4,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,7,8418.4,37.78
8388,83.8814,11921.640,-73.844,14808.740,349.20,1257.1,346.09,6.41,-46.05,-47.29,89.44,-238.61,26.419,617.3,0,0,-15.26,1.637,35.30,-8.50,1.06,36.2,0,0.00,0,-1.000,0,,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,161587.3,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,7,8425.3,38.06
8390,83.9014,11928.370,-73.494,14806.960,348.88,1256.0,345.07,7.99,-50.83,-50.98,78.82,-239.21,26.194,563.2,0,0,-13.59,1.460,35.41,-8.98,1.33,36.4,0,0.00,0,-1.000,0,,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,160730.7,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,7,8432.2,38.34
8392,83.9214,11935.100,-73.148,14805.190,348.57,1254.8,343.98,9.44,-55.58,-54.37,72.63,-237.15,25.883,367.3,0,0,-13.23,0.314,35.51,-9.47,1.57,36.6,0,0.00,0,-1.000,0,,0.000,0,0,0.000,-0.080,-0.080,-0.069,0.076,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,159844.2,0.0,0.0,0.000,34.3,34.3,4500.0,0.000,0.000,0,0.000,0.000,0.000,7,8438.5,38.60
8394,83.9414,11941.820,-72.803,14803.410,348.24,1253.7,342.86,11.13,-59.95,-55.82,84.60,-218.59,24.561,1106.8,0,0,-16.42,-2.783,35.64,-9.89,1.86,36.8,0,0.00,0,-1.000,0,,0.000,0,0,1.000,-0.200,-0.200,-0.171,0.190,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,158957.4,0.0,0.0,0.000,107.2,107.2,4500.0,0.000,0.000,0,0.000,0.000,0.000,7,8445.4,38.89
8396,83.9614,11948.540,-72.460,14801.640,347.97,1252.7,341.82,13.37,-63.76,-52.38,112.02,-190.54,23.155,1968.7,0,0,-20.98,-3.978,35.78,-10.18,2.24,37.0,0,0.00,0,-1.000,0,,0.000,0,0,1.000,-0.200,-0.200,-0.171,0.190,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,158149.8,0.0,0.0,0.000,150.4,150.4,4500.0,0.000,0.000,0,0.000,0.000,0.000,7,8453.0,39.21
