sample,time_s,posX,posY,posZ,speed_ms,speed_kmh,velFwd,velLat,velVert,accelFwd,accelLat,accelVert,accelG,jerk,discontinuity,collisionActive,yawRate_degs,yawAccel_rads2,roll_deg,pitch_deg,slip_deg,upVsUp_deg,grounded,groundedFactor,groundedNodes,minNodeDist_m,inverted,clearance_m,clearanceErr_m,nearBottom,chassisContact,rawThrottle,rawMouseYawInput,processedYawIntent,finalSteeringCommand,steerCommandRatio01,stabilizerArmed,ocCharge,ocBurst,steerStability,steerTilt01,steerRollRate01,hoverRawDemand,hoverClampedTarget,hoverSmoothedCmd,hoverAppliedThrottle,hoverActiveMaxCmd,hoverForceN,hoverSatNodes,hoverOverdrive,hoverPower01,vectoringPower01,surfaceAdhesionAccel_ms2,surfaceAdhesionForceN,surfaceAdhesionLimited,airborneStability01,dragN,wingN,groundEffectN,downforceG,powerReq,powerGranted,powerBudget,overload01,driveShedding01,band,autoHoverCmd,manualBottomCmd,manualRoofCmd,section,arc_m,centerDist_m
0,0.0014,9383.856,3.363,12093.750,0.32,1.2,-0.14,-0.29,0.00,-7.06,-14.47,-0.05,1.642,805.3,1,0,0.14,0.121,-0.06,0.08,0.00,6.8,1,1.00,4,2.943,0,2.478,-0.143,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.4,4.39
2,0.0214,9383.851,3.362,12093.740,0.32,1.2,-0.14,-0.29,0.00,-0.02,0.00,0.02,0.003,804.9,1,0,0.14,-0.002,-0.20,-0.05,0.00,6.8,1,1.00,4,2.943,0,2.478,-0.143,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.4,4.40
4,0.0414,9383.845,3.361,12093.740,0.32,1.2,-0.14,-0.29,0.00,-0.01,-0.01,0.00,0.001,1.4,1,0,0.14,0.006,0.07,-0.06,0.00,6.8,1,1.00,4,2.943,0,2.478,-0.143,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.4,4.40
6,0.0614,9383.839,3.361,12093.740,0.32,1.2,-0.14,-0.29,0.00,-0.01,-0.01,-0.04,0.004,1.8,1,0,0.13,-0.011,-0.20,0.08,0.00,6.8,1,1.00,4,2.943,0,2.478,-0.143,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.4,4.40
8,0.0814,9383.833,3.360,12093.740,0.32,1.2,-0.14,-0.29,0.00,-0.01,0.02,0.14,0.014,8.8,1,0,0.13,-0.003,0.08,0.08,0.00,6.8,1,1.00,4,2.943,0,2.478,-0.143,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.4,4.41
10,0.1014,9383.827,3.359,12093.740,0.32,1.2,-0.14,-0.29,0.00,-0.02,-0.01,-0.10,0.010,11.8,0,0,0.14,0.007,-0.20,-0.05,0.00,6.8,1,1.00,4,2.943,0,2.478,-0.143,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.4,4.41
12,0.1214,9383.821,3.358,12093.730,0.32,1.2,-0.14,-0.29,0.00,-0.01,-0.01,-0.04,0.004,3.2,0,0,0.14,0.001,0.07,-0.06,0.00,6.8,1,1.00,4,2.943,0,2.478,-0.143,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.4,4.41
14,0.1414,9383.815,3.358,12093.730,0.32,1.2,-0.14,-0.29,0.00,-0.01,0.00,0.06,0.006,4.6,0,0,0.15,0.009,0.07,-0.06,0.00,6.8,1,1.00,4,2.943,0,2.478,-0.143,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.4,4.42
16,0.1614,9383.810,3.357,12093.730,0.32,1.2,-0.14,-0.29,0.00,-0.01,0.01,0.00,0.002,2.8,0,0,0.12,-0.021,-0.20,0.08,0.00,6.8,1,1.00,4,2.943,0,2.478,-0.143,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.4,4.42
18,0.1814,9383.804,3.356,12093.730,0.32,1.2,-0.14,-0.29,0.00,-0.01,0.00,0.00,0.001,0.5,0,0,0.12,-0.006,-0.20,-0.05,0.00,6.8,1,1.00,4,2.943,0,2.478,-0.143,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.4,4.42
20,0.2014,9383.798,3.356,12093.730,0.32,1.2,-0.14,-0.29,0.00,-0.01,-0.01,-0.02,0.002,1.1,0,0,0.13,0.009,-0.06,-0.06,0.00,6.8,1,1.00,4,2.943,0,2.478,-0.143,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.4,4.43
22,0.2214,9383.792,3.355,12093.720,0.32,1.2,-0.14,-0.29,0.00,-0.01,-0.02,-0.04,0.004,0.9,0,0,0.12,-0.004,0.08,0.08,0.00,6.8,1,1.00,4,2.943,0,2.478,-0.143,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.4,4.43
24,0.2414,9383.786,3.354,12093.720,0.32,1.1,-0.15,-0.28,0.01,-0.18,0.58,0.61,0.087,44.6,0,0,-0.22,-0.298,2.77,0.88,0.00,6.8,1,1.00,4,2.942,0,2.477,-0.142,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.4,4.43
26,0.2614,9383.780,3.354,12093.720,0.31,1.1,-0.15,-0.27,0.01,-0.11,0.30,-0.17,0.037,41.4,0,0,-0.38,-0.144,2.22,0.75,0.00,6.8,1,1.00,4,2.942,0,2.477,-0.142,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.4,4.44
28,0.2814,9383.774,3.353,12093.720,0.31,1.1,-0.15,-0.27,0.00,-0.09,0.21,-0.16,0.028,4.7,0,0,-0.51,-0.110,1.66,0.34,0.00,6.8,1,1.00,4,2.942,0,2.477,-0.142,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.4,4.44
30,0.3014,9383.769,3.353,12093.710,0.31,1.1,-0.15,-0.27,0.00,-0.06,0.11,-0.17,0.021,5.4,0,0,-0.56,-0.043,1.10,0.35,0.00,6.8,1,1.00,4,2.942,0,2.477,-0.142,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.4,4.44
32,0.3214,9383.763,3.352,12093.710,0.31,1.1,-0.15,-0.27,0.00,-0.04,0.00,-0.11,0.012,5.9,0,0,-0.56,-0.002,0.39,0.08,0.00,6.8,1,1.00,4,2.942,0,2.478,-0.142,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.4,4.45
34,0.3414,9383.757,3.351,12093.710,0.31,1.1,-0.15,-0.27,0.00,-0.02,-0.04,-0.07,0.009,3.5,0,0,-0.52,0.034,-0.03,-0.05,0.00,6.8,1,1.00,4,2.942,0,2.478,-0.142,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.4,4.45
36,0.3614,9383.751,3.351,12093.700,0.31,1.1,-0.15,-0.27,0.00,0.01,-0.10,-0.04,0.011,3.4,0,0,-0.46,0.058,0.11,0.09,0.00,6.8,1,1.00,4,2.942,0,2.478,-0.142,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.4,4.45
38,0.3814,9383.745,3.350,12093.700,0.31,1.1,-0.15,-0.27,0.00,0.00,-0.08,0.01,0.008,2.5,0,0,-0.40,0.047,0.10,-0.05,0.00,6.8,1,1.00,4,2.942,0,2.478,-0.142,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.4,4.46
40,0.4014,9383.739,3.349,12093.700,0.31,1.1,-0.15,-0.27,0.00,-0.01,-0.08,0.03,0.009,1.1,0,0,-0.34,0.055,-0.03,0.09,0.00,6.8,1,1.00,4,2.942,0,2.478,-0.142,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.4,4.46
42,0.4214,9383.733,3.348,12093.690,0.31,1.1,-0.15,-0.27,0.00,0.00,-0.08,-0.02,0.008,2.3,0,0,-0.29,0.041,-0.03,0.23,0.00,6.8,1,1.00,4,2.943,0,2.478,-0.143,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.4,4.46
44,0.4414,9383.728,3.348,12093.690,0.32,1.1,-0.15,-0.27,0.00,-0.01,-0.06,0.02,0.007,2.2,0,0,-0.25,0.036,0.10,-0.05,0.00,6.8,1,1.00,4,2.943,0,2.478,-0.143,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.4,4.47
46,0.4614,9383.722,3.347,12093.680,0.32,1.1,-0.15,-0.28,0.00,0.00,-0.04,0.04,0.006,1.6,0,0,-0.23,0.021,0.10,0.22,0.00,6.8,1,1.00,4,2.943,0,2.478,-0.143,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.4,4.47
48,0.4814,9383.716,3.346,12093.680,0.32,1.1,-0.15,-0.28,0.00,0.00,-0.04,0.02,0.005,1.1,0,0,-0.20,0.022,0.10,0.08,0.00,6.8,1,1.00,4,2.943,0,2.478,-0.143,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.4,4.47
50,0.5014,9383.710,3.346,12093.680,0.32,1.1,-0.16,-0.28,0.00,-0.01,-0.03,-0.02,0.004,2.2,0,0,-0.18,0.017,0.10,-0.05,0.00,6.8,1,1.00,4,2.943,0,2.478,-0.143,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.4,4.48
52,0.5214,9383.704,3.345,12093.670,0.32,1.1,-0.16,-0.28,0.00,0.00,-0.05,-0.07,0.009,2.6,0,0,-0.15,0.025,-0.04,-0.05,0.00,6.8,1,1.00,4,2.943,0,2.478,-0.143,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.4,4.48
54,0.5414,9383.698,3.344,12093.670,0.32,1.1,-0.16,-0.28,0.00,0.00,-0.05,0.06,0.009,6.8,0,0,-0.12,0.028,-0.03,0.09,0.00,6.8,1,1.00,4,2.943,0,2.478,-0.143,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.4,4.48
56,0.5614,9383.692,3.343,12093.660,0.32,1.2,-0.16,-0.28,0.00,0.00,-0.05,0.00,0.005,3.0,0,0,-0.09,0.025,0.09,-0.06,0.00,6.8,1,1.00,4,2.943,0,2.478,-0.143,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.4,4.49
58,0.5814,9383.687,3.343,12093.660,0.32,1.2,-0.16,-0.28,0.00,-0.01,-0.05,-0.05,0.007,3.0,0,0,-0.08,0.013,-0.04,-0.05,0.00,6.8,1,1.00,4,2.943,0,2.478,-0.143,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.4,4.49
60,0.6014,9383.681,3.342,12093.660,0.32,1.2,-0.16,-0.28,0.00,-0.02,-0.04,0.00,0.005,3.0,0,0,-0.05,0.027,0.09,0.08,0.00,6.8,1,1.00,4,2.943,0,2.478,-0.143,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.4,4.49
62,0.6214,9383.675,3.341,12093.650,0.32,1.2,-0.16,-0.28,0.00,-0.01,-0.01,0.14,0.014,6.8,0,0,-0.04,0.005,-0.04,-0.05,0.00,6.8,1,1.00,4,2.943,0,2.478,-0.143,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.4,4.50
64,0.6414,9383.669,3.340,12093.650,0.32,1.2,-0.16,-0.28,0.00,-0.01,-0.02,-0.10,0.010,11.6,0,0,-0.03,0.007,0.09,-0.06,0.00,6.8,1,1.00,4,2.943,0,2.478,-0.143,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.3,4.50
66,0.6614,9383.663,3.340,12093.640,0.32,1.2,-0.16,-0.28,0.00,0.00,-0.02,0.00,0.002,4.9,0,0,-0.03,0.006,0.09,0.08,0.00,6.8,1,1.00,4,2.943,0,2.478,-0.143,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.3,4.50
68,0.6814,9383.657,3.339,12093.640,0.32,1.2,-0.16,-0.28,0.00,0.00,-0.02,0.06,0.006,3.0,0,0,-0.02,0.006,0.10,0.22,0.00,6.8,1,1.00,4,2.943,0,2.478,-0.143,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.3,4.51
70,0.7014,9383.651,3.338,12093.640,0.32,1.2,-0.16,-0.28,0.00,-0.01,-0.02,-0.06,0.006,5.9,0,0,0.00,0.015,0.09,-0.06,0.00,6.8,1,1.00,4,2.943,0,2.478,-0.143,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.3,4.51
72,0.7214,9383.646,3.338,12093.630,0.32,1.2,-0.16,-0.28,0.00,0.00,-0.03,-0.03,0.005,1.2,0,0,0.01,0.013,-0.04,-0.05,0.00,6.8,1,1.00,4,2.943,0,2.478,-0.143,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.3,4.51
74,0.7414,9383.640,3.337,12093.630,0.33,1.2,-0.16,-0.28,0.00,0.00,-0.02,0.04,0.005,3.9,0,0,0.02,0.009,-0.04,0.08,0.00,6.8,1,1.00,4,2.943,0,2.478,-0.143,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.3,4.52
76,0.7614,9383.634,3.336,12093.630,0.33,1.2,-0.16,-0.29,0.00,-0.02,-0.03,0.01,0.004,2.1,0,0,0.04,0.018,-0.33,0.09,0.00,6.8,1,1.00,4,2.943,0,2.478,-0.143,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.3,4.52
78,0.7814,9383.628,3.335,12093.620,0.33,1.2,-0.16,-0.29,-0.01,-0.02,-0.07,-0.19,0.021,10.3,0,0,0.11,0.059,-1.18,-0.03,0.00,6.8,1,1.00,4,2.943,0,2.478,-0.143,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.3,4.52
80,0.8014,9383.622,3.334,12093.620,0.33,1.2,-0.16,-0.29,-0.01,-0.01,-0.19,-0.24,0.032,6.7,0,0,0.24,0.117,-2.19,0.12,0.00,6.8,1,1.00,4,2.943,0,2.479,-0.143,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.3,4.53
82,0.8214,9383.616,3.333,12093.610,0.34,1.2,-0.16,-0.30,-0.02,-0.01,-0.28,-0.34,0.045,6.7,0,0,0.43,0.158,-3.09,0.13,0.00,6.8,1,1.00,4,2.944,0,2.479,-0.144,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.3,4.53
84,0.8414,9383.611,3.332,12093.610,0.34,1.2,-0.16,-0.30,-0.02,-0.02,-0.39,-0.32,0.051,5.2,0,0,0.68,0.219,-0.52,-0.21,0.00,6.8,1,1.00,4,2.940,0,2.475,-0.140,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.3,4.53
86,0.8614,9383.604,3.331,12093.610,0.34,1.2,-0.16,-0.30,0.00,0.02,-0.03,1.04,0.106,70.3,0,0,-0.32,-0.872,-1.08,-0.47,0.00,6.8,1,1.00,4,2.941,0,2.476,-0.141,0,0,0.000,-0.040,-0.040,-0.027,0.030,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,13.4,13.4,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.3,4.54
88,0.8814,9383.599,3.331,12093.600,0.34,1.2,-0.16,-0.31,-0.01,0.05,-0.10,-0.11,0.016,57.6,0,0,-0.78,-0.398,-1.64,-0.46,0.00,6.8,1,1.00,4,2.941,0,2.477,-0.141,0,0,0.000,-0.040,-0.040,-0.027,0.030,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,13.4,13.4,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.3,4.54
90,0.9014,9383.593,3.330,12093.600,0.35,1.2,-0.16,-0.31,-0.01,0.09,-0.18,-0.19,0.028,5.9,0,0,-2.50,-1.506,-2.22,-0.86,0.00,6.8,1,1.00,4,2.942,0,2.477,-0.142,0,0,0.000,-0.440,-0.440,-0.296,0.329,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,147.8,147.8,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.3,4.54
92,0.9214,9383.587,3.329,12093.590,0.35,1.3,-0.15,-0.31,-0.02,0.15,-0.25,-0.52,0.060,16.9,0,0,-8.80,-5.497,0.12,0.09,0.00,6.9,1,1.00,4,2.940,0,2.476,-0.140,0,0,0.000,-0.480,-0.480,-0.323,0.358,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,161.3,161.3,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.3,4.55
94,0.9414,9383.581,3.328,12093.590,0.35,1.3,-0.15,-0.31,0.01,0.06,0.08,1.60,0.163,107.2,0,0,-15.84,-6.140,0.11,-0.06,0.00,6.8,1,1.00,4,2.941,0,2.477,-0.141,0,0,0.000,-0.080,-0.080,-0.054,0.060,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,26.9,26.9,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.3,4.55
96,0.9614,9383.575,3.328,12093.590,0.36,1.3,-0.15,-0.32,0.04,0.11,-0.47,1.50,0.160,28.2,0,0,-15.57,0.233,0.00,-0.05,0.00,6.9,1,1.00,4,2.941,0,2.476,-0.141,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,0.0,0.0,0.0,0.000,0.0,0.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,60,48230.3,4.55
