sample,time_s,ringIndex,ringId,surfaceValid,surfaceType,couplingQuality,distance_m,normalX,normalY,normalZ,phaseAttractionN,phaseRepulsionN,phaseDampingN,phaseTotalN,thrusterAssistN,manualThrusterN,automaticThrusterN,requestWorldX,requestWorldY,requestWorldZ,requestLocalX,requestLocalY,requestLocalZ,appliedWorldX,appliedWorldY,appliedWorldZ,appliedLocalX,appliedLocalY,appliedLocalZ,targetGimbalWorldX,targetGimbalWorldY,targetGimbalWorldZ,targetGimbalLocalX,targetGimbalLocalY,targetGimbalLocalZ,gimbalWorldX,gimbalWorldY,gimbalWorldZ,gimbalLocalX,gimbalLocalY,gimbalLocalZ,gimbalDeflection_deg,gimbalTargetError_deg,directionalAgreement01,reserveOutputScale,gimbalAtLimit,thrusterForceLimited,usingReserve,reserveDrainRate,reserveRechargeRate,couplingDemand01
1044,10.4414,1,PVR_FrontRight,1,ResonantRace,1.000,1.631,-0.3095,0.8808,-0.3583,0.0,294000.0,154440.8,294000.0,260000.0,0.0,0.0,-120284.5,342355.7,-139276.8,14069.5,387331.8,-29153.1,-80461.4,229011.2,-93165.7,9411.7,259096.8,-19501.0,-0.3095,0.8808,-0.3583,0.0362,0.9965,-0.0750,-0.3095,0.8808,-0.3583,0.0362,0.9965,-0.0750,4.78,0.00,1.0000,1.0000,0,1,1,25.000,25.000,1.625
1044,10.4414,2,PVR_RearLeft,1,ResonantRace,1.000,1.839,-0.2604,0.9030,-0.3418,0.0,294000.0,245084.6,294000.0,260000.0,0.0,0.0,-215449.4,747129.8,-282777.4,75475.7,822285.9,-52285.4,-67703.1,234777.0,-88859.7,23716.9,258394.2,-16430.1,-0.2604,0.9030,-0.3418,0.0912,0.9938,-0.0632,-0.2604,0.9030,-0.3418,0.0912,0.9938,-0.0632,6.37,0.00,1.0000,1.0000,0,1,1,25.000,25.000,2.670
1044,10.4414,3,PVR_RearRight,1,ResonantRace,1.000,2.042,-0.3171,0.8816,-0.3496,0.0,294000.0,115955.9,294000.0,260000.0,0.0,0.0,-179401.7,498745.3,-197801.8,17100.3,564277.1,-36827.5,-82449.3,229212.4,-90905.5,7858.7,259329.5,-16925.2,-0.3171,0.8816,-0.3496,0.0302,0.9974,-0.0651,-0.3171,0.8816,-0.3496,0.0302,0.9974,-0.0651,4.12,0.00,1.0000,1.0000,0,1,1,25.000,25.000,2.047
1046,10.4614,0,PVR_FrontLeft,1,ResonantRace,1.000,1.383,-0.2528,0.9018,-0.3506,0.0,294000.0,136574.2,294000.0,260000.0,0.0,0.0,-80293.7,286451.0,-111375.1,37150.4,314711.5,-21959.4,-65719.6,234458.6,-91159.8,30407.7,257589.5,-17973.6,-0.2528,0.9018,-0.3506,0.1170,0.9907,-0.0691,-0.2528,0.9018,-0.3506,0.1170,0.9907,-0.0691,7.81,0.00,1.0000,1.0000,0,1,1,10.161,25.000,1.456
1046,10.4614,1,PVR_FrontRight,1,ResonantRace,1.000,1.615,-0.3257,0.8749,-0.3583,0.0,294000.0,24356.6,294000.0,54384.5,0.0,0.0,-17715.4,47582.5,-19487.0,2124.6,54215.6,-3717.8,-17715.4,47582.5,-19486.9,2124.5,54215.6,-3717.8,-0.3257,0.8749,-0.3583,0.0391,0.9969,-0.0684,-0.3257,0.8749,-0.3583,0.0391,0.9969,-0.0684,4.52,0.00,1.0000,1.0000,0,0,1,10.161,25.000,0.829
1046,10.4614,2,PVR_RearLeft,1,ResonantRace,1.000,1.808,-0.2601,0.9001,-0.3496,0.0,294000.0,129873.1,294000.0,50646.0,0.0,0.0,-13175.1,45585.2,-17704.0,5554.1,50225.9,-3396.8,-13157.6,45558.1,-17786.3,5551.6,50220.0,-3485.0,-0.2601,0.9001,-0.3496,0.1097,0.9917,-0.0671,-0.2598,0.8995,-0.3512,0.1096,0.9916,-0.0688,7.44,0.10,1.0000,1.0000,0,0,1,10.161,25.000,0.821
1046,10.4614,3,PVR_RearRight,1,ResonantRace,1.000,2.041,-0.3254,0.8752,-0.3579,0.0,176298.8,61244.8,176298.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3758,0.8776,-0.2975,0.0000,1.0000,0.0000,-0.3674,0.8780,-0.3068,0.0070,0.9999,-0.0104,0.72,0.72,0.0000,1.0000,0,0,0,10.161,25.000,0.420
1048,10.4814,0,PVR_FrontLeft,1,ResonantRace,1.000,1.349,-0.2678,0.8916,-0.3652,0.0,294000.0,219173.9,294000.0,260000.0,0.0,0.0,-245299.0,816734.3,-334498.7,99045.2,907952.9,-70196.5,-69623.3,231816.0,-94941.9,28112.8,257706.7,-19924.4,-0.2678,0.8916,-0.3652,0.1081,0.9912,-0.0766,-0.2678,0.8916,-0.3652,0.1081,0.9912,-0.0766,7.62,0.00,1.0000,1.0000,0,1,1,25.000,25.000,2.881
1048,10.4814,1,PVR_FrontRight,1,ResonantRace,1.000,1.590,-0.3169,0.8717,-0.3738,0.0,294000.0,217592.4,294000.0,260000.0,0.0,0.0,-274016.3,753764.4,-323198.7,47278.4,860674.1,-68614.6,-82391.5,226644.2,-97180.5,14216.4,258790.0,-20631.5,-0.3169,0.8717,-0.3738,0.0547,0.9953,-0.0794,-0.3169,0.8717,-0.3738,0.0547,0.9953,-0.0794,5.53,0.00,1.0000,1.0000,0,1,1,25.000,25.000,2.759
1048,10.4814,2,PVR_RearLeft,1,ResonantRace,1.000,1.778,-0.2682,0.8945,-0.3576,0.0,294000.0,164856.5,294000.0,260000.0,0.0,0.0,-204659.2,682584.9,-272878.9,83685.9,756650.9,-52407.0,-69731.8,232577.6,-92979.0,28516.0,257813.7,-17857.8,-0.2682,0.8945,-0.3576,0.1097,0.9916,-0.0687,-0.2682,0.8945,-0.3576,0.1097,0.9916,-0.0687,7.44,0.00,1.0000,1.0000,0,1,1,25.000,25.000,2.517
1048,10.4814,3,PVR_RearRight,1,ResonantRace,1.000,2.016,-0.3246,0.8725,-0.3651,0.0,294000.0,135971.4,294000.0,46252.6,0.0,0.0,-15012.3,40357.2,-16888.8,2261.5,46085.7,-3208.7,-15012.4,40357.1,-16888.9,2261.3,46085.8,-3208.7,-0.3246,0.8725,-0.3651,0.0489,0.9964,-0.0694,-0.3246,0.8725,-0.3651,0.0489,0.9964,-0.0694,4.87,0.00,1.0000,1.0000,0,0,1,25.000,25.000,0.810
1050,10.5014,0,PVR_FrontLeft,1,ResonantRace,1.000,1.327,-0.2683,0.8911,-0.3659,0.0,294000.0,44132.5,294000.0,135020.7,0.0,0.0,-36230.1,120321.0,-49404.7,14290.7,133888.5,-10012.3,-36230.5,120320.8,-49404.8,14290.3,133888.5,-10012.3,-0.2683,0.8911,-0.3659,0.1058,0.9916,-0.0742,-0.2683,0.8911,-0.3659,0.1058,0.9916,-0.0742,7.43,0.00,1.0000,1.0000,0,0,1,25.000,25.000,1.021
1050,10.5014,1,PVR_FrontRight,1,ResonantRace,1.000,1.544,-0.3343,0.8646,-0.3751,0.0,294000.0,263336.1,294000.0,260000.0,0.0,0.0,-695954.6,1799828.0,-780827.1,71406.6,2074600.0,-156077.0,-86923.8,224796.1,-97524.2,8918.6,259114.8,-19493.7,-0.3343,0.8646,-0.3751,0.0343,0.9966,-0.0750,-0.3343,0.8646,-0.3751,0.0343,0.9966,-0.0750,4.73,0.00,1.0000,1.0000,0,1,1,25.000,25.000,5.656
1050,10.5014,2,PVR_RearLeft,1,ResonantRace,1.000,1.779,-0.2680,0.8914,-0.3655,0.0,294000.0,6016.7,294000.0,39759.5,0.0,0.0,-10656.6,35441.3,-14531.7,4225.0,39425.4,-2932.8,-10656.9,35441.2,-14531.8,4224.7,39425.5,-2932.9,-0.2680,0.8914,-0.3655,0.1063,0.9916,-0.0738,-0.2680,0.8914,-0.3655,0.1063,0.9916,-0.0738,7.43,0.00,1.0000,1.0000,0,0,1,25.000,25.000,0.795
1050,10.5014,3,PVR_RearRight,1,ResonantRace,1.000,1.989,-0.3327,0.8660,-0.3733,0.0,294000.0,203164.8,294000.0,260000.0,0.0,0.0,-238773.4,621502.5,-267892.2,26215.2,715256.5,-52585.8,-86504.2,225161.4,-97053.5,9497.3,259127.1,-19051.1,-0.3327,0.8660,-0.3733,0.0365,0.9966,-0.0733,-0.3327,0.8660,-0.3733,0.0365,0.9966,-0.0733,4.70,0.00,1.0000,1.0000,0,1,1,25.000,25.000,2.409
1052,10.5214,0,PVR_FrontLeft,1,ResonantRace,1.000,1.295,-0.2776,0.8842,-0.3756,0.0,294000.0,93250.0,294000.0,259998.1,0.0,0.0,-90564.1,288423.3,-122527.9,29629.3,323697.4,-27295.3,-71480.3,230339.3,-97125.6,24496.3,257963.8,-21298.3,-0.2776,0.8842,-0.3756,0.0908,0.9923,-0.0837,-0.2749,0.8859,-0.3736,0.0942,0.9922,-0.0819,7.17,0.22,1.0000,1.0000,0,1,1,25.000,25.000,1.477
1052,10.5214,1,PVR_FrontRight,1,ResonantRace,1.000,1.486,-0.3334,0.8618,-0.3822,0.0,294000.0,188509.8,294000.0,259998.9,0.0,0.0,-102837.6,265794.5,-117887.0,9395.6,307210.0,-25561.9,-86104.2,224422.1,-99097.1,8630.3,258979.0,-21327.7,-0.3334,0.8618,-0.3822,0.0305,0.9961,-0.0829,-0.3312,0.8632,-0.3811,0.0332,0.9961,-0.0820,5.08,0.16,1.0000,1.0000,0,1,1,25.000,25.000,1.434
1052,10.5214,2,PVR_RearLeft,1,ResonantRace,1.000,1.795,-0.2765,0.8853,-0.3740,0.0,294000.0,46462.7,294000.0,79552.2,0.0,0.0,-21992.4,70424.2,-29754.4,7359.6,78940.8,-6537.1,-21991.6,70424.4,-29754.4,7360.4,78940.7,-6537.2,-0.2765,0.8853,-0.3740,0.0925,0.9923,-0.0822,-0.2764,0.8853,-0.3740,0.0925,0.9923,-0.0822,7.11,0.00,1.0000,1.0000,0,0,1,25.000,25.000,0.889
1052,10.5214,3,PVR_RearRight,1,ResonantRace,1.000,1.978,-0.3330,0.8622,-0.3817,0.0,294000.0,174299.3,294000.0,260000.0,0.0,0.0,-254194.6,658154.8,-291393.8,23722.1,760376.8,-62907.9,-86580.5,224172.1,-99250.6,8079.9,258989.6,-21426.7,-0.3330,0.8622,-0.3817,0.0311,0.9961,-0.0824,-0.3330,0.8622,-0.3817,0.0311,0.9961,-0.0824,5.05,0.00,1.0000,1.0000,0,1,1,25.000,25.000,2.517
1054,10.5414,0,PVR_FrontLeft,1,ResonantRace,1.000,1.284,-0.2772,0.8811,-0.3832,0.0,294000.0,8218.5,294000.0,177872.1,0.0,0.0,-49309.1,156719.4,-68162.5,15641.5,176517.8,-15339.3,-49308.1,156719.3,-68163.4,15642.2,176517.6,-15340.4,-0.2772,0.8811,-0.3832,0.0879,0.9924,-0.0862,-0.2772,0.8811,-0.3832,0.0879,0.9924,-0.0862,7.08,0.00,1.0000,1.0000,0,0,1,21.192,25.000,1.124
1054,10.5414,1,PVR_FrontRight,1,ResonantRace,1.000,1.459,-0.3338,0.8578,-0.3908,0.0,294000.0,123049.9,294000.0,180044.0,0.0,0.0,-60107.5,154437.8,-70369.8,4739.9,179312.8,-15501.7,-60107.3,154437.8,-70369.8,4740.1,179312.8,-15501.8,-0.3338,0.8578,-0.3908,0.0263,0.9959,-0.0861,-0.3338,0.8578,-0.3908,0.0263,0.9959,-0.0861,5.17,0.00,1.0000,1.0000,0,0,1,21.192,25.000,1.129
1054,10.5414,2,PVR_RearLeft,1,ResonantRace,1.000,1.791,-0.2769,0.8849,-0.3746,0.0,294000.0,11002.7,294000.0,27847.5,0.0,0.0,-7710.6,24641.4,-10432.0,2528.2,27648.8,-2152.3,-7710.6,24641.4,-10432.0,2528.2,27648.8,-2152.3,-0.2769,0.8849,-0.3746,0.0908,0.9929,-0.0773,-0.2769,0.8849,-0.3746,0.0908,0.9929,-0.0773,6.85,0.00,1.0000,1.0000,0,0,1,21.192,25.000,0.766
1054,10.5414,3,PVR_RearRight,1,ResonantRace,1.000,1.954,-0.3433,0.8570,-0.3842,0.0,294000.0,163837.8,294000.0,260000.0,0.0,0.0,-170233.1,424949.4,-190498.9,9037.7,494246.8,-38595.1,-89265.1,222830.5,-99891.6,4739.1,259167.8,-20237.8,-0.3433,0.8570,-0.3842,0.0182,0.9968,-0.0778,-0.3433,0.8570,-0.3842,0.0182,0.9968,-0.0778,4.59,0.00,1.0000,1.0000,0,1,1,21.192,25.000,1.881
1056,10.5614,0,PVR_FrontLeft,1,ResonantRace,1.000,1.282,-0.2765,0.8782,-0.3903,0.0,294000.0,28263.7,294000.0,168599.4,0.0,0.0,-46612.5,148063.3,-65805.9,15029.5,167324.7,-14228.3,-46716.6,147890.5,-66119.1,14826.8,167315.6,-14540.7,-0.2765,0.8782,-0.3903,0.0891,0.9924,-0.0844,-0.2771,0.8772,-0.3922,0.0879,0.9924,-0.0862,7.08,0.13,1.0000,1.0000,0,0,1,25.000,25.000,1.101
1056,10.5614,1,PVR_FrontRight,1,ResonantRace,1.000,1.451,-0.3338,0.8541,-0.3989,0.0,294000.0,92128.2,294000.0,113511.6,0.0,0.0,-37889.5,96947.4,-45282.5,3003.7,113061.9,-9637.9,-37866.8,96897.5,-45407.8,2988.4,113050.6,-9773.3,-0.3338,0.8541,-0.3989,0.0265,0.9960,-0.0849,-0.3336,0.8536,-0.4000,0.0263,0.9959,-0.0861,5.17,0.07,1.0000,1.0000,0,0,1,25.000,25.000,0.970
1056,10.5614,2,PVR_RearLeft,1,ResonantRace,1.000,1.774,-0.2912,0.8743,-0.3883,0.0,294000.0,134612.1,294000.0,260000.0,0.0,0.0,-168907.8,507163.1,-225210.3,43230.3,576580.5,-46368.4,-75710.1,227327.5,-100946.6,19377.3,258442.6,-20783.7,-0.2912,0.8743,-0.3883,0.0745,0.9940,-0.0799,-0.2912,0.8743,-0.3883,0.0745,0.9940,-0.0799,6.27,0.00,1.0000,1.0000,0,1,1,25.000,25.000,2.081
1056,10.5614,3,PVR_RearRight,1,ResonantRace,1.000,1.929,-0.3425,0.8541,-0.3914,0.0,294000.0,87951.3,294000.0,179529.9,0.0,0.0,-61483.1,153341.6,-70266.3,3512.0,178980.0,-13602.1,-61600.3,153124.6,-70634.6,3272.3,178955.3,-13974.2,-0.3425,0.8541,-0.3914,0.0196,0.9969,-0.0758,-0.3431,0.8529,-0.3934,0.0182,0.9968,-0.0778,4.59,0.14,1.0000,1.0000,0,0,1,25.000,25.000,1.127
1058,10.5814,0,PVR_FrontLeft,1,ResonantRace,1.000,1.287,-0.2761,0.8749,-0.3980,0.0,294000.0,-10743.5,294000.0,128942.4,0.0,0.0,-35605.8,112806.1,-51314.2,10310.6,128048.8,-11105.4,-35605.8,112806.1,-51314.1,10310.6,128048.8,-11105.3,-0.2761,0.8749,-0.3980,0.0800,0.9931,-0.0861,-0.2761,0.8749,-0.3980,0.0800,0.9931,-0.0861,6.75,0.00,1.0000,1.0000,0,0,1,25.000,25.000,1.007
1058,10.5814,1,PVR_FrontRight,1,ResonantRace,1.000,1.426,-0.3328,0.8511,-0.4059,0.0,294000.0,213612.8,294000.0,260000.0,0.0,0.0,-348160.6,890304.0,-424586.1,18891.3,1041978.0,-89750.3,-86540.5,221297.9,-105536.7,4695.6,258998.6,-22308.5,-0.3328,0.8511,-0.4059,0.0181,0.9961,-0.0858,-0.3328,0.8511,-0.4059,0.0181,0.9961,-0.0858,5.03,0.00,1.0000,1.0000,0,1,1,25.000,25.000,3.190
1058,10.5814,2,PVR_RearLeft,1,ResonantRace,1.000,1.785,-0.2851,0.8751,-0.3910,0.0,180812.9,-63055.4,180812.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3712,0.8683,-0.3289,0.0000,1.0000,0.0000,-0.3384,0.8726,-0.3524,0.0285,0.9992,-0.0289,2.33,2.33,0.0000,1.0000,0,0,0,25.000,25.000,0.431
1058,10.5814,3,PVR_RearRight,1,ResonantRace,1.000,1.909,-0.3416,0.8512,-0.3985,0.0,294000.0,160593.3,294000.0,260000.0,0.0,0.0,-281528.6,701517.3,-328450.0,9150.2,821692.9,-63256.9,-88812.9,221305.5,-103615.3,2886.6,259217.0,-19955.7,-0.3416,0.8512,-0.3985,0.0111,0.9970,-0.0768,-0.3416,0.8512,-0.3985,0.0111,0.9970,-0.0768,4.45,0.00,1.0000,1.0000,0,1,1,25.000,25.000,2.662
1060,10.6014,0,PVR_FrontLeft,1,ResonantRace,1.000,1.291,-0.2844,0.8683,-0.4063,0.0,294000.0,49719.9,294000.0,189285.0,0.0,0.0,-53841.0,164359.2,-76915.7,13163.9,188157.6,-15881.6,-53841.0,164358.1,-76918.1,13163.2,188157.5,-15884.1,-0.2844,0.8683,-0.4063,0.0695,0.9940,-0.0839,-0.2844,0.8683,-0.4064,0.0695,0.9940,-0.0839,6.26,0.02,1.0000,1.0000,0,0,1,25.000,25.000,1.151
1060,10.6014,1,PVR_FrontRight,1,ResonantRace,1.000,1.426,-0.3404,0.8445,-0.4134,0.0,294000.0,58300.3,294000.0,260000.0,0.0,0.0,-215078.7,533536.1,-261167.0,5279.9,629579.6,-52243.7,-88514.6,219574.1,-107482.0,2172.9,259100.4,-21500.6,-0.3404,0.8445,-0.4134,0.0084,0.9965,-0.0827,-0.3404,0.8445,-0.4134,0.0084,0.9965,-0.0827,4.77,0.00,1.0000,1.0000,0,1,1,25.000,25.000,2.204
1060,10.6014,2,PVR_RearLeft,1,ResonantRace,1.000,1.771,-0.2853,0.8712,-0.3994,0.0,294000.0,105643.4,294000.0,259999.0,0.0,0.0,-233568.0,713216.5,-326995.2,57995.3,814170.6,-62613.4,-74375.9,226749.2,-103211.0,18421.4,258635.6,-19177.8,-0.2853,0.8712,-0.3994,0.0708,0.9946,-0.0765,-0.2861,0.8721,-0.3970,0.0709,0.9948,-0.0738,5.87,0.16,1.0000,1.0000,0,1,1,25.000,25.000,2.649
1060,10.6014,3,PVR_RearRight,1,ResonantRace,1.000,1.891,-0.3914,0.8250,-0.4077,210000.0,0.0,71546.3,210000.0,0.0,0.0,0.0,281200.5,-592791.1,292917.2,32269.3,-716048.0,50095.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2755,0.4499,0.8495,0.5415,0.0000,0.8407,-0.2499,0.9035,-0.3483,0.1225,0.9920,-0.0292,7.24,87.61,0.0000,1.0000,1,1,0,25.000,25.000,3.095
1062,10.6214,0,PVR_FrontLeft,1,ResonantRace,1.000,1.330,-0.2848,0.8680,-0.4068,55867.3,0.0,-240324.4,55867.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3560,0.8651,-0.3535,0.0000,1.0000,0.0000,-0.3305,0.8672,-0.3724,0.0214,0.9995,-0.0236,1.83,1.83,0.0000,1.0000,0,0,0,19.262,25.000,0.186
1062,10.6214,1,PVR_FrontRight,1,ResonantRace,1.000,1.432,-0.3408,0.8442,-0.4138,0.0,63917.6,-95459.4,63917.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3560,0.8651,-0.3535,0.0000,1.0000,0.0000,-0.3560,0.8651,-0.3535,0.0000,1.0000,0.0000,0.00,0.00,0.0000,1.0000,0,0,0,19.262,25.000,0.152
1062,10.6214,2,PVR_RearLeft,1,ResonantRace,1.000,1.749,-0.2843,0.8684,-0.4062,0.0,294000.0,91216.3,294000.0,112632.3,0.0,0.0,-32023.5,97814.5,-45747.8,6664.2,112185.6,-7484.4,-32023.8,97814.5,-45747.5,6663.9,112185.6,-7484.1,-0.2843,0.8684,-0.4062,0.0592,0.9960,-0.0665,-0.2843,0.8684,-0.4062,0.0592,0.9960,-0.0664,5.10,0.00,1.0000,1.0000,0,0,1,19.262,25.000,0.968
1062,10.6214,3,PVR_RearRight,1,ResonantRace,1.000,1.832,-0.3488,0.8409,-0.4137,0.0,294000.0,237475.8,294000.0,260000.0,0.0,0.0,-240231.9,579105.4,-284926.1,-7802.7,687193.5,-44288.8,-90697.7,218637.4,-107571.4,-2945.6,259445.1,-16720.5,-0.3488,0.8409,-0.4137,-0.0113,0.9979,-0.0643,-0.3488,0.8409,-0.4137,-0.0113,0.9979,-0.0643,3.74,0.00,1.0000,1.0000,0,1,1,19.262,25.000,2.340
1064,10.6414,0,PVR_FrontLeft,1,ResonantRace,1.000,1.314,-0.2843,0.8606,-0.4224,0.0,294000.0,146165.4,294000.0,260000.0,0.0,0.0,-231872.6,701828.6,-344496.4,40239.9,811924.8,-64536.6,-73929.0,223764.3,-109836.4,12828.8,258866.8,-20576.4,-0.2843,0.8606,-0.4224,0.0493,0.9956,-0.0791,-0.2843,0.8606,-0.4224,0.0493,0.9956,-0.0791,5.35,0.00,1.0000,1.0000,0,1,1,25.000,25.000,2.642
1064,10.6414,1,PVR_FrontRight,1,ResonantRace,1.000,1.402,-0.3336,0.8424,-0.4231,0.0,294000.0,102299.1,294000.0,259997.4,0.0,0.0,-91040.9,229892.1,-115466.5,-723.7,272188.1,-19607.1,-85651.0,219365.6,-110187.6,406.2,259299.2,-19037.3,-0.3336,0.8424,-0.4231,-0.0027,0.9974,-0.0718,-0.3294,0.8437,-0.4238,0.0016,0.9973,-0.0732,4.20,0.25,1.0000,1.0000,0,1,1,25.000,25.000,1.350
1064,10.6414,2,PVR_RearLeft,1,ResonantRace,1.000,1.754,-0.2772,0.8662,-0.4158,0.0,294000.0,103135.1,294000.0,259997.9,0.0,0.0,-86208.5,269401.6,-129312.8,18342.2,309636.2,-22801.9,-73049.0,224872.6,-108143.8,14304.2,258912.6,-18936.7,-0.2772,0.8662,-0.4158,0.0590,0.9956,-0.0733,-0.2810,0.8649,-0.4159,0.0550,0.9958,-0.0728,5.24,0.23,1.0000,1.0000,0,1,1,25.000,25.000,1.441
1064,10.6414,3,PVR_RearRight,1,ResonantRace,1.000,1.821,-0.3485,0.8372,-0.4215,0.0,294000.0,136787.5,294000.0,260000.0,0.0,0.0,-259280.0,622761.8,-313547.8,-13435.8,742051.5,-50494.3,-90620.7,217665.5,-109588.2,-4694.1,259357.9,-17647.3,-0.3485,0.8372,-0.4215,-0.0181,0.9975,-0.0679,-0.3485,0.8372,-0.4215,-0.0181,0.9975,-0.0679,4.03,0.00,1.0000,1.0000,0,1,1,25.000,25.000,2.471
1066,10.6614,0,PVR_FrontLeft,1,ResonantRace,1.000,1.278,-0.2773,0.8621,-0.4241,0.0,294000.0,235500.3,294000.0,259989.3,0.0,0.0,-334619.6,1040458.0,-511771.1,77705.4,1200583.0,-94841.3,-74058.9,224134.6,-108965.2,15135.6,258872.1,-18724.7,-0.2773,0.8621,-0.4241,0.0644,0.9948,-0.0786,-0.2849,0.8621,-0.4191,0.0582,0.9957,-0.0720,5.31,0.52,1.0000,1.0000,0,1,1,25.000,25.000,3.573
1066,10.6614,1,PVR_FrontRight,1,ResonantRace,1.000,1.392,-0.3267,0.8402,-0.4329,0.0,294000.0,95830.1,294000.0,260000.0,0.0,0.0,-135137.7,347557.3,-179057.5,3993.9,412331.2,-32968.1,-84937.3,218448.9,-112542.2,2510.6,259160.9,-20721.3,-0.3267,0.8402,-0.4329,0.0097,0.9968,-0.0797,-0.3267,0.8402,-0.4329,0.0097,0.9968,-0.0797,4.60,0.00,1.0000,1.0000,0,1,1,25.000,25.000,1.685
1066,10.6614,2,PVR_RearLeft,1,ResonantRace,1.000,1.742,-0.2849,0.8640,-0.4151,0.0,294000.0,55759.3,294000.0,111858.1,0.0,0.0,-31865.2,96648.3,-46432.1,6660.3,111402.0,-7580.8,-31865.2,96648.3,-46432.1,6660.3,111402.0,-7580.8,-0.2849,0.8640,-0.4151,0.0595,0.9959,-0.0678,-0.2849,0.8640,-0.4151,0.0595,0.9959,-0.0678,5.18,0.00,1.0000,1.0000,0,0,1,25.000,25.000,0.966
1066,10.6614,3,PVR_RearRight,1,ResonantRace,1.000,1.835,-0.3423,0.8386,-0.4238,0.0,294000.0,-100406.5,294000.0,26036.3,0.0,0.0,-8911.5,21834.4,-11033.2,-98.9,25976.5,-1760.2,-8911.6,21834.4,-11033.2,-99.1,25976.5,-1760.2,-0.3423,0.8386,-0.4238,-0.0038,0.9977,-0.0676,-0.3423,0.8386,-0.4238,-0.0038,0.9977,-0.0676,3.88,0.00,1.0000,1.0000,0,0,1,25.000,25.000,0.762
1068,10.6814,0,PVR_FrontLeft,1,ResonantRace,1.000,1.231,-0.2692,0.8606,-0.4323,0.0,294000.0,219360.1,294000.0,260000.0,0.0,0.0,-136455.6,436244.3,-219155.9,45417.5,503138.4,-41803.1,-69989.2,223754.5,-112407.3,23295.5,258065.0,-21441.3,-0.2692,0.8606,-0.4323,0.0896,0.9926,-0.0825,-0.2692,0.8606,-0.4323,0.0896,0.9926,-0.0825,6.99,0.00,1.0000,1.0000,0,1,1,25.000,25.000,1.907
1068,10.6814,1,PVR_FrontRight,1,ResonantRace,1.000,1.407,-0.3255,0.8373,-0.4394,0.0,294000.0,33507.2,294000.0,53805.1,0.0,0.0,-17511.1,45050.0,-23640.0,1530.2,53608.7,-4330.5,-17511.1,45050.0,-23640.0,1530.2,53608.7,-4330.6,-0.3255,0.8373,-0.4394,0.0284,0.9963,-0.0805,-0.3255,0.8373,-0.4394,0.0284,0.9963,-0.0805,4.90,0.00,1.0000,1.0000,0,0,1,25.000,25.000,0.828
1068,10.6814,2,PVR_RearLeft,1,ResonantRace,1.000,1.701,-0.2766,0.8588,-0.4312,0.0,294000.0,292969.4,294000.0,260000.0,0.0,0.0,-306731.4,952333.4,-478140.2,91326.2,1101565.0,-88630.0,-71919.2,223292.0,-112108.5,21412.7,258282.1,-20780.6,-0.2766,0.8588,-0.4312,0.0824,0.9934,-0.0799,-0.2766,0.8588,-0.4312,0.0824,0.9934,-0.0799,6.59,0.00,1.0000,1.0000,0,1,1,25.000,25.000,3.340
1068,10.6814,3,PVR_RearRight,1,ResonantRace,1.000,1.855,-0.3422,0.8345,-0.4319,0.0,294000.0,-67466.4,294000.0,62026.2,0.0,0.0,-21228.1,51759.3,-26787.9,818.5,61869.1,-4335.4,-21228.1,51759.3,-26787.8,818.5,61869.1,-4335.3,-0.3422,0.8345,-0.4319,0.0132,0.9975,-0.0699,-0.3422,0.8345,-0.4319,0.0132,0.9975,-0.0699,4.08,0.00,1.0000,1.0000,0,0,1,25.000,25.000,0.848
1070,10.7014,0,PVR_FrontLeft,1,ResonantRace,1.000,1.189,-0.2611,0.8630,-0.4324,0.0,294000.0,54165.7,294000.0,178730.1,0.0,0.0,-46663.5,154253.7,-77286.3,19054.8,177132.1,-14352.4,-47160.1,153967.7,-77552.1,18455.3,177178.6,-14546.3,-0.2611,0.8630,-0.4324,0.1066,0.9911,-0.0803,-0.2639,0.8615,-0.4339,0.1033,0.9913,-0.0814,7.55,0.20,1.0000,1.0000,0,0,1,25.000,25.000,1.126
1070,10.7014,1,PVR_FrontRight,1,ResonantRace,1.000,1.399,-0.3337,0.8340,-0.4395,0.0,294000.0,-46280.2,294000.0,86121.6,0.0,0.0,-28737.8,71822.5,-37849.7,2447.0,85839.2,-6524.9,-28737.8,71822.5,-37849.7,2447.0,85839.2,-6524.9,-0.3337,0.8340,-0.4395,0.0284,0.9967,-0.0758,-0.3337,0.8340,-0.4395,0.0284,0.9967,-0.0758,4.64,0.00,1.0000,1.0000,0,0,1,25.000,25.000,0.905
