# thruster table: 0=Hover_FL; 1=Roof_FL; 2=Hover_FR; 3=Roof_FR; 4=Hover_RL; 5=Roof_RL; 6=Hover_RR; 7=Roof_RR; 8=Main_Rear; 9=Brake_Front; 10=Strafe_Front_Left; 11=Strafe_Back_Left; 12=Strafe_Front_Right; 13=Strafe_Back_Right
sample,time_s,thruster,reqThrottle,finalThrottle,appliedThrottle,forceN,reqPower,grantedPower,power01,ceiling,saturated,mountDirX,mountDirY,mountDirZ,targetDirX,targetDirY,targetDirZ,forceDirX,forceDirY,forceDirZ,gimbalAngle_deg
2918,29.1814,5,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.1167,-0.5308,0.8394,-0.1167,-0.5308,0.8394,-0.1167,-0.5308,0.8394,0.00
2918,29.1814,6,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.1167,0.5308,-0.8394,0.1167,0.5308,-0.8394,0.1167,0.5308,-0.8394,0.00
2918,29.1814,7,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.1167,-0.5308,0.8394,-0.1167,-0.5308,0.8394,-0.1167,-0.5308,0.8394,0.00
2918,29.1814,8,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.9238,-0.3683,-0.1044,0.9238,-0.3683,-0.1044,0.9238,-0.3683,-0.1044,0.00
2918,29.1814,9,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.9238,0.3683,0.1044,-0.9238,0.3683,0.1044,-0.9238,0.3683,0.1044,0.00
2918,29.1814,10,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.3646,-0.7633,-0.5333,-0.3646,-0.7633,-0.5333,-0.3646,-0.7633,-0.5333,0.00
2918,29.1814,11,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.3646,-0.7633,-0.5333,-0.3646,-0.7633,-0.5333,-0.3646,-0.7633,-0.5333,0.00
2918,29.1814,12,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.3646,0.7633,0.5333,0.3646,0.7633,0.5333,0.3646,0.7633,0.5333,0.00
2918,29.1814,13,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.3646,0.7633,0.5333,0.3646,0.7633,0.5333,0.3646,0.7633,0.5333,0.00
2920,29.2014,0,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.1127,0.5322,-0.8391,0.1127,0.5322,-0.8391,0.1167,0.5308,-0.8394,0.24
2920,29.2014,1,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.1127,-0.5322,0.8391,-0.1127,-0.5322,0.8391,-0.1167,-0.5308,0.8394,0.24
2920,29.2014,2,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.1127,0.5322,-0.8391,0.1127,0.5322,-0.8391,0.1167,0.5308,-0.8394,0.24
2920,29.2014,3,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.1127,-0.5322,0.8391,-0.1127,-0.5322,0.8391,-0.1167,-0.5308,0.8394,0.24
2920,29.2014,4,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.1127,0.5322,-0.8391,0.1127,0.5322,-0.8391,0.1167,0.5308,-0.8394,0.24
2920,29.2014,5,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.1127,-0.5322,0.8391,-0.1127,-0.5322,0.8391,-0.1167,-0.5308,0.8394,0.24
2920,29.2014,6,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.1127,0.5322,-0.8391,0.1127,0.5322,-0.8391,0.1167,0.5308,-0.8394,0.24
2920,29.2014,7,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.1127,-0.5322,0.8391,-0.1127,-0.5322,0.8391,-0.1167,-0.5308,0.8394,0.24
2920,29.2014,8,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.9240,-0.3668,-0.1085,0.9240,-0.3668,-0.1085,0.9240,-0.3668,-0.1085,0.00
2920,29.2014,9,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.9240,0.3668,0.1085,-0.9240,0.3668,0.1085,-0.9240,0.3668,0.1085,0.00
2920,29.2014,10,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.3655,-0.7631,-0.5331,-0.3655,-0.7631,-0.5331,-0.3655,-0.7631,-0.5331,0.00
2920,29.2014,11,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.3655,-0.7631,-0.5331,-0.3655,-0.7631,-0.5331,-0.3655,-0.7631,-0.5331,0.00
2920,29.2014,12,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.3655,0.7631,0.5331,0.3655,0.7631,0.5331,0.3655,0.7631,0.5331,0.03
2920,29.2014,13,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.3655,0.7631,0.5331,0.3655,0.7631,0.5331,0.3655,0.7631,0.5331,0.03
2922,29.2214,0,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.1087,0.5337,-0.8387,0.1087,0.5337,-0.8387,0.1107,0.5329,-0.8389,0.12
2922,29.2214,1,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.1087,-0.5337,0.8387,-0.1087,-0.5337,0.8387,-0.1107,-0.5329,0.8389,0.12
2922,29.2214,2,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.1087,0.5337,-0.8387,0.1087,0.5337,-0.8387,0.1107,0.5329,-0.8389,0.12
2922,29.2214,3,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.1087,-0.5337,0.8387,-0.1087,-0.5337,0.8387,-0.1107,-0.5329,0.8389,0.12
2922,29.2214,4,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.1087,0.5337,-0.8387,0.1087,0.5337,-0.8387,0.1107,0.5329,-0.8389,0.12
2922,29.2214,5,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.1087,-0.5337,0.8387,-0.1087,-0.5337,0.8387,-0.1107,-0.5329,0.8389,0.12
2922,29.2214,6,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.1087,0.5337,-0.8387,0.1087,0.5337,-0.8387,0.1107,0.5329,-0.8389,0.12
2922,29.2214,7,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.1087,-0.5337,0.8387,-0.1087,-0.5337,0.8387,-0.1107,-0.5329,0.8389,0.12
2922,29.2214,8,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.9241,-0.3651,-0.1126,0.9241,-0.3651,-0.1126,0.9241,-0.3651,-0.1126,0.00
2922,29.2214,9,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.9241,0.3651,0.1126,-0.9241,0.3651,0.1126,-0.9241,0.3651,0.1126,0.00
2922,29.2214,10,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.3663,-0.7628,-0.5329,-0.3663,-0.7628,-0.5329,-0.3663,-0.7628,-0.5329,0.00
2922,29.2214,11,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.3663,-0.7628,-0.5329,-0.3663,-0.7628,-0.5329,-0.3663,-0.7628,-0.5329,0.00
2922,29.2214,12,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.3663,0.7628,0.5329,0.3663,0.7628,0.5329,0.3663,0.7628,0.5329,0.00
2922,29.2214,13,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.3663,0.7628,0.5329,0.3663,0.7628,0.5329,0.3663,0.7628,0.5329,0.00
2924,29.2414,0,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.1046,0.5352,-0.8382,0.1046,0.5352,-0.8382,0.1046,0.5352,-0.8382,0.00
2924,29.2414,1,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.1046,-0.5352,0.8382,-0.1046,-0.5352,0.8382,-0.1046,-0.5352,0.8382,0.00
2924,29.2414,2,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.1046,0.5352,-0.8382,0.1046,0.5352,-0.8382,0.1046,0.5352,-0.8382,0.00
2924,29.2414,3,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.1046,-0.5352,0.8382,-0.1046,-0.5352,0.8382,-0.1046,-0.5352,0.8382,0.00
2924,29.2414,4,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.1046,0.5352,-0.8382,0.1046,0.5352,-0.8382,0.1046,0.5352,-0.8382,0.00
2924,29.2414,5,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.1046,-0.5352,0.8382,-0.1046,-0.5352,0.8382,-0.1046,-0.5352,0.8382,0.00
2924,29.2414,6,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.1046,0.5352,-0.8382,0.1046,0.5352,-0.8382,0.1046,0.5352,-0.8382,0.00
2924,29.2414,7,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.1046,-0.5352,0.8382,-0.1046,-0.5352,0.8382,-0.1046,-0.5352,0.8382,0.00
2924,29.2414,8,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.9244,-0.3633,-0.1166,0.9244,-0.3633,-0.1166,0.9244,-0.3633,-0.1166,0.00
2924,29.2414,9,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.9244,0.3633,0.1166,-0.9244,0.3633,0.1166,-0.9244,0.3633,0.1166,0.00
2924,29.2414,10,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.3669,-0.7626,-0.5327,-0.3669,-0.7626,-0.5327,-0.3669,-0.7626,-0.5327,0.00
2924,29.2414,11,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.3669,-0.7626,-0.5327,-0.3669,-0.7626,-0.5327,-0.3669,-0.7626,-0.5327,0.00
2924,29.2414,12,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.3669,0.7626,0.5327,0.3669,0.7626,0.5327,0.3669,0.7626,0.5327,0.00
2924,29.2414,13,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.3669,0.7626,0.5327,0.3669,0.7626,0.5327,0.3669,0.7626,0.5327,0.00
2926,29.2614,0,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.1005,0.5368,-0.8377,0.1005,0.5368,-0.8377,0.1046,0.5352,-0.8382,0.25
2926,29.2614,1,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.1005,-0.5368,0.8377,-0.1005,-0.5368,0.8377,-0.1046,-0.5352,0.8382,0.25
2926,29.2614,2,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.1005,0.5368,-0.8377,0.1005,0.5368,-0.8377,0.1046,0.5352,-0.8382,0.25
2926,29.2614,3,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.1005,-0.5368,0.8377,-0.1005,-0.5368,0.8377,-0.1046,-0.5352,0.8382,0.25
2926,29.2614,4,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.1005,0.5368,-0.8377,0.1005,0.5368,-0.8377,0.1046,0.5352,-0.8382,0.25
2926,29.2614,5,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.1005,-0.5368,0.8377,-0.1005,-0.5368,0.8377,-0.1046,-0.5352,0.8382,0.25
2926,29.2614,6,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.1005,0.5368,-0.8377,0.1005,0.5368,-0.8377,0.1046,0.5352,-0.8382,0.25
2926,29.2614,7,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.1005,-0.5368,0.8377,-0.1005,-0.5368,0.8377,-0.1046,-0.5352,0.8382,0.25
2926,29.2614,8,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.9246,-0.3613,-0.1206,0.9246,-0.3613,-0.1206,0.9246,-0.3613,-0.1206,0.00
2926,29.2614,9,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.9246,0.3613,0.1206,-0.9246,0.3613,0.1206,-0.9246,0.3613,0.1206,0.00
2926,29.2614,10,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.3674,-0.7625,-0.5326,-0.3674,-0.7625,-0.5326,-0.3674,-0.7625,-0.5326,0.00
2926,29.2614,11,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.3674,-0.7625,-0.5326,-0.3674,-0.7625,-0.5326,-0.3674,-0.7625,-0.5326,0.00
2926,29.2614,12,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.3674,0.7625,0.5326,0.3674,0.7625,0.5326,0.3674,0.7625,0.5326,0.00
2926,29.2614,13,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.3674,0.7625,0.5326,0.3674,0.7625,0.5326,0.3674,0.7625,0.5326,0.00
2928,29.2814,0,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.0963,0.5383,-0.8372,0.0963,0.5383,-0.8372,0.0984,0.5375,-0.8375,0.13
2928,29.2814,1,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.0963,-0.5383,0.8372,-0.0963,-0.5383,0.8372,-0.0984,-0.5375,0.8375,0.13
2928,29.2814,2,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.0963,0.5383,-0.8372,0.0963,0.5383,-0.8372,0.0984,0.5375,-0.8375,0.13
2928,29.2814,3,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.0963,-0.5383,0.8372,-0.0963,-0.5383,0.8372,-0.0984,-0.5375,0.8375,0.13
2928,29.2814,4,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.0963,0.5383,-0.8372,0.0963,0.5383,-0.8372,0.0984,0.5375,-0.8375,0.13
2928,29.2814,5,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.0963,-0.5383,0.8372,-0.0963,-0.5383,0.8372,-0.0984,-0.5375,0.8375,0.13
2928,29.2814,6,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.0963,0.5383,-0.8372,0.0963,0.5383,-0.8372,0.0984,0.5375,-0.8375,0.13
2928,29.2814,7,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.0963,-0.5383,0.8372,-0.0963,-0.5383,0.8372,-0.0984,-0.5375,0.8375,0.13
2928,29.2814,8,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.9249,-0.3593,-0.1247,0.9249,-0.3593,-0.1247,0.9249,-0.3593,-0.1247,0.00
2928,29.2814,9,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.9249,0.3593,0.1247,-0.9249,0.3593,0.1247,-0.9249,0.3593,0.1247,0.00
2928,29.2814,10,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.3679,-0.7623,-0.5325,-0.3679,-0.7623,-0.5325,-0.3679,-0.7623,-0.5325,0.00
2928,29.2814,11,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.3679,-0.7623,-0.5325,-0.3679,-0.7623,-0.5325,-0.3679,-0.7623,-0.5325,0.00
2928,29.2814,12,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.3679,0.7623,0.5325,0.3679,0.7623,0.5325,0.3679,0.7623,0.5325,0.00
2928,29.2814,13,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.3679,0.7623,0.5325,0.3679,0.7623,0.5325,0.3679,0.7623,0.5325,0.00
2930,29.3014,0,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.0921,0.5399,-0.8366,0.0921,0.5399,-0.8366,0.0942,0.5391,-0.8369,0.13
2930,29.3014,1,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.0921,-0.5399,0.8366,-0.0921,-0.5399,0.8366,-0.0942,-0.5391,0.8369,0.13
2930,29.3014,2,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.0921,0.5399,-0.8366,0.0921,0.5399,-0.8366,0.0942,0.5391,-0.8369,0.13
2930,29.3014,3,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.0921,-0.5399,0.8366,-0.0921,-0.5399,0.8366,-0.0942,-0.5391,0.8369,0.13
2930,29.3014,4,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.0921,0.5399,-0.8366,0.0921,0.5399,-0.8366,0.0942,0.5391,-0.8369,0.13
2930,29.3014,5,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.0921,-0.5399,0.8366,-0.0921,-0.5399,0.8366,-0.0942,-0.5391,0.8369,0.13
2930,29.3014,6,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.0921,0.5399,-0.8366,0.0921,0.5399,-0.8366,0.0942,0.5391,-0.8369,0.13
2930,29.3014,7,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.0921,-0.5399,0.8366,-0.0921,-0.5399,0.8366,-0.0942,-0.5391,0.8369,0.13
2930,29.3014,8,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.9251,-0.3572,-0.1287,0.9251,-0.3572,-0.1287,0.9251,-0.3572,-0.1287,0.00
2930,29.3014,9,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.9251,0.3572,0.1287,-0.9251,0.3572,0.1287,-0.9251,0.3572,0.1287,0.00
2930,29.3014,10,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.3683,-0.7622,-0.5324,-0.3683,-0.7622,-0.5324,-0.3683,-0.7622,-0.5324,0.00
2930,29.3014,11,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.3683,-0.7622,-0.5324,-0.3683,-0.7622,-0.5324,-0.3683,-0.7622,-0.5324,0.00
2930,29.3014,12,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.3683,0.7622,0.5324,0.3683,0.7622,0.5324,0.3683,0.7622,0.5324,0.00
2930,29.3014,13,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.3683,0.7622,0.5324,0.3683,0.7622,0.5324,0.3683,0.7622,0.5324,0.00
2932,29.3214,0,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.0879,0.5416,-0.8361,0.0879,0.5416,-0.8361,0.0900,0.5408,-0.8364,0.13
2932,29.3214,1,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.0879,-0.5416,0.8361,-0.0879,-0.5416,0.8361,-0.0900,-0.5408,0.8364,0.13
2932,29.3214,2,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.0879,0.5416,-0.8361,0.0879,0.5416,-0.8361,0.0900,0.5408,-0.8364,0.13
2932,29.3214,3,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.0879,-0.5416,0.8361,-0.0879,-0.5416,0.8361,-0.0900,-0.5408,0.8364,0.13
2932,29.3214,4,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.0879,0.5416,-0.8361,0.0879,0.5416,-0.8361,0.0900,0.5408,-0.8364,0.13
2932,29.3214,5,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.0879,-0.5416,0.8361,-0.0879,-0.5416,0.8361,-0.0900,-0.5408,0.8364,0.13
2932,29.3214,6,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.0879,0.5416,-0.8361,0.0879,0.5416,-0.8361,0.0900,0.5408,-0.8364,0.13
2932,29.3214,7,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.0879,-0.5416,0.8361,-0.0879,-0.5416,0.8361,-0.0900,-0.5408,0.8364,0.13
2932,29.3214,8,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.9254,-0.3550,-0.1327,0.9254,-0.3550,-0.1327,0.9254,-0.3550,-0.1327,0.00
2932,29.3214,9,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.9254,0.3550,0.1327,-0.9254,0.3550,0.1327,-0.9254,0.3550,0.1327,0.00
2932,29.3214,10,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.3687,-0.7620,-0.5324,-0.3687,-0.7620,-0.5324,-0.3687,-0.7620,-0.5324,0.00
2932,29.3214,11,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.3687,-0.7620,-0.5324,-0.3687,-0.7620,-0.5324,-0.3687,-0.7620,-0.5324,0.00
2932,29.3214,12,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.3687,0.7620,0.5324,0.3687,0.7620,0.5324,0.3687,0.7620,0.5324,0.00
2932,29.3214,13,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.3687,0.7620,0.5324,0.3687,0.7620,0.5324,0.3687,0.7620,0.5324,0.00
2934,29.3414,0,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.0836,0.5432,-0.8354,0.0836,0.5432,-0.8354,0.0858,0.5424,-0.8358,0.13
2934,29.3414,1,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.0836,-0.5432,0.8354,-0.0836,-0.5432,0.8354,-0.0858,-0.5424,0.8358,0.13
2934,29.3414,2,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.0836,0.5432,-0.8354,0.0836,0.5432,-0.8354,0.0858,0.5424,-0.8358,0.13
2934,29.3414,3,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.0836,-0.5432,0.8354,-0.0836,-0.5432,0.8354,-0.0858,-0.5424,0.8358,0.13
2934,29.3414,4,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.0836,0.5432,-0.8354,0.0836,0.5432,-0.8354,0.0858,0.5424,-0.8358,0.13
2934,29.3414,5,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.0836,-0.5432,0.8354,-0.0836,-0.5432,0.8354,-0.0858,-0.5424,0.8358,0.13
2934,29.3414,6,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.0836,0.5432,-0.8354,0.0836,0.5432,-0.8354,0.0858,0.5424,-0.8358,0.13
2934,29.3414,7,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.0836,-0.5432,0.8354,-0.0836,-0.5432,0.8354,-0.0858,-0.5424,0.8358,0.13
2934,29.3414,8,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.9257,-0.3528,-0.1367,0.9257,-0.3528,-0.1367,0.9257,-0.3528,-0.1367,0.00
2934,29.3414,9,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.9257,0.3528,0.1367,-0.9257,0.3528,0.1367,-0.9257,0.3528,0.1367,0.00
2934,29.3414,10,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.3690,-0.7619,-0.5323,-0.3690,-0.7619,-0.5323,-0.3690,-0.7619,-0.5323,0.00
2934,29.3414,11,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.3690,-0.7619,-0.5323,-0.3690,-0.7619,-0.5323,-0.3690,-0.7619,-0.5323,0.00
2934,29.3414,12,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.3690,0.7619,0.5323,0.3690,0.7619,0.5323,0.3690,0.7619,0.5323,0.00
2934,29.3414,13,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.3690,0.7619,0.5323,0.3690,0.7619,0.5323,0.3690,0.7619,0.5323,0.00
2936,29.3614,0,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.0793,0.5448,-0.8348,0.0793,0.5448,-0.8348,0.0815,0.5440,-0.8351,0.13
2936,29.3614,1,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.0793,-0.5448,0.8348,-0.0793,-0.5448,0.8348,-0.0815,-0.5440,0.8351,0.13
2936,29.3614,2,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.0793,0.5448,-0.8348,0.0793,0.5448,-0.8348,0.0815,0.5440,-0.8351,0.13
2936,29.3614,3,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.0793,-0.5448,0.8348,-0.0793,-0.5448,0.8348,-0.0815,-0.5440,0.8351,0.13
2936,29.3614,4,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.0793,0.5448,-0.8348,0.0793,0.5448,-0.8348,0.0815,0.5440,-0.8351,0.13
2936,29.3614,5,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.0793,-0.5448,0.8348,-0.0793,-0.5448,0.8348,-0.0815,-0.5440,0.8351,0.13
2936,29.3614,6,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.0793,0.5448,-0.8348,0.0793,0.5448,-0.8348,0.0815,0.5440,-0.8351,0.13
2936,29.3614,7,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.0793,-0.5448,0.8348,-0.0793,-0.5448,0.8348,-0.0815,-0.5440,0.8351,0.13
2936,29.3614,8,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.9260,-0.3504,-0.1407,0.9260,-0.3504,-0.1407,0.9260,-0.3504,-0.1407,0.00
2936,29.3614,9,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.9260,0.3504,0.1407,-0.9260,0.3504,0.1407,-0.9260,0.3504,0.1407,0.00
2936,29.3614,10,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.3692,-0.7618,-0.5323,-0.3692,-0.7618,-0.5323,-0.3692,-0.7618,-0.5323,0.00
2936,29.3614,11,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,-0.3692,-0.7618,-0.5323,-0.3692,-0.7618,-0.5323,-0.3692,-0.7618,-0.5323,0.00
2936,29.3614,12,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.3692,0.7618,0.5323,0.3692,0.7618,0.5323,0.3692,0.7618,0.5323,0.00
2936,29.3614,13,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.3692,0.7618,0.5323,0.3692,0.7618,0.5323,0.3692,0.7618,0.5323,0.00
2938,29.3814,0,0.0000,0.0000,0.0000,0.0,0.00,0.00,1.000,1.00,0,0.0750,0.5464,-0.8341,0.0750,0.5464,-0.8341,0.0772,0.5456,-0.8345,0.13
