sample,time_s,validNodes,averageQuality,reserveCurrent,reservePercent,reserveRechargeRate,reserveDrainRate,phaseSupportN,thrusterSupportN,automaticThrusterSupportN,manualThrusterSupportN,captureState,surfaceLoss,assistActive,weakSurface,raceSurface
1304,13.0414,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1306,13.0614,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1308,13.0814,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1310,13.1014,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1312,13.1214,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1314,13.1414,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1316,13.1614,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1318,13.1814,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1320,13.2014,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1322,13.2214,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1324,13.2414,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1326,13.2614,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1328,13.2814,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1330,13.3014,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1332,13.3214,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1334,13.3414,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1336,13.3614,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1338,13.3814,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1340,13.4014,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1342,13.4214,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1344,13.4414,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1346,13.4614,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1348,13.4814,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1350,13.5014,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1352,13.5214,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1354,13.5414,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1356,13.5614,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1358,13.5814,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1360,13.6014,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1362,13.6214,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1364,13.6414,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1366,13.6614,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1368,13.6814,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1370,13.7014,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1372,13.7214,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1374,13.7414,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1376,13.7614,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1378,13.7814,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1380,13.8014,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1382,13.8214,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1384,13.8414,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1386,13.8614,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1388,13.8814,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1390,13.9014,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1392,13.9214,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1394,13.9414,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1396,13.9614,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1398,13.9814,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1400,14.0014,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1402,14.0214,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1404,14.0414,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1406,14.0614,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1408,14.0814,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1410,14.1014,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1412,14.1214,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1414,14.1414,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1416,14.1614,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1418,14.1814,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1420,14.2014,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1422,14.2214,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1424,14.2414,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1426,14.2614,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1428,14.2814,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1430,14.3014,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1432,14.3214,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1434,14.3414,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1436,14.3614,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1438,14.3814,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1440,14.4014,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1442,14.4214,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1444,14.4414,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1446,14.4614,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1448,14.4814,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1450,14.5014,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1452,14.5214,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1454,14.5414,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1456,14.5614,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1458,14.5814,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1460,14.6014,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1462,14.6214,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1464,14.6414,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1466,14.6614,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1468,14.6814,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1470,14.7014,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1472,14.7214,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1474,14.7414,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1476,14.7614,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1478,14.7814,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1480,14.8014,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1482,14.8214,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1484,14.8414,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1486,14.8614,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1488,14.8814,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1490,14.9014,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1492,14.9214,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1494,14.9414,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1496,14.9614,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1498,14.9814,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1500,15.0014,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1502,15.0214,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1504,15.0414,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1506,15.0614,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1508,15.0814,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1510,15.1014,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1512,15.1214,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1514,15.1414,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1516,15.1614,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1518,15.1814,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1520,15.2014,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1522,15.2214,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1524,15.2414,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1526,15.2614,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1528,15.2814,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1530,15.3014,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1532,15.3214,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1534,15.3414,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1536,15.3614,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1538,15.3814,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1540,15.4014,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1542,15.4214,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1544,15.4414,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1546,15.4614,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1548,15.4814,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1550,15.5014,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1552,15.5214,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1554,15.5414,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1556,15.5614,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1558,15.5814,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1560,15.6014,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1562,15.6214,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1564,15.6414,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1566,15.6614,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1568,15.6814,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1570,15.7014,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1572,15.7214,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1574,15.7414,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1576,15.7614,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1578,15.7814,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1580,15.8014,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1582,15.8214,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1584,15.8414,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1586,15.8614,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1588,15.8814,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1590,15.9014,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1592,15.9214,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1594,15.9414,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1596,15.9614,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1598,15.9814,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1600,16.0014,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1602,16.0214,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1604,16.0414,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1606,16.0614,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1608,16.0814,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1610,16.1014,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1612,16.1214,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1614,16.1414,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1616,16.1614,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1618,16.1814,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1620,16.2014,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1622,16.2214,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1624,16.2414,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1626,16.2614,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1628,16.2814,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1630,16.3014,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1632,16.3214,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1634,16.3414,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1636,16.3614,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1638,16.3814,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1640,16.4014,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1642,16.4214,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1644,16.4414,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1646,16.4614,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1648,16.4814,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1650,16.5014,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1652,16.5214,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1654,16.5414,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1656,16.5614,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1658,16.5814,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1660,16.6014,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1662,16.6214,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1664,16.6414,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1666,16.6614,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1668,16.6814,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1670,16.7014,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1672,16.7214,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1674,16.7414,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1676,16.7614,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1678,16.7814,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1680,16.8014,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1682,16.8214,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1684,16.8414,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1686,16.8614,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1688,16.8814,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1690,16.9014,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1692,16.9214,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1694,16.9414,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1696,16.9614,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1698,16.9814,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1700,17.0014,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1702,17.0214,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1704,17.0414,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1706,17.0614,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1708,17.0814,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1710,17.1014,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1712,17.1214,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1714,17.1414,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1716,17.1614,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1718,17.1814,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1720,17.2014,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1722,17.2214,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1724,17.2414,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1726,17.2614,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1728,17.2814,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1730,17.3014,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1732,17.3214,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
1734,17.3414,4,1.000,99.750,0.9975,25.000,25.000,1176000.0,1040000.0,1040000.0,0.0,Full,0,1,0,1
