sample,time_s,validNodes,averageQuality,reserveCurrent,reservePercent,reserveRechargeRate,reserveDrainRate,phaseSupportN,thrusterSupportN,automaticThrusterSupportN,manualThrusterSupportN,captureState,surfaceLoss,assistActive,weakSurface,raceSurface
0,0.0014,4,1.000,100.000,1.0000,0.000,0.000,107619.6,0.0,0.0,0.0,Full,0,0,0,1
2,0.0214,4,1.000,100.000,1.0000,0.000,0.000,106686.5,0.0,0.0,0.0,Full,0,0,0,1
4,0.0414,4,1.000,100.000,1.0000,0.000,0.000,107591.9,0.0,0.0,0.0,Full,0,0,0,1
6,0.0614,4,1.000,100.000,1.0000,0.000,0.000,108011.2,0.0,0.0,0.0,Full,0,0,0,1
8,0.0814,4,1.000,100.000,1.0000,0.000,0.000,104139.1,0.0,0.0,0.0,Full,0,0,0,1
10,0.1014,4,1.000,100.000,1.0000,0.000,0.000,107582.1,0.0,0.0,0.0,Full,0,0,0,1
12,0.1214,4,1.000,100.000,1.0000,0.000,0.000,107997.4,0.0,0.0,0.0,Full,0,0,0,1
14,0.1414,4,1.000,100.000,1.0000,0.000,0.000,107664.2,0.0,0.0,0.0,Full,0,0,0,1
16,0.1614,4,1.000,100.000,1.0000,0.000,0.000,106690.3,0.0,0.0,0.0,Full,0,0,0,1
18,0.1814,4,1.000,100.000,1.0000,0.000,0.000,106274.3,0.0,0.0,0.0,Full,0,0,0,1
20,0.2014,4,1.000,100.000,1.0000,0.000,0.000,106732.6,0.0,0.0,0.0,Full,0,0,0,1
22,0.2214,4,1.000,100.000,1.0000,0.000,0.000,125350.6,0.0,0.0,0.0,Full,0,0,0,1
24,0.2414,4,1.000,100.000,1.0000,0.000,0.000,104356.3,0.0,0.0,0.0,Full,0,0,0,1
26,0.2614,4,1.000,100.000,1.0000,0.000,0.000,104124.0,0.0,0.0,0.0,Full,0,0,0,1
28,0.2814,4,1.000,100.000,1.0000,0.000,0.000,105535.5,0.0,0.0,0.0,Full,0,0,0,1
30,0.3014,4,1.000,100.000,1.0000,0.000,0.000,105550.1,0.0,0.0,0.0,Full,0,0,0,1
32,0.3214,4,1.000,100.000,1.0000,0.000,0.000,107437.9,0.0,0.0,0.0,Full,0,0,0,1
34,0.3414,4,1.000,100.000,1.0000,0.000,0.000,107088.4,0.0,0.0,0.0,Full,0,0,0,1
36,0.3614,4,1.000,100.000,1.0000,0.000,0.000,108417.8,0.0,0.0,0.0,Full,0,0,0,1
38,0.3814,4,1.000,100.000,1.0000,0.000,0.000,106815.5,0.0,0.0,0.0,Full,0,0,0,1
40,0.4014,4,1.000,100.000,1.0000,0.000,0.000,107154.5,0.0,0.0,0.0,Full,0,0,0,1
42,0.4214,4,1.000,100.000,1.0000,0.000,0.000,107605.7,0.0,0.0,0.0,Full,0,0,0,1
44,0.4414,4,1.000,100.000,1.0000,0.000,0.000,108352.6,0.0,0.0,0.0,Full,0,0,0,1
46,0.4614,4,1.000,100.000,1.0000,0.000,0.000,106290.4,0.0,0.0,0.0,Full,0,0,0,1
48,0.4814,4,1.000,100.000,1.0000,0.000,0.000,106706.1,0.0,0.0,0.0,Full,0,0,0,1
50,0.5014,4,1.000,100.000,1.0000,0.000,0.000,107608.9,0.0,0.0,0.0,Full,0,0,0,1
52,0.5214,4,1.000,100.000,1.0000,0.000,0.000,107234.4,0.0,0.0,0.0,Full,0,0,0,1
54,0.5414,4,1.000,100.000,1.0000,0.000,0.000,105927.4,0.0,0.0,0.0,Full,0,0,0,1
56,0.5614,4,1.000,100.000,1.0000,0.000,0.000,106723.9,0.0,0.0,0.0,Full,0,0,0,1
58,0.5814,4,1.000,100.000,1.0000,0.000,0.000,107609.8,0.0,0.0,0.0,Full,0,0,0,1
60,0.6014,4,1.000,100.000,1.0000,0.000,0.000,107593.1,0.0,0.0,0.0,Full,0,0,0,1
62,0.6214,4,1.000,100.000,1.0000,0.000,0.000,105855.0,0.0,0.0,0.0,Full,0,0,0,1
64,0.6414,4,1.000,100.000,1.0000,0.000,0.000,108432.3,0.0,0.0,0.0,Full,0,0,0,1
66,0.6614,4,1.000,100.000,1.0000,0.000,0.000,107188.9,0.0,0.0,0.0,Full,0,0,0,1
68,0.6814,4,1.000,100.000,1.0000,0.000,0.000,105883.6,0.0,0.0,0.0,Full,0,0,0,1
70,0.7014,4,1.000,100.000,1.0000,0.000,0.000,107614.6,0.0,0.0,0.0,Full,0,0,0,1
72,0.7214,4,1.000,100.000,1.0000,0.000,0.000,108472.9,0.0,0.0,0.0,Full,0,0,0,1
74,0.7414,4,1.000,100.000,1.0000,0.000,0.000,105942.8,0.0,0.0,0.0,Full,0,0,0,1
76,0.7614,4,1.000,100.000,1.0000,0.000,0.000,106314.9,0.0,0.0,0.0,Full,0,0,0,1
78,0.7814,4,1.000,100.000,1.0000,0.000,0.000,104203.1,0.0,0.0,0.0,Full,0,0,0,1
80,0.8014,4,1.000,100.000,1.0000,0.000,0.000,104507.0,0.0,0.0,0.0,Full,0,0,0,1
82,0.8214,4,1.000,100.000,1.0000,0.000,0.000,103602.6,0.0,0.0,0.0,Full,0,0,0,1
84,0.8414,4,1.000,100.000,1.0000,0.000,0.000,131628.4,0.0,0.0,0.0,Full,0,0,0,1
86,0.8614,4,1.000,100.000,1.0000,0.000,0.000,106682.3,0.0,0.0,0.0,Full,0,0,0,1
88,0.8814,4,1.000,100.000,1.0000,0.000,0.000,104946.6,0.0,0.0,0.0,Full,0,0,0,1
90,0.9014,4,1.000,100.000,1.0000,0.000,0.000,104124.7,0.0,0.0,0.0,Full,0,0,0,1
92,0.9214,4,1.000,100.000,1.0000,0.000,0.000,145778.2,0.0,0.0,0.0,Full,0,0,0,1
94,0.9414,4,1.000,100.000,1.0000,0.000,0.000,104706.4,0.0,0.0,0.0,Full,0,0,0,1
96,0.9614,4,1.000,100.000,1.0000,0.000,0.000,87969.3,0.0,0.0,0.0,Full,0,0,0,1
98,0.9814,4,1.000,100.000,1.0000,0.000,0.000,164965.6,0.0,0.0,0.0,Full,0,0,0,1
100,1.0014,4,1.000,100.000,1.0000,0.000,0.000,77158.1,0.0,0.0,0.0,Full,0,0,0,1
102,1.0214,4,1.000,100.000,1.0000,0.000,0.000,104758.9,0.0,0.0,0.0,Full,0,0,0,1
104,1.0414,4,1.000,100.000,1.0000,0.000,0.000,106828.3,0.0,0.0,0.0,Full,0,0,0,1
106,1.0614,4,1.000,100.000,1.0000,0.000,0.000,107165.1,0.0,0.0,0.0,Full,0,0,0,1
108,1.0814,4,1.000,100.000,1.0000,0.000,0.000,109527.0,0.0,0.0,0.0,Full,0,0,0,1
110,1.1014,4,1.000,100.000,1.0000,0.000,0.000,105250.6,0.0,0.0,0.0,Full,0,0,0,1
112,1.1214,4,1.000,100.000,1.0000,0.000,0.000,109170.8,0.0,0.0,0.0,Full,0,0,0,1
114,1.1414,4,1.000,100.000,1.0000,0.000,0.000,105386.9,0.0,0.0,0.0,Full,0,0,0,1
116,1.1614,4,1.000,100.000,1.0000,0.000,0.000,106319.1,0.0,0.0,0.0,Full,0,0,0,1
118,1.1814,4,1.000,100.000,1.0000,0.000,0.000,107264.7,0.0,0.0,0.0,Full,0,0,0,1
120,1.2014,4,1.000,100.000,1.0000,0.000,0.000,107264.2,0.0,0.0,0.0,Full,0,0,0,1
122,1.2214,4,1.000,100.000,1.0000,0.000,0.000,106967.1,0.0,0.0,0.0,Full,0,0,0,1
124,1.2414,4,1.000,100.000,1.0000,0.000,0.000,107196.3,0.0,0.0,0.0,Full,0,0,0,1
126,1.2614,4,1.000,100.000,1.0000,0.000,0.000,106849.3,0.0,0.0,0.0,Full,0,0,0,1
128,1.2814,4,1.000,100.000,1.0000,0.000,0.000,107183.8,0.0,0.0,0.0,Full,0,0,0,1
130,1.3014,4,1.000,100.000,1.0000,0.000,0.000,108009.0,0.0,0.0,0.0,Full,0,0,0,1
132,1.3214,4,1.000,100.000,1.0000,0.000,0.000,107114.8,0.0,0.0,0.0,Full,0,0,0,1
134,1.3414,4,1.000,100.000,1.0000,0.000,0.000,105992.7,0.0,0.0,0.0,Full,0,0,0,1
136,1.3614,4,1.000,100.000,1.0000,0.000,0.000,107750.2,0.0,0.0,0.0,Full,0,0,0,1
138,1.3814,4,1.000,100.000,1.0000,0.000,0.000,105761.8,0.0,0.0,0.0,Full,0,0,0,1
140,1.4014,4,1.000,100.000,1.0000,0.000,0.000,107044.6,0.0,0.0,0.0,Full,0,0,0,1
142,1.4214,4,1.000,100.000,1.0000,0.000,0.000,104654.6,0.0,0.0,0.0,Full,0,0,0,1
144,1.4414,4,1.000,100.000,1.0000,0.000,0.000,104282.8,0.0,0.0,0.0,Full,0,0,0,1
146,1.4614,4,1.000,100.000,1.0000,0.000,0.000,107689.9,0.0,0.0,0.0,Full,0,0,0,1
148,1.4814,4,1.000,100.000,1.0000,0.000,0.000,113820.4,0.0,0.0,0.0,Full,0,0,0,1
150,1.5014,4,1.000,100.000,1.0000,0.000,0.000,96360.4,0.0,0.0,0.0,Full,0,0,0,1
152,1.5214,4,1.000,100.000,1.0000,0.000,0.000,111272.0,0.0,0.0,0.0,Full,0,0,0,1
154,1.5414,4,1.000,100.000,1.0000,0.000,0.000,109599.3,0.0,0.0,0.0,Full,0,0,0,1
156,1.5614,4,1.000,100.000,1.0000,0.000,0.000,157222.6,0.0,0.0,0.0,Full,0,0,0,1
158,1.5814,4,1.000,100.000,1.0000,0.000,0.000,131140.9,0.0,0.0,0.0,Full,0,0,0,1
160,1.6014,4,1.000,100.000,1.0000,0.000,0.000,87440.1,0.0,0.0,0.0,Full,0,0,0,1
162,1.6214,4,1.000,100.000,1.0000,0.000,0.000,138703.5,0.0,0.0,0.0,Full,0,0,0,1
164,1.6414,4,1.000,100.000,1.0000,0.000,0.000,112488.5,0.0,0.0,0.0,Full,0,0,0,1
166,1.6614,4,1.000,100.000,1.0000,0.000,0.000,266966.8,0.0,0.0,0.0,Full,0,0,0,1
168,1.6814,4,1.000,100.000,1.0000,0.000,0.000,158549.0,0.0,0.0,0.0,Full,0,0,0,1
170,1.7014,4,1.000,100.000,1.0000,0.000,0.000,142257.7,0.0,0.0,0.0,Full,0,0,0,1
172,1.7214,4,1.000,100.000,1.0000,0.000,0.000,182279.7,0.0,0.0,0.0,Full,0,0,0,1
174,1.7414,4,1.000,99.986,0.9999,0.365,1.420,465712.3,59069.9,59069.9,0.0,Full,0,1,0,1
176,1.7614,4,1.000,100.000,1.0000,0.000,0.000,114182.0,0.0,0.0,0.0,Full,0,0,0,1
178,1.7814,4,1.000,100.000,1.0000,0.000,0.000,222343.3,0.0,0.0,0.0,Full,0,0,0,1
180,1.8014,4,1.000,100.000,1.0000,0.000,0.000,202858.3,0.0,0.0,0.0,Full,0,0,0,1
182,1.8214,4,1.000,100.000,1.0000,0.000,0.000,266745.3,0.0,0.0,0.0,Full,0,0,0,1
184,1.8414,4,1.000,100.000,1.0000,0.000,0.000,117071.4,0.0,0.0,0.0,Full,0,0,0,1
186,1.8614,4,1.000,100.000,1.0000,0.000,0.000,128175.9,0.0,0.0,0.0,Full,0,0,0,1
188,1.8814,4,1.000,100.000,1.0000,0.000,0.000,239254.4,0.0,0.0,0.0,Full,0,0,0,1
190,1.9014,4,1.000,100.000,1.0000,0.000,0.000,187401.4,0.0,0.0,0.0,Full,0,0,0,1
192,1.9214,4,1.000,100.000,1.0000,0.000,0.000,204502.6,0.0,0.0,0.0,Full,0,0,0,1
194,1.9414,4,1.000,99.928,0.9993,0.000,7.185,333166.1,0.0,0.0,0.0,Full,0,0,0,1
196,1.9614,4,1.000,100.000,1.0000,3.178,0.000,143365.3,0.0,0.0,0.0,Full,0,0,0,1
198,1.9814,4,1.000,100.000,1.0000,0.000,0.000,220295.2,0.0,0.0,0.0,Full,0,0,0,1
200,2.0014,4,1.000,100.000,1.0000,0.000,0.000,241753.1,0.0,0.0,0.0,Full,0,0,0,1
202,2.0214,4,1.000,100.000,1.0000,0.000,0.000,190633.9,0.0,0.0,0.0,Full,0,0,0,1
204,2.0414,4,1.000,100.000,1.0000,0.000,0.000,106629.2,0.0,0.0,0.0,Full,0,0,0,1
206,2.0614,4,1.000,100.000,1.0000,0.000,0.000,268313.5,0.0,0.0,0.0,Full,0,0,0,1
208,2.0814,4,1.000,100.000,1.0000,0.000,0.000,284286.3,0.0,0.0,0.0,Full,0,0,0,1
210,2.1014,4,1.000,100.000,1.0000,0.000,0.000,129948.7,0.0,0.0,0.0,Full,0,0,0,1
212,2.1214,4,1.000,100.000,1.0000,0.000,0.000,211841.1,0.0,0.0,0.0,Full,0,0,0,1
214,2.1414,4,1.000,99.961,0.9996,3.036,3.929,340486.3,163463.3,163463.3,0.0,Full,0,1,0,1
216,2.1614,4,1.000,100.000,1.0000,0.000,0.000,182515.6,0.0,0.0,0.0,Full,0,0,0,1
218,2.1814,4,1.000,100.000,1.0000,0.000,0.000,328855.2,0.0,0.0,0.0,Full,0,0,0,1
220,2.2014,4,1.000,99.879,0.9988,0.000,12.123,334932.0,0.0,0.0,0.0,Full,0,0,0,1
222,2.2214,4,1.000,100.000,1.0000,7.612,0.000,173713.9,0.0,0.0,0.0,Full,0,0,0,1
224,2.2414,4,1.000,99.757,0.9976,0.000,24.261,410405.8,0.0,0.0,0.0,Full,0,0,0,1
226,2.2614,4,1.000,100.000,1.0000,17.556,0.000,270787.6,0.0,0.0,0.0,Full,0,0,0,1
228,2.2814,4,1.000,100.000,1.0000,0.000,0.000,171151.7,0.0,0.0,0.0,Full,0,0,0,1
230,2.3014,4,1.000,100.000,1.0000,0.000,0.000,175977.7,0.0,0.0,0.0,Full,0,0,0,1
232,2.3214,4,1.000,100.000,1.0000,0.000,0.000,204008.3,0.0,0.0,0.0,Full,0,0,0,1
234,2.3414,4,1.000,99.907,0.9991,0.000,9.277,459572.1,0.0,0.0,0.0,Full,0,0,0,1
236,2.3614,4,1.000,100.000,1.0000,10.220,0.000,332717.0,0.0,0.0,0.0,Full,0,0,0,1
238,2.3814,4,1.000,100.000,1.0000,0.000,0.000,104416.4,0.0,0.0,0.0,Full,0,0,0,1
240,2.4014,4,1.000,99.929,0.9993,0.000,7.075,501037.4,0.0,0.0,0.0,Full,0,0,0,1
242,2.4214,4,1.000,99.961,0.9996,8.865,3.944,436815.7,0.0,0.0,0.0,Full,0,0,0,1
244,2.4414,4,1.000,99.978,0.9998,4.149,2.216,499026.1,92006.3,92006.3,0.0,Full,0,1,0,1
246,2.4614,4,1.000,100.000,1.0000,0.000,0.000,192402.7,0.0,0.0,0.0,Full,0,0,0,1
248,2.4814,4,1.000,100.000,1.0000,0.000,0.000,356137.4,0.0,0.0,0.0,Full,0,0,0,1
250,2.5014,4,1.000,100.000,1.0000,0.000,0.000,102963.7,0.0,0.0,0.0,Full,0,0,0,1
252,2.5214,4,1.000,100.000,1.0000,0.000,0.000,239596.4,0.0,0.0,0.0,Full,0,0,0,1
254,2.5414,4,1.000,100.000,1.0000,0.000,0.000,135409.4,0.0,0.0,0.0,Full,0,0,0,1
256,2.5614,4,1.000,100.000,1.0000,0.000,0.000,401263.6,0.0,0.0,0.0,Full,0,0,0,1
258,2.5814,4,1.000,100.000,1.0000,0.000,0.000,578696.1,0.0,0.0,0.0,Full,0,0,0,1
260,2.6014,4,1.000,100.000,1.0000,0.000,0.000,582183.6,0.0,0.0,0.0,Full,0,0,0,1
262,2.6214,4,1.000,100.000,1.0000,0.000,0.000,119328.8,0.0,0.0,0.0,Full,0,0,0,1
264,2.6414,4,1.000,99.751,0.9975,0.000,24.870,410846.5,0.0,0.0,0.0,Full,0,0,0,1
266,2.6614,4,1.000,100.000,1.0000,16.682,0.000,368981.4,0.0,0.0,0.0,Full,0,0,0,1
268,2.6814,4,1.000,100.000,1.0000,0.000,0.043,515879.9,0.0,0.0,0.0,Full,0,0,0,1
270,2.7014,4,1.000,100.000,1.0000,0.000,0.000,227592.7,0.0,0.0,0.0,Full,0,0,0,1
272,2.7214,4,1.000,100.000,1.0000,0.000,0.000,369923.6,0.0,0.0,0.0,Full,0,0,0,1
274,2.7414,4,1.000,99.984,0.9998,0.000,1.614,630522.0,67141.3,67141.3,0.0,Full,0,1,0,1
276,2.7614,4,1.000,100.000,1.0000,0.040,0.000,562404.6,0.0,0.0,0.0,Full,0,0,0,1
278,2.7814,4,1.000,100.000,1.0000,0.000,0.000,424646.8,0.0,0.0,0.0,Full,0,0,0,1
280,2.8014,4,1.000,100.000,1.0000,0.000,0.000,541206.4,0.0,0.0,0.0,Full,0,0,0,1
282,2.8214,4,1.000,100.000,1.0000,0.000,0.000,524523.6,0.0,0.0,0.0,Full,0,0,0,1
284,2.8414,4,1.000,100.000,1.0000,2.349,0.000,309199.4,0.0,0.0,0.0,Full,0,0,0,1
286,2.8614,4,1.000,100.000,1.0000,0.000,0.000,122680.4,0.0,0.0,0.0,Full,0,0,0,1
288,2.8814,4,1.000,100.000,1.0000,0.000,0.000,378875.1,0.0,0.0,0.0,Full,0,0,0,1
290,2.9014,4,1.000,100.000,1.0000,0.000,0.000,486337.4,0.0,0.0,0.0,Full,0,0,0,1
292,2.9214,4,1.000,100.000,1.0000,0.000,0.000,634909.4,0.0,0.0,0.0,Full,0,0,0,1
294,2.9414,4,1.000,100.000,1.0000,0.000,0.000,99584.3,0.0,0.0,0.0,Full,0,0,0,1
296,2.9614,4,1.000,99.750,0.9975,25.000,25.000,634345.0,260000.0,260000.0,0.0,Full,0,1,0,1
298,2.9814,4,1.000,100.000,1.0000,0.000,0.000,538476.2,0.0,0.0,0.0,Full,0,0,0,1
300,3.0014,4,1.000,100.000,1.0000,0.000,0.000,409680.3,0.0,0.0,0.0,Full,0,0,0,1
302,3.0214,4,1.000,100.000,1.0000,0.270,0.000,92207.5,0.0,0.0,0.0,Full,0,0,0,1
304,3.0414,4,1.000,100.000,1.0000,0.000,0.000,505649.5,0.0,0.0,0.0,Full,0,0,0,1
306,3.0614,4,1.000,100.000,1.0000,0.000,0.000,139810.3,0.0,0.0,0.0,Full,0,0,0,1
308,3.0814,4,1.000,100.000,1.0000,0.000,0.000,323619.3,0.0,0.0,0.0,Full,0,0,0,1
310,3.1014,4,1.000,100.000,1.0000,0.000,0.000,513959.8,0.0,0.0,0.0,Full,0,0,0,1
312,3.1214,4,1.000,100.000,1.0000,0.000,0.000,131137.1,0.0,0.0,0.0,Full,0,0,0,1
314,3.1414,4,1.000,99.898,0.9990,10.323,10.236,782331.4,259995.1,259995.1,0.0,Full,0,1,0,1
316,3.1614,4,1.000,99.999,1.0000,0.000,0.053,301995.8,0.0,0.0,0.0,Full,0,0,0,1
318,3.1814,4,1.000,99.997,1.0000,4.117,0.309,574294.7,0.0,0.0,0.0,Full,0,0,0,1
320,3.2014,4,1.000,99.750,0.9975,0.000,25.000,539712.6,0.0,0.0,0.0,Full,0,0,0,1
322,3.2214,4,1.000,99.750,0.9975,25.000,25.000,487006.3,0.0,0.0,0.0,Full,0,0,0,1
324,3.2414,4,1.000,100.000,1.0000,25.000,0.000,404178.8,0.0,0.0,0.0,Full,0,0,0,1
326,3.2614,4,1.000,99.986,0.9999,0.000,1.405,621313.7,0.0,0.0,0.0,Full,0,0,0,1
328,3.2814,4,1.000,99.994,0.9999,0.000,0.610,325176.8,0.0,0.0,0.0,Full,0,0,0,1
330,3.3014,4,1.000,99.956,0.9996,0.117,4.439,463552.4,184558.3,184558.3,0.0,Full,0,1,0,1
332,3.3214,4,1.000,100.000,1.0000,1.073,0.000,709735.8,0.0,0.0,0.0,Full,0,0,0,1
334,3.3414,4,1.000,99.996,1.0000,0.000,0.373,306882.4,0.0,0.0,0.0,Full,0,0,0,1
336,3.3614,4,1.000,100.000,1.0000,0.000,0.000,213433.6,0.0,0.0,0.0,Full,0,0,0,1
338,3.3814,4,1.000,100.000,1.0000,0.314,0.000,296987.6,0.0,0.0,0.0,Full,0,0,0,1
340,3.4014,4,1.000,100.000,1.0000,0.000,0.000,285572.1,0.0,0.0,0.0,Full,0,0,0,1
342,3.4214,4,1.000,99.750,0.9975,25.000,25.000,674552.3,260803.6,260803.6,0.0,Full,0,1,0,1
344,3.4414,4,1.000,99.997,1.0000,0.000,0.313,562967.0,0.0,0.0,0.0,Full,0,0,0,1
346,3.4614,4,1.000,100.000,1.0000,0.000,0.049,415839.8,2039.4,2039.4,0.0,Full,0,1,0,1
348,3.4814,4,1.000,100.000,1.0000,1.010,0.000,571444.5,0.0,0.0,0.0,Full,0,0,0,1
350,3.5014,4,1.000,99.994,0.9999,0.000,0.638,796823.6,26520.8,26520.8,0.0,Full,0,1,0,1
352,3.5214,4,1.000,99.997,1.0000,1.903,0.341,377772.9,14188.6,14188.6,0.0,Full,0,1,0,1
354,3.5414,4,1.000,100.000,1.0000,0.000,0.000,428775.5,0.0,0.0,0.0,Full,0,0,0,1
356,3.5614,4,1.000,99.994,0.9999,2.032,0.615,341639.1,25590.0,25590.0,0.0,Full,0,1,0,1
358,3.5814,4,1.000,100.000,1.0000,0.000,0.000,425044.4,0.0,0.0,0.0,Full,0,0,0,1
360,3.6014,4,1.000,99.750,0.9975,3.780,25.000,281394.7,0.0,0.0,0.0,Full,0,0,0,1
362,3.6214,4,1.000,99.991,0.9999,25.000,0.929,802392.4,20283.2,20283.2,0.0,Full,0,1,0,1
364,3.6414,4,1.000,100.000,1.0000,0.475,0.000,68161.8,0.0,0.0,0.0,Full,0,0,0,1
366,3.6614,4,1.000,99.750,0.9975,0.000,25.000,492842.5,0.0,0.0,0.0,Full,0,0,0,1
368,3.6814,4,1.000,100.000,1.0000,23.428,0.000,306994.0,0.0,0.0,0.0,Full,0,0,0,1
370,3.7014,4,1.000,100.000,1.0000,1.934,0.000,233450.9,0.0,0.0,0.0,Full,0,0,0,1
372,3.7214,4,1.000,99.969,0.9997,2.084,3.113,482616.8,0.0,0.0,0.0,Full,0,0,0,1
374,3.7414,4,1.000,99.750,0.9975,25.000,25.000,803403.8,359898.6,359898.6,0.0,Full,0,1,0,1
376,3.7614,4,1.000,99.957,0.9996,2.251,4.278,496363.0,0.0,0.0,0.0,Full,0,0,0,1
378,3.7814,4,1.000,99.969,0.9997,1.527,3.135,902001.4,130368.7,130368.7,0.0,Full,0,1,0,1
380,3.8014,4,1.000,99.994,0.9999,1.656,0.627,250674.0,0.0,0.0,0.0,Full,0,0,0,1
382,3.8214,4,1.000,100.000,1.0000,0.952,0.000,122008.1,0.0,0.0,0.0,Full,0,0,0,1
384,3.8414,4,1.000,99.986,0.9999,0.785,1.365,748346.6,0.0,0.0,0.0,Full,0,0,0,1
386,3.8614,4,1.000,99.921,0.9992,2.016,7.884,814654.1,71906.6,71906.6,0.0,Full,0,1,0,1
388,3.8814,4,1.000,99.970,0.9997,0.845,3.032,315775.0,0.0,0.0,0.0,Full,0,0,0,1
390,3.9014,4,1.000,99.994,0.9999,0.000,0.586,786821.6,0.0,0.0,0.0,Full,0,0,0,1
392,3.9214,4,1.000,99.986,0.9999,10.477,1.432,647133.8,59567.6,59567.6,0.0,Full,0,1,0,1
394,3.9414,4,1.000,99.750,0.9975,3.155,25.000,558903.6,0.0,0.0,0.0,Full,0,0,0,1
396,3.9614,4,1.000,99.984,0.9998,25.000,1.584,659580.3,65875.5,65875.5,0.0,Full,0,1,0,1
398,3.9814,4,1.000,99.952,0.9995,0.000,4.782,844473.3,89614.8,89614.8,0.0,Full,0,1,0,1
400,4.0014,4,1.000,99.989,0.9999,2.022,1.093,305967.5,0.0,0.0,0.0,Full,0,0,0,1
402,4.0214,4,1.000,99.981,0.9998,0.000,1.930,640973.4,80274.2,80274.2,0.0,Full,0,1,0,1
404,4.0414,4,1.000,99.992,0.9999,1.939,0.798,637760.6,33198.3,33198.3,0.0,Full,0,1,0,1
406,4.0614,4,1.000,99.968,0.9997,8.624,3.233,335774.7,0.0,0.0,0.0,Full,0,0,0,1
408,4.0814,4,1.000,99.753,0.9975,25.000,24.708,390695.5,0.0,0.0,0.0,Full,0,0,0,1
410,4.1014,4,1.000,99.985,0.9999,2.431,1.480,359357.9,61566.0,61566.0,0.0,Full,0,1,0,1
412,4.1214,4,1.000,100.000,1.0000,2.954,0.000,455632.7,0.0,0.0,0.0,Full,0,0,0,1
414,4.1414,4,1.000,99.988,0.9999,3.951,1.225,277606.2,0.0,0.0,0.0,Full,0,0,0,1
416,4.1614,4,1.000,99.984,0.9998,1.418,1.631,520057.5,67848.7,67848.7,0.0,Full,0,1,0,1
418,4.1814,4,1.000,99.993,0.9999,2.004,0.685,690636.9,28500.2,28500.2,0.0,Full,0,1,0,1
420,4.2014,4,1.000,99.975,0.9997,5.722,2.524,654449.9,105006.3,105006.3,0.0,Full,0,1,0,1
422,4.2214,4,1.000,100.000,1.0000,2.276,0.000,190666.1,0.0,0.0,0.0,Full,0,0,0,1
424,4.2414,4,1.000,99.980,0.9998,0.000,1.999,329758.6,0.0,0.0,0.0,Full,0,0,0,1
426,4.2614,4,1.000,99.921,0.9992,0.676,7.929,1092000.0,193082.5,193082.5,0.0,Full,0,1,0,1
428,4.2814,4,1.000,99.950,0.9995,2.319,5.016,882111.2,208683.1,208683.1,0.0,Full,0,1,0,1
430,4.3014,4,1.000,99.878,0.9988,4.955,12.169,449961.1,258456.1,258456.1,0.0,Full,0,1,0,1
432,4.3214,4,1.000,100.000,1.0000,5.621,0.000,181871.8,0.0,0.0,0.0,Full,0,0,0,1
434,4.3414,4,1.000,99.964,0.9996,4.678,3.553,430789.1,0.0,0.0,0.0,Full,0,0,0,1
436,4.3614,4,1.000,99.978,0.9998,5.351,2.184,618285.3,49039.8,49039.8,0.0,Full,0,1,0,1
438,4.3814,4,1.000,99.980,0.9998,4.386,2.019,667594.8,83990.8,83990.8,0.0,Full,0,1,0,1
440,4.4014,4,1.000,99.941,0.9994,0.000,5.903,587075.7,0.0,0.0,0.0,Full,0,0,0,1
442,4.4214,4,1.000,99.938,0.9994,9.725,6.240,632036.3,199679.0,199679.0,0.0,Full,0,1,0,1
444,4.4414,4,1.000,100.000,1.0000,1.667,0.000,132656.5,0.0,0.0,0.0,Full,0,0,0,1
446,4.4614,4,1.000,99.991,0.9999,0.000,0.934,682854.7,38872.6,38872.6,0.0,Full,0,1,0,1
448,4.4814,4,1.000,99.827,0.9983,8.374,17.332,811907.8,86474.1,86474.1,0.0,Full,0,1,0,1
450,4.5014,4,1.000,99.939,0.9994,18.022,6.089,762459.4,253313.3,253313.3,0.0,Full,0,1,0,1
452,4.5214,4,1.000,99.750,0.9975,1.721,25.000,706913.0,0.0,0.0,0.0,Full,0,0,0,1
454,4.5414,4,1.000,99.970,0.9997,25.000,2.974,464337.0,123735.5,123735.5,0.0,Full,0,1,0,1
456,4.5614,4,1.000,99.754,0.9975,25.000,24.598,711176.6,519960.1,519960.1,0.0,Full,0,1,0,1
458,4.5814,4,1.000,100.000,1.0000,0.000,0.000,194107.0,0.0,0.0,0.0,Full,0,0,0,1
460,4.6014,4,1.000,100.000,1.0000,1.173,0.000,111746.5,0.0,0.0,0.0,Full,0,0,0,1
462,4.6214,4,1.000,99.976,0.9998,11.797,2.420,529472.6,46743.7,46743.7,0.0,Full,0,1,0,1
464,4.6414,4,1.000,99.987,0.9999,8.870,1.287,394598.7,53546.2,53546.2,0.0,Full,0,1,0,1
466,4.6614,4,1.000,99.922,0.9992,3.302,7.751,565975.9,135302.4,135302.4,0.0,Full,0,1,0,1
468,4.6814,4,1.000,99.750,0.9975,25.000,25.000,718399.1,259980.2,259980.2,0.0,Full,0,1,0,1
470,4.7014,4,1.000,99.978,0.9998,0.638,2.225,413484.6,92549.5,92549.5,0.0,Full,0,1,0,1
472,4.7214,4,1.000,99.962,0.9996,4.881,3.849,398327.8,160087.6,160087.6,0.0,Full,0,1,0,1
