sample,time_s,aeroMode,airDensity,windX,windY,windZ,turbX,turbY,turbZ,dragMult,liftMult,downforceMult,geMult,relAirX,relAirY,relAirZ,relAirLocalX,relAirLocalY,relAirLocalZ,airSpeed_ms,dynPressure_pa,bodyDragN,bodyLiftN,surfDragN,surfLiftN,geForceN,totalForceN,totalTorqueNm,copX,copY,copZ,aoa_deg,sideSlip_deg,aeroAccelG,forceClamped,torqueClamped,rejectedValues
6104,61.0414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-18.92,61.32,293.62,-0.50,3.66,300.53,300.55,55327.3,121701.7,0.0,0.0,0.0,110639.8,252577.3,79122.3,9371.091,224.106,13453.920,-0.70,-0.10,2.341,0,0,0
6106,61.0614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-20.75,62.92,293.77,-0.11,2.82,301.13,301.14,55545.9,122190.3,0.0,0.0,0.0,110990.5,253492.8,79459.2,9370.687,225.337,13459.790,-0.54,-0.02,2.349,0,0,0
6108,61.0814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-22.58,64.49,293.86,0.30,3.43,301.68,301.70,55750.4,122635.0,0.0,0.0,0.0,111492.5,254512.5,79785.1,9370.251,226.610,13465.670,-0.65,0.06,2.359,0,0,0
6110,61.1014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-24.55,66.00,293.97,0.73,2.81,302.27,302.28,55966.4,123114.8,0.0,0.0,0.0,111928.5,255497.1,80097.0,9369.771,227.907,13471.540,-0.53,0.14,2.368,0,0,0
6112,61.1214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-26.64,67.64,294.01,1.39,2.83,302.85,302.87,56182.9,123589.1,0.0,0.0,0.0,112360.6,256483.8,80297.8,9369.245,229.236,13477.420,-0.53,0.26,2.377,0,0,0
6114,61.1414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-28.20,68.37,294.30,1.47,1.74,303.45,303.46,56402.5,124078.5,0.0,0.0,0.0,112793.3,257474.2,80606.4,9368.691,230.592,13483.300,-0.33,0.28,2.386,0,0,0
6116,61.1614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-30.62,70.15,294.25,1.87,2.45,304.02,304.04,56618.4,124547.7,0.0,0.0,0.0,113232.1,258468.8,80999.5,9368.090,231.976,13489.180,-0.46,0.35,2.395,0,0,0
6118,61.1814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-32.72,71.41,294.31,1.96,1.99,304.60,304.61,56831.8,125019.3,0.0,0.0,0.0,113658.5,259439.8,81277.8,9367.447,233.388,13495.060,-0.37,0.37,2.404,0,0,0
6120,61.2014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-34.67,72.38,294.45,2.05,1.25,305.18,305.19,57050.0,125502.1,0.0,0.0,0.0,114092.9,260431.0,81517.0,9366.764,234.820,13500.950,-0.24,0.39,2.413,0,0,0
6122,61.2214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-36.64,73.35,294.58,2.54,3.19,305.75,305.77,57267.2,125965.4,0.0,0.0,0.0,114526.0,261430.6,81909.9,9366.037,236.280,13506.840,-0.60,0.48,2.423,0,0,0
6124,61.2414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-38.55,73.99,294.77,2.98,4.64,306.30,306.35,57482.2,126419.8,0.0,0.0,0.0,114952.4,262421.2,82266.6,9365.271,237.756,13512.730,-0.87,0.56,2.432,0,0,0
6126,61.2614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-40.82,74.94,294.80,3.67,7.84,306.79,306.91,57692.9,126823.5,0.0,0.0,0.0,115381.0,263435.6,82575.4,9364.453,239.247,13518.630,-1.46,0.69,2.441,0,0,0
6128,61.2814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-42.55,75.30,295.05,3.88,9.39,307.30,307.47,57904.2,127250.4,0.0,0.0,0.0,115781.0,264412.2,82922.4,9363.604,240.739,13524.530,-1.75,0.72,2.450,0,0,0
6130,61.3014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-44.79,76.41,295.02,3.81,11.98,307.77,308.02,58113.6,127637.7,0.0,0.0,0.0,116226.2,265459.8,83368.4,9362.710,242.257,13530.430,-2.23,0.71,2.460,0,0,0
6132,61.3214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-47.22,77.62,294.91,3.31,14.99,308.20,308.59,58325.6,128000.7,0.0,0.0,0.0,116646.3,266526.5,84005.8,9361.772,243.798,13536.330,-2.79,0.62,2.470,0,0,0
6134,61.3414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-49.37,78.69,294.86,2.41,18.34,308.59,309.15,58537.3,128326.0,0.0,0.0,0.0,117073.0,267637.2,84461.3,9360.790,245.362,13542.230,-3.40,0.45,2.480,0,0,0
6136,61.3614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-51.20,79.49,294.92,0.61,20.01,309.06,309.70,58749.1,128715.1,0.0,0.0,0.0,117497.9,268687.8,84986.5,9359.770,246.944,13548.130,-3.70,0.11,2.490,0,0,0
6138,61.3814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-53.08,80.59,294.87,-1.66,21.13,309.54,310.26,58960.8,129117.1,0.0,0.0,0.0,117918.4,269707.1,85443.9,9358.714,248.545,13554.030,-3.91,-0.31,2.499,0,0,0
6140,61.4014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-54.83,81.61,294.87,-3.46,22.94,309.96,310.83,59175.8,129473.7,0.0,0.0,0.0,118351.5,270783.8,85920.6,9357.619,250.158,13559.930,-4.23,-0.64,2.509,0,0,0
6142,61.4214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-56.70,82.91,294.75,-4.89,25.91,310.27,311.39,59391.3,129744.0,0.0,0.0,0.0,118782.6,271940.1,86606.8,9356.484,251.803,13565.820,-4.77,-0.90,2.520,0,0,0
6144,61.4414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-57.46,83.11,295.15,-6.57,25.47,310.85,311.96,59608.5,130225.1,0.0,0.0,0.0,119212.5,272887.3,86849.4,9355.336,253.441,13571.730,-4.68,-1.21,2.529,0,0,0
6146,61.4614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-58.81,84.07,295.22,-8.10,24.85,311.45,312.54,59830.3,130723.4,0.0,0.0,0.0,119654.1,273844.9,87011.6,9354.161,255.095,13577.630,-4.56,-1.49,2.538,0,0,0
6148,61.4814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-60.18,85.20,295.23,-9.82,24.08,312.04,313.12,60051.3,131216.9,0.0,0.0,0.0,120102.0,274792.6,87248.6,9352.960,256.778,13583.530,-4.41,-1.80,2.546,0,0,0
6150,61.5014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-62.36,87.40,294.74,-11.05,22.71,312.67,313.69,60271.0,131749.6,0.0,0.0,0.0,120540.1,275698.5,87367.8,9351.725,258.484,13589.430,-4.15,-2.02,2.555,0,0,0
6152,61.5214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-63.66,88.91,294.61,-12.58,21.07,313.29,314.25,60486.6,132269.9,0.0,0.0,0.0,120972.9,276572.5,87445.3,9350.467,260.236,13595.320,-3.85,-2.30,2.563,0,0,0
6154,61.5414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-65.03,90.68,294.36,-13.79,19.80,313.88,314.80,60699.0,132763.1,0.0,0.0,0.0,121396.0,277456.3,87536.3,9349.181,262.024,13601.210,-3.61,-2.52,2.571,0,0,0
6156,61.5614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-66.61,92.69,293.98,-15.04,18.62,314.45,315.36,60914.6,133249.7,0.0,0.0,0.0,121827.3,278362.1,87779.3,9347.860,263.851,13607.090,-3.39,-2.74,2.580,0,0,0
6158,61.5814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-67.20,93.84,294.07,-15.99,17.98,314.99,315.90,61125.0,133705.1,0.0,0.0,0.0,122249.9,279277.0,88047.6,9346.521,265.698,13612.970,-3.27,-2.91,2.588,0,0,0
6160,61.6014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-67.98,95.27,293.99,-16.61,17.76,315.50,316.43,61329.6,134139.0,0.0,0.0,0.0,122659.1,280188.3,88285.4,9345.167,267.581,13618.850,-3.22,-3.01,2.596,0,0,0
6162,61.6214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-69.09,97.21,293.68,-16.72,19.07,315.95,316.97,61537.8,134529.1,0.0,0.0,0.0,123074.5,281195.2,88701.3,9343.792,269.505,13624.730,-3.45,-3.03,2.606,0,0,0
6164,61.6414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-70.17,99.00,293.41,-17.45,19.99,316.40,317.51,61748.2,134912.2,0.0,0.0,0.0,123492.0,282182.3,88988.8,9342.401,271.471,13630.600,-3.62,-3.16,2.615,0,0,0
6166,61.6614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-70.41,100.05,293.56,-18.67,19.65,316.88,318.03,61952.0,135321.3,0.0,0.0,0.0,123903.9,283072.4,89330.3,9340.999,273.465,13636.470,-3.55,-3.37,2.623,0,0,0
6168,61.6814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-71.57,101.95,293.19,-19.09,20.74,317.30,318.55,62154.1,135687.8,0.0,0.0,0.0,124307.1,284039.2,89597.2,9339.567,275.483,13642.340,-3.74,-3.44,2.632,0,0,0
6170,61.7014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-72.40,103.80,292.90,-20.03,21.77,317.70,319.07,62355.9,136027.4,0.0,0.0,0.0,124711.7,284992.5,90034.2,9338.127,277.542,13648.200,-3.92,-3.61,2.641,0,0,0
6172,61.7214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-73.07,105.55,292.66,-21.00,22.22,318.11,319.58,62555.0,136388.5,0.0,0.0,0.0,125109.9,285901.9,90318.3,9336.664,279.641,13654.050,-4.00,-3.78,2.649,0,0,0
6174,61.7414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-74.43,108.00,291.98,-21.97,22.62,318.53,320.08,62753.2,136748.6,0.0,0.0,0.0,125500.0,286798.2,90654.5,9335.185,281.777,13659.900,-4.06,-3.95,2.658,0,0,0
6176,61.7614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-74.96,109.76,291.72,-23.20,22.65,318.93,320.57,62944.5,137097.8,0.0,0.0,0.0,125888.9,287645.9,90870.9,9333.688,283.957,13665.730,-4.06,-4.16,2.666,0,0,0
6178,61.7814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-75.97,112.19,291.05,-24.76,21.26,319.38,321.04,63128.7,137489.4,0.0,0.0,0.0,126256.0,288364.5,90899.1,9332.183,286.181,13671.560,-3.81,-4.43,2.672,0,0,0
6180,61.8014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-76.07,113.91,290.84,-26.26,18.96,319.85,321.48,63303.3,137900.8,0.0,0.0,0.0,126592.4,288990.8,90821.1,9330.673,288.433,13677.380,-3.39,-4.69,2.678,0,0,0
6182,61.8214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-76.95,116.42,290.12,-26.66,20.18,320.19,321.93,63480.3,138200.8,0.0,0.0,0.0,126960.5,289857.8,91336.6,9329.134,290.744,13683.180,-3.61,-4.76,2.686,0,0,0
6184,61.8414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-77.57,118.72,289.51,-27.30,20.70,320.55,322.37,63654.4,138513.8,0.0,0.0,0.0,127308.5,290659.2,91561.3,9327.590,293.102,13688.980,-3.70,-4.87,2.694,0,0,0
6186,61.8614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-78.04,121.00,288.91,-28.26,19.00,321.00,322.80,63824.0,138910.9,0.0,0.0,0.0,127648.0,291318.2,91480.0,9326.040,295.497,13694.760,-3.39,-5.03,2.700,0,0,0
6188,61.8814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-78.45,123.25,288.31,-28.31,21.51,321.26,323.22,63988.2,139134.9,0.0,0.0,0.0,127964.1,292182.0,92090.8,9324.467,297.957,13700.530,-3.83,-5.04,2.708,0,0,0
6190,61.9014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-79.01,125.70,287.56,-28.66,21.53,321.64,323.63,64150.1,139465.4,0.0,0.0,0.0,128297.7,292919.4,92343.6,9322.893,300.456,13706.280,-3.83,-5.09,2.714,0,0,0
6192,61.9214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-78.97,127.65,287.17,-29.87,19.20,322.08,324.03,64310.5,139858.0,0.0,0.0,0.0,128616.3,293491.1,92290.1,9321.328,302.994,13712.030,-3.41,-5.30,2.720,0,0,0
6194,61.9414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-79.68,130.36,286.21,-30.48,17.93,322.50,324.44,64471.0,140229.6,0.0,0.0,0.0,128935.0,294142.2,92366.2,9319.750,305.581,13717.750,-3.18,-5.40,2.726,0,0,0
6196,61.9614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-79.64,132.43,285.71,-30.37,18.25,322.89,324.83,64626.0,140562.8,0.0,0.0,0.0,129250.8,294872.5,92496.6,9318.165,308.215,13723.470,-3.23,-5.37,2.733,0,0,0
6198,61.9814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-80.09,135.10,284.76,-30.02,16.83,323.38,325.20,64775.8,140983.2,0.0,0.0,0.0,129549.0,295505.4,92625.1,9316.574,310.900,13729.170,-2.98,-5.30,2.738,0,0,0
6200,62.0014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-80.39,137.62,283.91,-29.39,15.49,323.88,325.58,64927.2,141418.5,0.0,0.0,0.0,129849.2,296161.7,92824.6,9314.978,313.639,13734.850,-2.74,-5.18,2.745,0,0,0
6202,62.0214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-80.40,139.75,283.31,-28.42,14.77,324.40,325.97,65083.6,141858.7,0.0,0.0,0.0,130166.8,296885.1,92961.7,9313.377,316.423,13740.510,-2.61,-5.01,2.751,0,0,0
6204,62.0414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-80.86,142.37,282.32,-26.44,17.37,324.82,326.36,65237.9,142219.6,0.0,0.0,0.0,130473.1,297754.6,93550.3,9311.757,319.264,13746.160,-3.06,-4.65,2.759,0,0,0
6206,62.0614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-80.29,144.17,282.00,-25.52,16.25,325.33,326.74,65388.2,142659.6,0.0,0.0,0.0,130774.8,298423.0,93645.9,9310.156,322.138,13751.800,-2.86,-4.48,2.765,0,0,0
6208,62.0814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-80.51,146.76,281.06,-23.95,17.60,325.78,327.13,65545.7,143041.1,0.0,0.0,0.0,131081.3,299237.2,94037.5,9308.548,325.069,13757.420,-3.09,-4.21,2.773,0,0,0
6210,62.1014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-80.60,149.34,280.12,-22.31,19.81,326.16,327.52,65701.3,143370.3,0.0,0.0,0.0,131401.3,300103.3,94523.9,9306.941,328.055,13763.030,-3.48,-3.91,2.781,0,0,0
6212,62.1214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-80.83,151.97,279.09,-21.15,19.42,326.65,327.91,65857.1,143796.9,0.0,0.0,0.0,131712.2,300825.2,94794.0,9305.332,331.077,13768.610,-3.40,-3.71,2.788,0,0,0
6214,62.1414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-81.24,154.69,277.96,-20.27,19.29,327.12,328.31,66019.9,144208.0,0.0,0.0,0.0,132039.3,301586.2,94943.1,9303.720,334.158,13774.170,-3.38,-3.55,2.795,0,0,0
6216,62.1614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-82.00,157.68,276.53,-19.39,19.82,327.55,328.72,66184.3,144587.4,0.0,0.0,0.0,132367.3,302382.6,95341.3,9302.095,337.301,13779.710,-3.46,-3.39,2.802,0,0,0
6218,62.1814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-82.25,160.03,275.59,-17.77,22.74,327.86,329.13,66350.2,144867.1,0.0,0.0,0.0,132699.8,303332.1,95945.1,9300.453,340.490,13785.230,-3.97,-3.10,2.811,0,0,0
6220,62.2014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-82.03,161.74,275.13,-15.93,24.98,328.18,329.52,66506.3,145151.6,0.0,0.0,0.0,132982.5,304189.6,96424.9,9298.802,343.711,13790.740,-4.35,-2.78,2.819,0,0,0
6222,62.2214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-82.55,164.07,274.10,-15.41,24.87,328.64,329.94,66677.1,145556.3,0.0,0.0,0.0,133343.8,304990.0,96762.7,9297.159,346.977,13796.220,-4.33,-2.68,2.826,0,0,0
6224,62.2414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-83.71,167.03,272.44,-14.74,27.16,328.89,330.34,66839.6,145785.1,0.0,0.0,0.0,133669.7,305893.6,97261.0,9295.496,350.306,13801.680,-4.72,-2.57,2.835,0,0,0
6226,62.2614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-84.30,169.27,271.37,-13.61,30.17,329.10,330.76,67009.7,145980.3,0.0,0.0,0.0,134010.6,306905.1,97887.7,9293.810,353.681,13807.110,-5.24,-2.37,2.844,0,0,0
6228,62.2814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-84.71,171.33,270.44,-13.98,28.99,329.59,331.16,67172.0,146413.2,0.0,0.0,0.0,134337.0,307554.0,98034.0,9292.131,357.099,13812.520,-5.03,-2.43,2.850,0,0,0
6230,62.3014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-85.87,174.16,268.79,-14.60,26.73,330.19,331.59,67344.4,146931.1,0.0,0.0,0.0,134678.5,308170.7,97874.1,9290.438,360.558,13817.900,-4.63,-2.53,2.856,0,0,0
6232,62.3214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-86.59,176.75,267.35,-15.32,23.52,330.80,331.99,67507.3,147470.5,0.0,0.0,0.0,135002.1,308698.8,97727.1,9288.728,364.075,13823.250,-4.07,-2.65,2.861,0,0,0
6234,62.3414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-87.19,179.29,265.97,-16.04,22.50,331.24,332.39,67672.5,147865.9,0.0,0.0,0.0,135339.2,309386.4,97820.0,9287.012,367.655,13828.570,-3.89,-2.77,2.867,0,0,0
6236,62.3614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-87.71,181.76,264.62,-15.85,23.90,331.56,332.79,67835.8,148148.3,0.0,0.0,0.0,135663.2,310214.1,98189.4,9285.269,371.280,13833.870,-4.12,-2.74,2.875,0,0,0
6238,62.3814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-88.02,184.02,263.46,-15.43,25.19,331.89,333.20,68000.9,148445.9,0.0,0.0,0.0,135982.0,311044.5,98673.6,9283.517,374.945,13839.150,-4.34,-2.66,2.882,0,0,0
6240,62.4014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-89.06,186.99,261.51,-14.73,28.28,332.06,333.59,68159.5,148609.3,0.0,0.0,0.0,136302.4,311989.8,99350.1,9281.742,378.670,13844.390,-4.87,-2.54,2.891,0,0,0
6242,62.4214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-89.86,189.40,260.00,-14.21,32.62,332.09,333.99,68322.8,148650.4,0.0,0.0,0.0,136628.1,313073.2,100105.5,9279.948,382.456,13849.590,-5.61,-2.45,2.901,0,0,0
6244,62.4414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-91.03,191.86,258.30,-13.87,38.61,331.86,334.39,68487.6,148492.3,0.0,0.0,0.0,136956.3,314363.2,101473.2,9278.129,386.294,13854.770,-6.64,-2.39,2.913,0,0,0
6246,62.4614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-92.09,193.85,256.96,-13.75,42.20,331.84,334.79,68653.5,148507.5,0.0,0.0,0.0,137285.2,315484.3,102543.9,9276.285,390.165,13859.910,-7.25,-2.37,2.924,0,0,0
6248,62.4814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-93.55,196.22,255.15,-13.48,45.16,331.87,335.20,68818.8,148570.7,0.0,0.0,0.0,137534.0,316496.9,103318.6,9274.416,394.072,13865.020,-7.75,-2.33,2.933,0,0,0
6250,62.5014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-94.59,198.27,253.67,-13.24,46.36,332.09,335.57,68971.8,148784.6,0.0,0.0,0.0,137885.0,317377.6,103810.9,9272.525,398.020,13870.100,-7.95,-2.28,2.941,0,0,0
6252,62.5214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-95.32,199.87,252.64,-12.64,47.55,332.33,335.95,69128.4,149017.2,0.0,0.0,0.0,138218.9,318262.3,104351.0,9270.613,401.998,13875.170,-8.14,-2.18,2.949,0,0,0
6254,62.5414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-96.37,201.88,251.13,-12.40,51.28,332.16,336.32,69281.3,148933.8,0.0,0.0,0.0,138487.4,319398.2,105411.9,9268.688,406.025,13880.200,-8.78,-2.14,2.960,0,0,0
6256,62.5614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-97.69,204.28,249.14,-11.41,56.35,331.72,336.67,69424.1,148665.1,0.0,0.0,0.0,138756.8,320745.3,107190.3,9266.729,410.097,13885.190,-9.64,-1.97,2.972,0,0,0
6258,62.5814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-98.94,206.73,241.99,-11.87,55.37,328.45,333.30,68040.7,145737.2,0.0,0.0,0.0,135968.5,314265.1,104800.8,9264.767,414.192,13890.090,-9.57,-2.07,2.912,0,0,0
6260,62.6014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-99.33,209.00,237.52,-14.60,45.27,328.18,331.60,67351.3,145292.7,0.0,0.0,0.0,134618.8,309809.0,101182.8,9262.808,418.316,13894.870,-7.85,-2.55,2.871,0,0,0
6262,62.6214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-99.22,211.61,232.94,-17.00,36.98,327.46,329.98,66692.7,144572.5,0.0,0.0,0.0,133319.1,305913.9,98476.6,9260.852,422.504,13899.540,-6.44,-2.97,2.835,0,0,0
6264,62.6414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-98.57,214.35,228.94,-19.65,29.97,326.79,328.75,66196.0,143945.2,0.0,0.0,0.0,132355.2,303026.7,96576.4,9258.908,426.760,13904.130,-5.24,-3.44,2.808,0,0,0
6266,62.6614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-98.00,217.16,225.15,-22.33,26.33,325.98,327.81,65817.4,143232.0,0.0,0.0,0.0,131618.5,300993.3,95529.4,9256.969,431.078,13908.650,-4.62,-3.92,2.789,0,0,0
6268,62.6814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-97.52,220.38,221.49,-25.74,23.02,325.49,327.31,65618.9,142802.9,0.0,0.0,0.0,131219.8,299784.8,94597.0,9255.043,435.464,13913.090,-4.04,-4.52,2.778,0,0,0
6270,62.7014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-96.60,223.42,217.36,-28.68,20.54,324.42,326.33,65225.7,141884.0,0.0,0.0,0.0,130440.6,297769.3,93661.2,9253.131,439.914,13917.460,-3.62,-5.05,2.759,0,0,0
6272,62.7214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-95.50,226.25,213.87,-30.54,19.47,323.64,325.66,64957.5,141218.8,0.0,0.0,0.0,129909.7,296433.7,93102.2,9251.239,444.423,13921.750,-3.44,-5.39,2.747,0,0,0
6274,62.7414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-94.08,229.17,209.80,-32.03,18.75,322.50,324.63,64548.2,140244.9,0.0,0.0,0.0,129090.5,294478.1,92424.4,9249.381,448.995,13925.950,-3.33,-5.67,2.729,0,0,0
6276,62.7614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-92.16,231.85,205.32,-32.89,18.58,320.90,323.12,63947.0,138866.8,0.0,0.0,0.0,127884.5,291692.5,91534.2,9247.563,453.623,13930.060,-3.31,-5.85,2.703,0,0,0
6278,62.7814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-90.46,234.29,200.87,-32.77,18.50,319.38,321.59,63346.0,137558.5,0.0,0.0,0.0,126685.4,288952.3,90727.7,9245.783,458.301,13934.100,-3.32,-5.86,2.678,0,0,0
