sample,time_s,aeroMode,airDensity,windX,windY,windZ,turbX,turbY,turbZ,dragMult,liftMult,downforceMult,geMult,relAirX,relAirY,relAirZ,relAirLocalX,relAirLocalY,relAirLocalZ,airSpeed_ms,dynPressure_pa,bodyDragN,bodyLiftN,surfDragN,surfLiftN,geForceN,totalForceN,totalTorqueNm,copX,copY,copZ,aoa_deg,sideSlip_deg,aeroAccelG,forceClamped,torqueClamped,rejectedValues
0,0.0014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.29,-0.04,-0.14,-0.29,0.00,-0.14,0.32,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.819,3.506,12092.750,0.00,0.00,0.000,0,0,0
2,0.0214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.29,-0.04,-0.14,-0.29,0.00,-0.14,0.32,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.813,3.505,12092.740,0.00,0.00,0.000,0,0,0
4,0.0414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.29,-0.04,-0.14,-0.29,0.00,-0.14,0.32,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.808,3.504,12092.740,0.00,0.00,0.000,0,0,0
6,0.0614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.29,-0.04,-0.14,-0.29,0.00,-0.14,0.32,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.802,3.504,12092.740,0.00,0.00,0.000,0,0,0
8,0.0814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.29,-0.03,-0.14,-0.29,0.00,-0.14,0.32,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.796,3.503,12092.740,0.00,0.00,0.000,0,0,0
10,0.1014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.29,-0.04,-0.14,-0.29,0.00,-0.14,0.32,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.790,3.502,12092.740,0.00,0.00,0.000,0,0,0
12,0.1214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.29,-0.04,-0.14,-0.29,0.00,-0.14,0.32,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.784,3.502,12092.730,0.00,0.00,0.000,0,0,0
14,0.1414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.29,-0.04,-0.14,-0.29,0.00,-0.14,0.32,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.778,3.501,12092.730,0.00,0.00,0.000,0,0,0
16,0.1614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.29,-0.04,-0.14,-0.29,0.00,-0.14,0.32,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.772,3.500,12092.730,0.00,0.00,0.000,0,0,0
18,0.1814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.29,-0.04,-0.14,-0.29,0.00,-0.14,0.32,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.766,3.499,12092.730,0.00,0.00,0.000,0,0,0
20,0.2014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.29,-0.04,-0.14,-0.29,0.00,-0.14,0.32,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.760,3.499,12092.730,0.00,0.00,0.000,0,0,0
22,0.2214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.29,-0.04,-0.14,-0.29,0.00,-0.14,0.32,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.754,3.498,12092.720,0.00,0.00,0.000,0,0,0
24,0.2414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.28,-0.02,-0.14,-0.28,0.01,-0.15,0.32,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.748,3.498,12092.720,0.00,0.00,0.000,0,0,0
26,0.2614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.27,-0.03,-0.14,-0.27,0.01,-0.15,0.31,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.742,3.497,12092.720,0.00,0.00,0.000,0,0,0
28,0.2814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.27,-0.03,-0.15,-0.27,0.00,-0.15,0.31,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.737,3.497,12092.720,0.00,0.00,0.000,0,0,0
30,0.3014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.27,-0.03,-0.15,-0.27,0.00,-0.15,0.31,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.731,3.496,12092.710,0.00,0.00,0.000,0,0,0
32,0.3214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.27,-0.03,-0.15,-0.27,0.00,-0.15,0.31,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.726,3.495,12092.710,0.00,0.00,0.000,0,0,0
34,0.3414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.27,-0.04,-0.15,-0.27,0.00,-0.15,0.31,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.720,3.495,12092.710,0.00,0.00,0.000,0,0,0
36,0.3614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.27,-0.04,-0.15,-0.27,0.00,-0.15,0.31,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.714,3.494,12092.700,0.00,0.00,0.000,0,0,0
38,0.3814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.27,-0.04,-0.15,-0.27,0.00,-0.15,0.31,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.709,3.493,12092.700,0.00,0.00,0.000,0,0,0
40,0.4014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.27,-0.04,-0.15,-0.27,0.00,-0.15,0.31,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.703,3.493,12092.700,0.00,0.00,0.000,0,0,0
42,0.4214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.27,-0.04,-0.15,-0.27,0.00,-0.15,0.31,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.697,3.492,12092.690,0.00,0.00,0.000,0,0,0
44,0.4414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.28,-0.04,-0.15,-0.27,0.00,-0.15,0.32,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.691,3.491,12092.690,0.00,0.00,0.000,0,0,0
46,0.4614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.28,-0.04,-0.15,-0.28,0.00,-0.15,0.32,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.686,3.490,12092.680,0.00,0.00,0.000,0,0,0
48,0.4814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.28,-0.04,-0.15,-0.28,0.00,-0.15,0.32,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.680,3.490,12092.680,0.00,0.00,0.000,0,0,0
50,0.5014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.28,-0.04,-0.15,-0.28,0.00,-0.16,0.32,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.674,3.489,12092.680,0.00,0.00,0.000,0,0,0
52,0.5214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.28,-0.04,-0.15,-0.28,0.00,-0.16,0.32,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.668,3.488,12092.670,0.00,0.00,0.000,0,0,0
54,0.5414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.28,-0.04,-0.15,-0.28,0.00,-0.16,0.32,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.662,3.487,12092.670,0.00,0.00,0.000,0,0,0
56,0.5614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.28,-0.04,-0.15,-0.28,0.00,-0.16,0.32,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.656,3.487,12092.660,0.00,0.00,0.000,0,0,0
58,0.5814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.28,-0.04,-0.15,-0.28,0.00,-0.16,0.32,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.650,3.486,12092.660,0.00,0.00,0.000,0,0,0
60,0.6014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.28,-0.04,-0.15,-0.28,0.00,-0.16,0.32,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.645,3.485,12092.660,0.00,0.00,0.000,0,0,0
62,0.6214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.28,-0.03,-0.15,-0.28,0.00,-0.16,0.32,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.639,3.485,12092.650,0.00,0.00,0.000,0,0,0
64,0.6414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.28,-0.04,-0.15,-0.28,0.00,-0.16,0.32,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.633,3.484,12092.650,0.00,0.00,0.000,0,0,0
66,0.6614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.28,-0.04,-0.15,-0.28,0.00,-0.16,0.32,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.627,3.483,12092.640,0.00,0.00,0.000,0,0,0
68,0.6814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.28,-0.04,-0.15,-0.28,0.00,-0.16,0.32,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.621,3.482,12092.640,0.00,0.00,0.000,0,0,0
70,0.7014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.28,-0.04,-0.15,-0.28,0.00,-0.16,0.32,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.615,3.482,12092.640,0.00,0.00,0.000,0,0,0
72,0.7214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.28,-0.04,-0.15,-0.28,0.00,-0.16,0.32,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.609,3.481,12092.630,0.00,0.00,0.000,0,0,0
74,0.7414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.28,-0.04,-0.15,-0.28,0.00,-0.16,0.33,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.604,3.480,12092.630,0.00,0.00,0.000,0,0,0
76,0.7614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.29,-0.04,-0.15,-0.29,0.00,-0.16,0.33,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.598,3.479,12092.630,0.00,0.00,0.000,0,0,0
78,0.7814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.29,-0.04,-0.15,-0.29,-0.01,-0.16,0.33,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.592,3.479,12092.620,0.00,0.00,0.000,0,0,0
80,0.8014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.29,-0.05,-0.15,-0.29,-0.01,-0.16,0.33,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.586,3.478,12092.620,0.00,0.00,0.000,0,0,0
82,0.8214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.29,-0.05,-0.15,-0.30,-0.02,-0.16,0.34,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.580,3.476,12092.610,0.00,0.00,0.000,0,0,0
84,0.8414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.30,-0.06,-0.15,-0.30,-0.02,-0.16,0.34,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.575,3.475,12092.610,0.00,0.00,0.000,0,0,0
86,0.8614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.30,-0.04,-0.15,-0.30,0.00,-0.16,0.34,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.568,3.474,12092.610,0.00,0.00,0.000,0,0,0
88,0.8814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.31,-0.04,-0.15,-0.31,-0.01,-0.16,0.34,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.563,3.474,12092.600,0.00,0.00,0.000,0,0,0
90,0.9014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.31,-0.05,-0.15,-0.31,-0.01,-0.16,0.35,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.558,3.473,12092.600,0.00,0.00,0.000,0,0,0
92,0.9214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.31,-0.06,-0.15,-0.31,-0.02,-0.15,0.35,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.554,3.472,12092.590,0.00,0.00,0.000,0,0,0
94,0.9414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.31,-0.03,-0.15,-0.31,0.01,-0.15,0.35,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.553,3.472,12092.590,0.00,0.00,0.000,0,0,0
96,0.9614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.33,0.00,-0.15,-0.32,0.04,-0.15,0.36,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.553,3.473,12092.580,0.00,0.00,0.000,0,0,0
98,0.9814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.32,-0.03,-0.15,-0.32,0.01,-0.15,0.35,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.552,3.473,12092.580,0.00,0.00,0.000,0,0,0
100,1.0014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.31,-0.01,-0.15,-0.31,0.03,-0.15,0.35,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.551,3.473,12092.580,0.00,0.00,0.000,0,0,0
102,1.0214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.31,-0.04,-0.15,-0.31,0.00,-0.14,0.34,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.549,3.473,12092.570,0.00,0.00,0.000,0,0,0
104,1.0414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.30,-0.04,-0.15,-0.31,0.00,-0.14,0.34,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.547,3.472,12092.570,0.00,0.00,0.000,0,0,0
106,1.0614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.30,-0.03,-0.15,-0.30,0.00,-0.14,0.34,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.545,3.472,12092.570,0.00,0.00,0.000,0,0,0
108,1.0814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.30,-0.04,-0.15,-0.30,0.00,-0.14,0.33,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.542,3.472,12092.560,0.00,0.00,0.000,0,0,0
110,1.1014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.30,-0.04,-0.15,-0.30,0.00,-0.14,0.33,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.539,3.471,12092.560,0.00,0.00,0.000,0,0,0
112,1.1214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.30,-0.04,-0.15,-0.30,0.00,-0.14,0.33,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.535,3.471,12092.560,0.00,0.00,0.000,0,0,0
114,1.1414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.30,-0.04,-0.14,-0.30,0.00,-0.14,0.33,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.531,3.470,12092.560,0.00,0.00,0.000,0,0,0
116,1.1614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.29,-0.04,-0.14,-0.30,0.00,-0.14,0.33,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.527,3.470,12092.560,0.00,0.00,0.000,0,0,0
118,1.1814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.29,-0.04,-0.14,-0.30,0.00,-0.13,0.33,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.523,3.470,12092.550,0.00,0.00,0.000,0,0,0
120,1.2014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.29,-0.04,-0.14,-0.30,0.00,-0.13,0.33,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.520,3.469,12092.550,0.00,0.00,0.000,0,0,0
122,1.2214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.29,-0.04,-0.14,-0.30,0.00,-0.13,0.33,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.515,3.468,12092.550,0.00,0.00,0.000,0,0,0
124,1.2414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.29,-0.04,-0.14,-0.30,0.00,-0.13,0.33,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.511,3.468,12092.550,0.00,0.00,0.000,0,0,0
126,1.2614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.29,-0.04,-0.14,-0.30,0.00,-0.13,0.33,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.506,3.467,12092.550,0.00,0.00,0.000,0,0,0
128,1.2814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.29,-0.04,-0.14,-0.30,0.00,-0.13,0.33,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.501,3.467,12092.540,0.00,0.00,0.000,0,0,0
130,1.3014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.29,-0.04,-0.14,-0.30,0.00,-0.13,0.33,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.496,3.466,12092.540,0.00,0.00,0.000,0,0,0
132,1.3214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.29,-0.03,-0.08,-0.30,0.00,-0.07,0.31,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.491,3.466,12092.540,0.00,0.00,0.000,0,0,0
134,1.3414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.30,-0.04,0.06,-0.30,0.00,0.07,0.31,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.486,3.465,12092.540,0.00,0.00,0.000,0,0,0
136,1.3614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.31,-0.04,0.27,-0.30,0.00,0.29,0.41,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.481,3.465,12092.550,0.00,0.00,0.000,0,0,0
138,1.3814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.32,-0.04,0.57,-0.30,0.00,0.58,0.65,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.476,3.465,12092.560,0.03,-27.15,0.000,0,0,0
140,1.4014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.34,-0.04,0.94,-0.30,0.00,0.95,1.00,0.6,0.0,0.0,0.0,0.0,1.2,2.5,0.0,9383.471,3.465,12092.580,0.14,-17.39,0.000,0,0,0
142,1.4214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.36,-0.05,1.39,-0.30,-0.01,1.41,1.44,1.3,0.0,0.0,0.0,0.0,2.5,5.1,0.0,9383.463,3.465,12092.600,0.23,-12.05,0.000,0,0,0
144,1.4414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.38,-0.06,1.92,-0.30,-0.01,1.94,1.96,2.4,0.0,0.0,0.0,0.0,4.7,9.4,0.0,9383.455,3.464,12092.640,0.30,-8.88,0.000,0,0,0
146,1.4614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.41,-0.04,2.53,-0.30,0.01,2.55,2.56,4.0,8.7,0.0,0.0,0.0,8.1,18.3,5.7,9383.448,3.464,12092.690,-0.28,-6.79,0.000,0,0,0
148,1.4814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.44,-0.04,3.22,-0.30,0.01,3.23,3.25,6.5,14.1,0.0,0.0,0.0,12.9,29.4,9.2,9383.440,3.465,12092.750,-0.23,-5.32,0.000,0,0,0
150,1.5014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.47,-0.04,3.98,-0.30,0.03,4.00,4.01,9.8,21.5,0.0,0.0,0.0,19.7,44.9,14.0,9383.431,3.465,12092.820,-0.37,-4.28,0.000,0,0,0
152,1.5214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.51,-0.06,4.83,-0.30,0.03,4.84,4.85,14.4,31.6,0.0,0.0,0.0,28.8,65.8,20.6,9383.421,3.465,12092.920,-0.30,-3.51,0.001,0,0,0
154,1.5414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.55,-0.05,5.70,-0.30,0.05,5.72,5.72,20.1,44.0,0.0,0.0,0.0,40.1,91.5,28.6,9383.410,3.465,12093.030,-0.50,-2.96,0.001,0,0,0
156,1.5614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.58,-0.05,6.57,-0.29,0.06,6.59,6.59,26.6,58.5,0.0,0.0,0.0,53.3,121.5,38.0,9383.398,3.465,12093.150,-0.54,-2.55,0.001,0,0,0
158,1.5814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.61,-0.06,7.44,-0.28,0.07,7.46,7.46,34.1,74.9,0.0,0.0,0.0,68.2,155.6,48.7,9383.387,3.465,12093.300,-0.56,-2.17,0.001,0,0,0
160,1.6014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.65,-0.05,8.31,-0.29,0.10,8.33,8.33,42.5,93.4,0.0,0.0,0.0,85.1,194.1,60.8,9383.373,3.464,12093.460,-0.70,-1.96,0.002,0,0,0
162,1.6214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.68,-0.07,9.18,-0.29,0.10,9.20,9.20,51.9,114.0,0.0,0.0,0.0,103.8,236.9,74.2,9383.358,3.464,12093.640,-0.60,-1.81,0.002,0,0,0
164,1.6414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.72,-0.05,10.05,-0.30,0.13,10.07,10.08,62.2,136.7,0.0,0.0,0.0,124.4,283.8,88.9,9383.344,3.463,12093.840,-0.76,-1.70,0.003,0,0,0
166,1.6614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.76,-0.06,10.92,-0.31,0.15,10.94,10.95,73.4,161.3,0.0,0.0,0.0,146.8,335.1,105.0,9383.327,3.463,12094.050,-0.77,-1.61,0.003,0,0,0
168,1.6814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.77,-0.01,11.78,-0.29,0.21,11.80,11.81,85.4,187.7,0.0,0.0,0.0,170.8,389.9,122.2,9383.313,3.460,12094.290,-1.01,-1.39,0.004,0,0,0
170,1.7014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.81,0.01,12.65,-0.29,0.25,12.67,12.68,98.5,216.4,0.0,0.0,0.0,196.9,449.6,140.9,9383.298,3.461,12094.540,-1.14,-1.32,0.004,0,0,0
172,1.7214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.85,0.01,13.52,-0.30,0.27,13.54,13.55,112.5,247.2,0.0,0.0,0.0,224.9,513.4,160.9,9383.280,3.461,12094.800,-1.13,-1.25,0.005,0,0,0
174,1.7414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.82,-0.22,14.39,-0.27,0.06,14.41,14.41,127.2,279.8,0.0,0.0,0.0,254.4,580.7,181.9,9383.261,3.460,12095.080,-0.25,-1.08,0.005,0,0,0
176,1.7614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.89,0.07,15.25,-0.28,0.36,15.27,15.28,143.0,314.2,0.0,0.0,0.0,285.9,652.8,204.7,9383.244,3.461,12095.380,-1.35,-1.05,0.006,0,0,0
178,1.7814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.91,-0.03,16.12,-0.29,0.27,16.14,16.15,159.7,351.1,0.0,0.0,0.0,319.3,729.0,228.5,9383.227,3.459,12095.700,-0.94,-1.02,0.007,0,0,0
180,1.8014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.96,0.07,16.99,-0.29,0.38,17.01,17.02,177.3,389.9,0.0,0.0,0.0,354.7,809.7,253.9,9383.206,3.461,12096.040,-1.28,-0.99,0.008,0,0,0
