# capacities: continuous 640000 N, highLoad 1280000 N, emergency 4480000 N. band: 0 Continuous 1 Performance 2 Extreme 3 Emergency 4 Saturated
sample,time_s,band,appliedCmdAvg,rawDemandAvg,requiredLoadN,dynamicLoadN,contReserveN,highReserveN,emergReserveN,curvReqMs2,curvAppliedMs2,curvClamped,availAccelMs2,accelReserveMs2,normalRate_degs,adhesionAccelMs2,adhesionForceN,adhesionLimited,airStability01,aeroN,grounded
2912,29.121,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
2914,29.141,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
2916,29.161,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
2918,29.181,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
2920,29.201,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
2922,29.221,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
2924,29.241,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
2926,29.261,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
2928,29.281,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
2930,29.301,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
2932,29.321,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
2934,29.341,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
2936,29.361,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
2938,29.381,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
2940,29.401,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
2942,29.421,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
2944,29.441,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
2946,29.461,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
2948,29.481,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
2950,29.501,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
2952,29.521,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
2954,29.541,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
2956,29.561,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
2958,29.581,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
2960,29.601,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
2962,29.621,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
2964,29.641,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
2966,29.661,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
2968,29.681,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
2970,29.701,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
2972,29.721,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
2974,29.741,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
2976,29.761,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
2978,29.781,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
2980,29.801,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
2982,29.821,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
2984,29.841,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
2986,29.861,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
2988,29.881,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
2990,29.901,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
2992,29.921,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
2994,29.941,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
2996,29.961,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
2998,29.981,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3000,30.001,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3002,30.021,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3004,30.041,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3006,30.061,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3008,30.081,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3010,30.101,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3012,30.121,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3014,30.141,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3016,30.161,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3018,30.181,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3020,30.201,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3022,30.221,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3024,30.241,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3026,30.261,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3028,30.281,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3030,30.301,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3032,30.321,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3034,30.341,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3036,30.361,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3038,30.381,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3040,30.401,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3042,30.421,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3044,30.441,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3046,30.461,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3048,30.481,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3050,30.501,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3052,30.521,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3054,30.541,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3056,30.561,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3058,30.581,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3060,30.601,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3062,30.621,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3064,30.641,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3066,30.661,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3068,30.681,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3070,30.701,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3072,30.721,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3074,30.741,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3076,30.761,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3078,30.781,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3080,30.801,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3082,30.821,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3084,30.841,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3086,30.861,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3088,30.881,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3090,30.901,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3092,30.921,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3094,30.941,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3096,30.961,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3098,30.981,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3100,31.001,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3102,31.021,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3104,31.041,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3106,31.061,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3108,31.081,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3110,31.101,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3112,31.121,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3114,31.141,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3116,31.161,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3118,31.181,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3120,31.201,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3122,31.221,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3124,31.241,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3126,31.261,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3128,31.281,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3130,31.301,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3132,31.321,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3134,31.341,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3136,31.361,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3138,31.381,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3140,31.401,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3142,31.421,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3144,31.441,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3146,31.461,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3148,31.481,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3150,31.501,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3152,31.521,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3154,31.541,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3156,31.561,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3158,31.581,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3160,31.601,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3162,31.621,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3164,31.641,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3166,31.661,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3168,31.681,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3170,31.701,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3172,31.721,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3174,31.741,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3176,31.761,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3178,31.781,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3180,31.801,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3182,31.821,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3184,31.841,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3186,31.861,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3188,31.881,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3190,31.901,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3192,31.921,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3194,31.941,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3196,31.961,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3198,31.981,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3200,32.001,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3202,32.021,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3204,32.041,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3206,32.061,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3208,32.081,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3210,32.101,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3212,32.121,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3214,32.141,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3216,32.161,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3218,32.181,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3220,32.201,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3222,32.221,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3224,32.241,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3226,32.261,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3228,32.281,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3230,32.301,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3232,32.321,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3234,32.341,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3236,32.361,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3238,32.381,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3240,32.401,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3242,32.421,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3244,32.441,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3246,32.461,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3248,32.481,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3250,32.501,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3252,32.521,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3254,32.541,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3256,32.561,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3258,32.581,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3260,32.601,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3262,32.621,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3264,32.641,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3266,32.661,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3268,32.681,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3270,32.701,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3272,32.721,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3274,32.741,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3276,32.761,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3278,32.781,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3280,32.801,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3282,32.821,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3284,32.841,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3286,32.861,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3288,32.881,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3290,32.901,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3292,32.921,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3294,32.941,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3296,32.961,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3298,32.981,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3300,33.001,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
3302,33.021,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
