sample,time_s,steerRaw,steerDemand,steerSens,cornerCap,fl,fr,bl,br,yawDampCoeff,gripApplied,gripReqLat,gripAppLat,gripReqLong,gripAppLong,gripClamp01,gripBreak01,slip_deg,stabArmed,avgHoverCmd,avgRoofCmd,pHoverReq,pHoverGr,pDriveReq,pDriveGr,pVecReq,pVecGr,pStabReq,pStabGr,pOcReq,pOcGr,mainThrottle,brakeThrottle
7952,79.521,0.200,0.560,0.323,0.905,0.181,0.000,0.000,0.181,0.932,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,410.4,410.4,90.5,90.5,0.0,0.0,0.0,0.0,0.855,0.000
7960,79.601,0.400,1.120,0.323,0.905,0.362,0.000,0.000,0.362,0.944,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,181.0,181.0,0.0,0.0,0.0,0.0,1.000,0.000
7968,79.681,0.040,0.112,0.323,0.904,0.036,0.900,0.000,0.904,0.954,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,460.1,460.1,0.0,0.0,0.0,0.0,1.000,0.000
7976,79.761,0.200,0.560,0.323,0.904,0.181,0.900,0.000,0.904,0.965,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,496.2,496.2,0.0,0.0,0.0,0.0,1.000,0.000
7984,79.841,0.080,0.224,0.323,0.904,0.072,0.900,0.000,0.904,0.976,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,469.0,469.0,0.0,0.0,0.0,0.0,1.000,0.000
7992,79.921,0.320,0.896,0.323,0.903,0.289,0.000,0.000,0.289,0.986,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,144.5,144.5,0.0,0.0,0.0,0.0,1.000,0.000
8000,80.001,0.320,0.896,0.322,0.903,0.289,0.000,0.000,0.289,0.997,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,144.4,144.4,0.0,0.0,0.0,0.0,1.000,0.000
8008,80.081,0.000,0.000,0.322,0.902,0.000,0.000,0.000,0.000,1.007,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
8016,80.161,0.080,0.224,0.322,0.902,0.072,0.000,0.000,0.072,1.018,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,36.1,36.1,0.0,0.0,0.0,0.0,1.000,0.000
8024,80.241,0.000,0.000,0.322,0.901,0.000,0.000,0.000,0.000,1.028,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
8032,80.321,0.000,0.000,0.322,0.901,0.000,0.000,0.000,0.000,1.038,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
8040,80.401,0.000,0.000,0.321,0.900,0.000,0.000,0.000,0.000,1.048,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
8048,80.481,-0.040,-0.112,0.321,0.900,0.000,0.036,0.036,0.000,1.058,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,18.0,18.0,0.0,0.0,0.0,0.0,1.000,0.000
8056,80.561,-0.080,-0.224,0.321,0.900,0.000,0.072,0.072,0.000,1.068,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,360.0,360.0,36.0,36.0,0.0,0.0,0.0,0.0,0.750,0.000
8064,80.641,-0.080,-0.224,0.321,0.900,0.000,0.072,0.072,0.000,1.078,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,168.0,168.0,35.9,35.9,0.0,0.0,0.0,0.0,0.350,0.000
8072,80.721,0.000,0.000,0.321,0.900,0.000,0.000,0.000,0.000,1.088,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,102.6,102.6,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.270
8080,80.801,0.000,0.000,0.320,0.900,0.000,0.900,0.000,0.900,1.099,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,239.4,239.4,450.0,450.0,0.0,0.0,0.0,0.0,0.000,0.630
8088,80.881,-0.040,-0.112,0.320,0.900,0.000,0.036,0.036,0.000,1.109,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,231.8,231.8,17.9,17.9,0.0,0.0,0.0,0.0,0.000,0.610
8096,80.961,-0.040,-0.112,0.320,0.900,0.000,0.036,0.036,0.000,1.119,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,79.8,79.8,17.9,17.9,0.0,0.0,0.0,0.0,0.000,0.210
8104,81.041,0.000,0.000,0.320,0.900,0.000,0.000,0.000,0.000,1.129,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.000
8112,81.121,0.000,0.000,0.319,0.900,0.000,0.000,0.000,0.000,1.139,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.000
8120,81.201,-0.040,-0.112,0.319,0.900,0.000,0.036,0.036,0.000,1.150,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,17.9,17.9,0.0,0.0,0.0,0.0,0.000,0.000
8128,81.281,-0.080,-0.224,0.319,0.900,0.000,0.071,0.071,0.000,1.160,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,35.7,35.7,0.0,0.0,0.0,0.0,0.000,0.000
8136,81.361,-0.080,-0.224,0.319,0.900,0.000,0.071,0.071,0.000,1.171,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,35.7,35.7,0.0,0.0,0.0,0.0,0.000,0.000
8144,81.441,-0.120,-0.336,0.318,0.900,0.000,0.107,0.107,0.000,1.181,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,53.5,53.5,0.0,0.0,0.0,0.0,0.000,0.000
8152,81.521,-0.200,-0.560,0.318,0.900,0.000,0.178,0.178,0.000,1.192,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,89.0,89.0,0.0,0.0,0.0,0.0,0.000,0.000
8160,81.601,-0.400,-1.120,0.318,0.900,0.000,0.356,0.356,0.000,1.203,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,177.9,177.9,0.0,0.0,0.0,0.0,0.000,0.000
8168,81.681,-0.520,-1.456,0.317,0.900,0.000,0.462,0.462,0.000,1.213,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,231.1,231.1,0.0,0.0,0.0,0.0,0.000,0.000
8176,81.761,-0.480,-1.344,0.317,0.900,0.000,0.900,0.426,0.900,1.224,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,556.5,556.5,0.0,0.0,0.0,0.0,0.000,0.000
8184,81.841,-0.200,-0.560,0.317,0.900,0.000,0.177,0.177,0.000,1.235,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,88.7,88.7,0.0,0.0,0.0,0.0,0.000,0.000
8192,81.921,-0.200,-0.560,0.316,0.900,0.000,0.177,0.177,0.000,1.246,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,88.6,88.6,0.0,0.0,0.0,0.0,0.000,0.000
8200,82.001,0.000,0.000,0.316,0.900,0.000,0.000,0.000,0.000,1.257,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.000
8208,82.081,-0.200,-0.560,0.316,0.900,0.000,0.177,0.177,0.000,1.268,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,88.4,88.4,0.0,0.0,0.0,0.0,0.000,0.000
8216,82.161,-0.080,-0.224,0.315,0.900,0.000,0.071,0.071,0.000,1.280,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,35.3,35.3,0.0,0.0,0.0,0.0,0.000,0.000
8224,82.241,0.000,0.000,0.315,0.900,0.000,0.000,0.000,0.000,1.291,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,129.6,129.6,0.0,0.0,0.0,0.0,0.0,0.0,0.270,0.000
8232,82.321,0.120,0.336,0.314,0.795,0.093,0.000,0.000,0.093,1.303,1,-54.76,-54.76,10.95,10.95,1.000,0.790,14.75,1,0.000,0.000,0.0,0.0,302.4,302.4,46.7,46.7,0.0,0.0,0.0,0.0,0.630,0.000
8240,82.401,0.240,0.672,0.314,0.900,0.211,0.000,0.000,0.211,1.315,1,-39.71,-39.71,7.94,7.94,1.000,0.786,10.14,1,0.000,0.000,0.0,0.0,475.2,475.2,105.5,105.5,0.0,0.0,0.0,0.0,0.990,0.000
8248,82.481,0.120,0.336,0.314,0.900,0.105,0.000,0.000,0.105,1.327,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,52.7,52.7,0.0,0.0,0.0,0.0,1.000,0.000
8256,82.561,0.080,0.224,0.313,0.900,0.070,0.000,0.000,0.070,1.338,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,35.1,35.1,0.0,0.0,0.0,0.0,1.000,0.000
8264,82.641,0.080,0.224,0.313,0.900,0.070,0.000,0.000,0.070,1.350,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,35.0,35.0,0.0,0.0,0.0,0.0,1.000,0.000
8272,82.721,0.040,0.112,0.312,0.900,0.035,0.000,0.000,0.035,1.361,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,17.5,17.5,0.0,0.0,0.0,0.0,1.000,0.000
8280,82.801,0.000,0.000,0.312,0.900,0.000,0.000,0.000,0.000,1.372,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
8288,82.881,0.080,0.224,0.312,0.900,0.070,0.000,0.000,0.070,1.383,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,34.9,34.9,0.0,0.0,0.0,0.0,1.000,0.000
8296,82.961,0.000,0.000,0.311,0.900,0.000,0.000,0.000,0.000,1.394,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
8304,83.041,0.000,0.000,0.311,0.900,0.000,0.900,0.000,0.900,1.405,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,450.0,450.0,0.0,0.0,0.0,0.0,1.000,0.000
8312,83.121,0.000,0.000,0.310,0.900,0.000,0.900,0.000,0.900,1.416,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,450.0,450.0,0.0,0.0,0.0,0.0,1.000,0.000
8320,83.201,0.000,0.000,0.310,0.900,0.000,0.000,0.000,0.000,1.427,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
8328,83.281,0.000,0.000,0.309,0.900,0.900,0.000,0.900,0.000,1.437,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,288.0,288.0,450.0,450.0,0.0,0.0,0.0,0.0,0.600,0.000
8336,83.361,0.000,0.000,0.309,0.900,0.000,0.000,0.000,0.000,1.447,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,96.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.200,0.000
8344,83.441,0.000,0.000,0.309,0.900,0.000,0.000,0.000,0.000,1.458,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.000
8352,83.521,0.000,0.000,0.308,0.900,0.000,0.000,0.000,0.000,1.468,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.000
8360,83.601,-0.040,-0.112,0.308,0.900,0.000,0.034,0.034,0.000,1.479,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,17.2,17.2,0.0,0.0,0.0,0.0,0.000,0.000
8368,83.681,-0.240,-0.672,0.307,0.900,0.000,0.206,0.206,0.000,1.489,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,103.2,103.2,0.0,0.0,0.0,0.0,0.000,0.000
8376,83.761,-0.040,-0.112,0.307,0.900,0.000,0.034,0.034,0.000,1.500,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,17.2,17.2,0.0,0.0,0.0,0.0,0.000,0.000
8384,83.841,0.000,0.000,0.306,0.900,0.000,0.000,0.000,0.000,1.510,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.000
8392,83.921,-0.080,-0.224,0.306,0.900,0.000,0.069,0.069,0.000,1.521,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,34.3,34.3,0.0,0.0,0.0,0.0,0.000,0.000
8400,84.001,-0.160,-0.448,0.305,0.900,0.000,0.137,0.137,0.000,1.532,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,151.2,151.2,68.4,68.4,0.0,0.0,0.0,0.0,0.315,0.000
8408,84.081,-0.080,-0.224,0.305,0.900,0.000,0.068,0.068,0.000,1.543,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,324.0,324.0,34.1,34.1,0.0,0.0,0.0,0.0,0.675,0.000
8416,84.161,0.040,0.112,0.304,0.900,0.034,0.000,0.000,0.034,1.553,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,17.0,17.0,0.0,0.0,0.0,0.0,1.000,0.000
8424,84.241,0.040,0.112,0.304,0.900,0.034,0.000,0.000,0.034,1.564,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,17.0,17.0,0.0,0.0,0.0,0.0,1.000,0.000
8432,84.321,0.000,0.000,0.303,0.900,0.000,0.000,0.000,0.000,1.575,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
8440,84.401,0.000,0.000,0.303,0.900,0.000,0.000,0.000,0.000,1.585,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
8448,84.481,0.000,0.000,0.302,0.900,0.000,0.000,0.000,0.000,1.595,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
8456,84.561,0.000,0.000,0.302,0.900,0.900,0.000,0.900,0.000,1.606,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,450.0,450.0,0.0,0.0,0.0,0.0,1.000,0.000
8464,84.641,0.000,0.000,0.301,0.900,0.900,0.000,0.900,0.000,1.616,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,450.0,450.0,0.0,0.0,0.0,0.0,1.000,0.000
8472,84.721,0.040,0.112,0.301,0.900,0.034,0.000,0.000,0.034,1.626,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,16.9,16.9,0.0,0.0,0.0,0.0,1.000,0.000
8480,84.801,0.040,0.112,0.301,0.900,0.034,0.000,0.000,0.034,1.635,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,16.8,16.8,0.0,0.0,0.0,0.0,1.000,0.000
8488,84.881,0.040,0.112,0.300,0.900,0.034,0.000,0.000,0.034,1.645,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,16.8,16.8,0.0,0.0,0.0,0.0,1.000,0.000
8496,84.961,0.080,0.224,0.300,0.900,0.067,0.000,0.000,0.067,1.655,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,33.6,33.6,0.0,0.0,0.0,0.0,1.000,0.000
8504,85.041,0.040,0.112,0.299,0.900,0.034,0.000,0.000,0.034,1.664,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,16.8,16.8,0.0,0.0,0.0,0.0,1.000,0.000
8512,85.121,0.000,0.000,0.299,0.900,0.000,0.000,0.000,0.000,1.674,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
8520,85.201,0.000,0.000,0.298,0.900,0.000,0.000,0.000,0.000,1.683,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
8528,85.281,0.040,0.112,0.298,0.900,0.033,0.000,0.000,0.033,1.693,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,16.7,16.7,0.0,0.0,0.0,0.0,1.000,0.000
8536,85.361,0.160,0.448,0.297,0.900,0.133,0.000,0.000,0.133,1.702,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,66.6,66.6,0.0,0.0,0.0,0.0,1.000,0.000
8544,85.441,0.080,0.224,0.297,0.900,0.066,0.000,0.000,0.066,1.712,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,33.2,33.2,0.0,0.0,0.0,0.0,1.000,0.000
8552,85.521,0.000,0.000,0.296,0.900,0.000,0.000,0.000,0.000,1.721,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
8560,85.601,0.000,0.000,0.296,0.900,0.000,0.000,0.000,0.000,1.730,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
8568,85.681,0.000,0.000,0.295,0.900,0.000,0.000,0.000,0.000,1.739,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
8576,85.761,0.000,0.000,0.295,0.900,0.000,0.000,0.000,0.000,1.748,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
8584,85.841,0.040,0.112,0.295,0.900,0.033,0.000,0.000,0.033,1.758,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,16.5,16.5,0.0,0.0,0.0,0.0,1.000,0.000
8592,85.921,0.040,0.112,0.294,0.900,0.033,0.000,0.000,0.033,1.767,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,16.5,16.5,0.0,0.0,0.0,0.0,1.000,0.000
8600,86.001,0.040,0.112,0.294,0.900,0.033,0.000,0.000,0.033,1.776,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,16.4,16.4,0.0,0.0,0.0,0.0,1.000,0.000
8608,86.081,0.040,0.112,0.293,0.900,0.033,0.000,0.000,0.033,1.784,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,16.4,16.4,0.0,0.0,0.0,0.0,1.000,0.000
8616,86.161,0.040,0.112,0.293,0.900,0.033,0.000,0.000,0.033,1.793,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,16.4,16.4,0.0,0.0,0.0,0.0,1.000,0.000
8624,86.241,0.040,0.112,0.292,0.900,0.033,0.000,0.000,0.033,1.802,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,16.4,16.4,0.0,0.0,0.0,0.0,1.000,0.000
8632,86.321,0.080,0.224,0.292,0.900,0.065,0.000,0.000,0.065,1.811,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,32.7,32.7,0.0,0.0,0.0,0.0,1.000,0.000
8640,86.401,0.040,0.112,0.291,0.900,0.033,0.000,0.000,0.033,1.819,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,16.3,16.3,0.0,0.0,0.0,0.0,1.000,0.000
8648,86.481,0.080,0.224,0.291,0.900,0.065,0.000,0.000,0.065,1.828,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,32.6,32.6,0.0,0.0,0.0,0.0,1.000,0.000
8656,86.561,0.040,0.112,0.291,0.900,0.033,0.000,0.000,0.033,1.836,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,16.3,16.3,0.0,0.0,0.0,0.0,1.000,0.000
8664,86.641,0.000,0.000,0.290,0.900,0.000,0.000,0.000,0.000,1.845,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
8672,86.721,0.040,0.112,0.290,0.900,0.032,0.000,0.000,0.032,1.853,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,16.2,16.2,0.0,0.0,0.0,0.0,1.000,0.000
8680,86.801,0.000,0.000,0.289,0.900,0.000,0.000,0.000,0.000,1.861,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
8688,86.881,0.920,2.576,0.289,0.900,0.744,0.000,0.000,0.744,1.870,1,158.49,117.67,31.70,23.53,0.742,0.554,12.37,1,0.000,0.000,0.0,0.0,480.0,480.0,372.0,372.0,0.0,0.0,0.0,0.0,1.000,0.000
8696,86.961,1.000,2.800,0.288,0.900,0.900,0.000,0.900,0.807,1.878,1,209.52,117.67,41.90,23.53,0.562,0.551,16.25,1,0.000,0.000,0.0,0.0,480.0,480.0,651.9,651.9,0.0,0.0,0.0,0.0,1.000,0.000
8704,87.041,1.000,2.800,0.288,0.856,0.856,0.000,0.856,0.767,1.886,1,314.78,117.67,62.96,23.53,0.374,0.547,24.48,1,0.000,0.000,0.0,0.0,480.0,480.0,620.0,620.0,0.0,0.0,0.0,0.0,1.000,0.000
8712,87.121,1.000,2.800,0.288,0.900,0.900,0.000,0.900,0.805,1.894,1,407.18,117.67,81.44,23.53,0.289,0.544,32.15,1,0.000,0.000,0.0,0.0,480.0,480.0,651.3,651.3,0.0,0.0,0.0,0.0,1.000,0.000
8720,87.201,0.400,1.120,0.287,0.841,0.841,0.000,0.841,0.301,1.903,1,471.48,117.67,94.30,23.53,0.250,0.541,38.04,1,0.000,0.000,0.0,0.0,480.0,480.0,495.8,495.8,0.0,0.0,0.0,0.0,1.000,0.000
8728,87.281,0.000,0.000,0.287,0.864,0.864,0.000,0.864,0.000,1.911,1,503.58,117.67,100.72,23.53,0.234,0.537,41.47,1,0.000,0.000,0.0,0.0,480.0,480.0,432.1,432.1,0.0,0.0,0.0,0.0,1.000,0.000
8736,87.361,0.040,0.112,0.286,0.577,0.577,0.000,0.577,0.021,1.920,1,493.27,117.67,98.65,23.53,0.239,0.533,41.03,1,0.000,0.000,0.0,0.0,480.0,480.0,293.8,293.8,0.0,0.0,0.0,0.0,1.000,0.000
8744,87.441,0.000,0.000,0.286,0.900,0.900,0.000,0.900,0.000,1.929,1,487.81,117.67,97.56,23.53,0.241,0.530,41.60,1,0.000,0.000,0.0,0.0,480.0,480.0,450.0,450.0,0.0,0.0,0.0,0.0,1.000,0.000
8752,87.521,0.000,0.000,0.285,0.900,0.900,0.000,0.900,0.000,1.939,1,493.32,117.67,98.66,23.53,0.239,0.526,43.20,1,0.000,0.000,0.0,0.0,480.0,480.0,450.0,450.0,0.0,0.0,0.0,0.0,1.000,0.000
8760,87.601,0.000,0.000,0.285,0.900,0.900,0.000,0.900,0.000,1.948,1,479.29,117.67,95.86,23.53,0.246,0.521,41.59,1,0.000,0.000,0.0,0.0,480.0,480.0,450.0,450.0,0.0,0.0,0.0,0.0,1.000,0.000
8768,87.681,1.000,2.800,0.284,0.900,0.900,0.000,0.900,0.796,1.959,1,434.70,117.67,86.94,23.53,0.271,0.517,38.45,1,0.000,0.000,0.0,0.0,480.0,480.0,648.9,648.9,0.0,0.0,0.0,0.0,1.000,0.000
8776,87.761,0.680,1.904,0.284,0.900,0.900,0.000,0.900,0.540,1.970,1,413.13,117.67,82.63,23.53,0.285,0.512,36.43,1,0.000,0.000,0.0,0.0,480.0,480.0,585.0,585.0,0.0,0.0,0.0,0.0,1.000,0.000
