sample,time_s,node,probeHit,probeMode,usingGrace,dataAge_s,surfaceChanged,normalDelta_deg,startedInside,hitBackface,dist_m,heightErr_m,autoHoverCmd,manualBottomCmd,overchargeCmd,gravity,curvature,spring,damping,oscillation,attitude,preClamp,finalCmd,ceiling,appliedThrottle,forceN,reqPower,grantedPower,power01,overdrive,saturated
3278,32.7814,0,0,1,0,5.650,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3278,32.7814,1,0,1,0,5.740,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3278,32.7814,2,0,1,0,5.830,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3278,32.7814,3,0,1,0,5.830,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3280,32.8014,0,0,1,0,5.670,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3280,32.8014,1,0,1,0,5.760,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3280,32.8014,2,0,1,0,5.850,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3280,32.8014,3,0,1,0,5.850,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3282,32.8214,0,0,1,0,5.690,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3282,32.8214,1,0,1,0,5.780,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3282,32.8214,2,0,1,0,5.870,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3282,32.8214,3,0,1,0,5.870,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3284,32.8414,0,0,1,0,5.710,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3284,32.8414,1,0,1,0,5.800,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3284,32.8414,2,0,1,0,5.890,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3284,32.8414,3,0,1,0,5.890,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3286,32.8614,0,0,1,0,5.730,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3286,32.8614,1,0,1,0,5.820,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3286,32.8614,2,0,1,0,5.910,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3286,32.8614,3,0,1,0,5.910,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3288,32.8814,0,0,1,0,5.750,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3288,32.8814,1,0,1,0,5.840,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3288,32.8814,2,0,1,0,5.930,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3288,32.8814,3,0,1,0,5.930,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3290,32.9014,0,0,1,0,5.770,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3290,32.9014,1,0,1,0,5.860,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3290,32.9014,2,0,1,0,5.950,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3290,32.9014,3,0,1,0,5.950,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3292,32.9214,0,0,1,0,5.790,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3292,32.9214,1,0,1,0,5.880,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3292,32.9214,2,0,1,0,5.970,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3292,32.9214,3,0,1,0,5.970,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3294,32.9414,0,0,1,0,5.810,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3294,32.9414,1,0,1,0,5.900,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3294,32.9414,2,0,1,0,5.990,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3294,32.9414,3,0,1,0,5.990,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3296,32.9614,0,0,1,0,5.830,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3296,32.9614,1,0,1,0,5.920,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3296,32.9614,2,0,1,0,6.010,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3296,32.9614,3,0,1,0,6.010,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3298,32.9814,0,0,1,0,5.850,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3298,32.9814,1,0,1,0,5.940,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3298,32.9814,2,0,1,0,6.030,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3298,32.9814,3,0,1,0,6.030,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3300,33.0014,0,0,1,0,5.870,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3300,33.0014,1,0,1,0,5.960,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3300,33.0014,2,0,1,0,6.050,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3300,33.0014,3,0,1,0,6.050,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3302,33.0214,0,0,1,0,5.890,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3302,33.0214,1,0,1,0,5.980,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3302,33.0214,2,0,1,0,6.070,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3302,33.0214,3,0,1,0,6.070,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3304,33.0414,0,0,1,0,5.910,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3304,33.0414,1,0,1,0,6.000,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3304,33.0414,2,0,1,0,6.090,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3304,33.0414,3,0,1,0,6.090,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3306,33.0614,0,0,1,0,5.930,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3306,33.0614,1,0,1,0,6.020,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3306,33.0614,2,0,1,0,6.110,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3306,33.0614,3,0,1,0,6.110,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3308,33.0814,0,0,1,0,5.950,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3308,33.0814,1,0,1,0,6.040,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3308,33.0814,2,0,1,0,6.130,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3308,33.0814,3,0,1,0,6.130,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3310,33.1014,0,0,1,0,5.970,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3310,33.1014,1,0,1,0,6.060,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3310,33.1014,2,0,1,0,6.150,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3310,33.1014,3,0,1,0,6.150,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3312,33.1214,0,0,1,0,5.990,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3312,33.1214,1,0,1,0,6.080,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3312,33.1214,2,0,1,0,6.170,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3312,33.1214,3,0,1,0,6.170,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3314,33.1414,0,0,1,0,6.010,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3314,33.1414,1,0,1,0,6.100,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3314,33.1414,2,0,1,0,6.190,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3314,33.1414,3,0,1,0,6.190,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3316,33.1614,0,0,1,0,6.030,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3316,33.1614,1,0,1,0,6.120,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3316,33.1614,2,0,1,0,6.210,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3316,33.1614,3,0,1,0,6.210,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3318,33.1814,0,0,1,0,6.050,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3318,33.1814,1,0,1,0,6.140,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3318,33.1814,2,0,1,0,6.230,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3318,33.1814,3,0,1,0,6.230,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3320,33.2014,0,0,1,0,6.070,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3320,33.2014,1,0,1,0,6.160,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3320,33.2014,2,0,1,0,6.250,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3320,33.2014,3,0,1,0,6.250,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3322,33.2214,0,0,1,0,6.090,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3322,33.2214,1,0,1,0,6.180,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3322,33.2214,2,0,1,0,6.270,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3322,33.2214,3,0,1,0,6.270,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3324,33.2414,0,0,1,0,6.110,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3324,33.2414,1,0,1,0,6.200,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3324,33.2414,2,0,1,0,6.290,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3324,33.2414,3,0,1,0,6.290,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3326,33.2614,0,0,1,0,6.130,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3326,33.2614,1,0,1,0,6.220,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3326,33.2614,2,0,1,0,6.310,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3326,33.2614,3,0,1,0,6.310,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3328,33.2814,0,0,1,0,6.150,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3328,33.2814,1,0,1,0,6.240,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3328,33.2814,2,0,1,0,6.330,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3328,33.2814,3,0,1,0,6.330,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3330,33.3014,0,0,1,0,6.170,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3330,33.3014,1,0,1,0,6.260,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3330,33.3014,2,0,1,0,6.350,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3330,33.3014,3,0,1,0,6.350,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3332,33.3214,0,0,1,0,6.190,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3332,33.3214,1,0,1,0,6.280,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3332,33.3214,2,0,1,0,6.370,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
3332,33.3214,3,0,1,0,6.370,0,0.0,0,0,-1.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
