sample,time_s,node,probeHit,probeMode,usingGrace,dataAge_s,surfaceChanged,normalDelta_deg,startedInside,hitBackface,dist_m,heightErr_m,autoHoverCmd,manualBottomCmd,overchargeCmd,gravity,curvature,spring,damping,oscillation,attitude,preClamp,finalCmd,ceiling,appliedThrottle,forceN,reqPower,grantedPower,power01,overdrive,saturated
5962,59.6214,0,1,1,0,0.000,0,0.0,0,0,2.601,0.199,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5962,59.6214,1,1,1,0,0.000,0,1.2,0,0,2.907,-0.107,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5962,59.6214,2,1,1,0,0.000,0,0.6,0,0,2.889,-0.089,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5962,59.6214,3,1,1,0,0.000,0,0.0,0,0,3.172,-0.372,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5964,59.6414,0,1,1,0,0.000,0,0.6,0,0,2.564,0.236,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5964,59.6414,1,1,1,0,0.000,0,0.6,0,0,2.908,-0.108,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5964,59.6414,2,1,1,0,0.000,0,1.2,0,0,2.859,-0.059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5964,59.6414,3,1,1,0,0.000,0,0.6,0,0,3.174,-0.374,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5966,59.6614,0,1,1,0,0.000,0,0.6,0,0,2.550,0.250,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5966,59.6614,1,1,1,0,0.000,0,6.9,0,0,2.897,-0.097,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5966,59.6614,2,1,1,0,0.000,0,0.6,0,0,2.834,-0.034,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5966,59.6614,3,1,1,0,0.000,0,0.5,0,0,3.145,-0.345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5968,59.6814,0,1,1,0,0.000,0,9.3,0,0,2.515,0.285,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5968,59.6814,1,1,1,0,0.000,0,0.6,0,0,2.879,-0.079,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5968,59.6814,2,1,1,0,0.000,0,0.6,0,0,2.803,-0.003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5968,59.6814,3,1,1,0,0.000,0,0.1,0,0,3.127,-0.327,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5970,59.7014,0,1,1,0,0.000,0,0.5,0,0,2.470,0.330,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5970,59.7014,1,1,1,0,0.000,0,0.6,0,0,2.860,-0.060,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5970,59.7014,2,1,1,0,0.000,0,0.0,0,0,2.769,0.031,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5970,59.7014,3,1,1,0,0.000,0,0.6,0,0,3.114,-0.314,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5972,59.7214,0,1,1,0,0.000,0,0.0,0,0,2.430,0.370,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5972,59.7214,1,1,1,0,0.000,0,0.1,0,0,2.843,-0.043,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5972,59.7214,2,1,1,0,0.000,0,0.6,0,0,2.756,0.044,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5972,59.7214,3,1,1,0,0.000,0,0.6,0,0,3.120,-0.320,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5974,59.7414,0,1,1,0,0.000,0,0.0,0,0,2.375,0.425,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5974,59.7414,1,1,1,0,0.000,0,0.6,0,0,2.850,-0.050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5974,59.7414,2,1,1,0,0.000,0,0.7,0,0,2.725,0.075,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5974,59.7414,3,1,1,0,0.000,0,0.1,0,0,3.148,-0.348,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5976,59.7614,0,1,1,0,0.000,0,0.0,0,0,2.349,0.451,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5976,59.7614,1,1,1,0,0.000,0,0.0,0,0,2.857,-0.057,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5976,59.7614,2,1,1,0,0.000,0,0.6,0,0,2.683,0.117,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5976,59.7614,3,1,1,0,0.000,0,0.1,0,0,3.134,-0.334,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5978,59.7814,0,1,1,0,0.000,0,0.0,0,0,2.344,0.456,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5978,59.7814,1,1,1,0,0.000,0,0.0,0,0,2.837,-0.037,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5978,59.7814,2,1,1,0,0.000,0,0.1,0,0,2.649,0.151,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5978,59.7814,3,1,1,0,0.000,0,0.5,0,0,3.083,-0.283,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5980,59.8014,0,1,1,0,0.000,0,1.2,0,0,2.310,0.490,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5980,59.8014,1,1,1,0,0.000,0,0.5,0,0,2.826,-0.026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5980,59.8014,2,1,1,0,0.000,0,0.0,0,0,2.597,0.203,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5980,59.8014,3,1,1,0,0.000,0,1.2,0,0,3.054,-0.254,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5982,59.8214,0,1,1,0,0.000,0,0.0,0,0,2.276,0.524,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5982,59.8214,1,1,1,0,0.000,0,0.0,0,0,2.801,-0.001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5982,59.8214,2,1,1,0,0.000,0,0.0,0,0,2.568,0.232,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5982,59.8214,3,1,1,0,0.000,0,0.0,0,0,3.032,-0.232,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5984,59.8414,0,1,1,0,0.000,0,0.5,0,0,2.250,0.550,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5984,59.8414,1,1,1,0,0.000,0,5.7,0,0,2.838,-0.038,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5984,59.8414,2,1,1,0,0.000,0,0.5,0,0,2.494,0.306,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5984,59.8414,3,1,1,0,0.000,0,0.6,0,0,3.017,-0.217,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5986,59.8614,0,1,1,0,0.000,0,0.8,0,0,2.218,0.582,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5986,59.8614,1,1,1,0,0.000,0,0.0,0,0,2.817,-0.017,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5986,59.8614,2,1,1,0,0.000,0,0.0,0,0,2.468,0.332,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5986,59.8614,3,1,1,0,0.000,0,0.7,0,0,3.006,-0.206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5988,59.8814,0,1,1,0,0.000,0,0.6,0,0,2.213,0.587,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5988,59.8814,1,1,1,0,0.000,0,0.0,0,0,2.816,-0.016,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5988,59.8814,2,1,1,0,0.000,0,0.6,0,0,2.417,0.383,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5988,59.8814,3,1,1,0,0.000,0,0.1,0,0,2.960,-0.160,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5990,59.9014,0,1,1,0,0.000,0,0.0,0,0,2.199,0.601,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5990,59.9014,1,1,1,0,0.000,0,0.5,0,0,2.796,0.004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5990,59.9014,2,1,1,0,0.000,0,0.5,0,0,2.386,0.414,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5990,59.9014,3,1,1,0,0.000,0,0.6,0,0,2.928,-0.128,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5992,59.9214,0,1,1,0,0.000,0,1.1,0,0,2.175,0.625,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5992,59.9214,1,1,1,0,0.000,0,0.5,0,0,2.770,0.030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5992,59.9214,2,1,1,0,0.000,0,0.8,0,0,2.364,0.436,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5992,59.9214,3,1,1,0,0.000,0,0.5,0,0,2.908,-0.108,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5994,59.9414,0,1,1,0,0.000,0,0.0,0,0,2.173,0.627,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5994,59.9414,1,1,1,0,0.000,0,0.0,0,0,2.763,0.037,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5994,59.9414,2,1,1,0,0.000,0,0.0,0,0,2.331,0.469,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5994,59.9414,3,1,1,0,0.000,0,0.6,0,0,2.875,-0.075,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5996,59.9614,0,1,1,0,0.000,0,1.2,0,0,2.172,0.628,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5996,59.9614,1,1,1,0,0.000,0,1.3,0,0,2.728,0.072,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5996,59.9614,2,1,1,0,0.000,0,8.4,0,0,2.322,0.478,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5996,59.9614,3,1,1,0,0.000,0,8.3,0,0,2.841,-0.041,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5998,59.9814,0,1,1,0,0.000,0,0.0,0,0,2.199,0.601,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5998,59.9814,1,1,1,0,0.000,0,0.0,0,0,2.705,0.095,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5998,59.9814,2,1,1,0,0.000,0,10.4,0,0,2.319,0.481,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
5998,59.9814,3,1,1,0,0.000,0,1.2,0,0,2.788,0.012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
6000,60.0014,0,1,1,0,0.000,0,1.3,0,0,2.199,0.601,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
6000,60.0014,1,1,1,0,0.000,0,0.5,0,0,2.672,0.128,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
6000,60.0014,2,1,1,0,0.000,0,9.1,0,0,2.347,0.453,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
6000,60.0014,3,1,1,0,0.000,0,0.0,0,0,2.790,0.010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
6002,60.0214,0,1,1,0,0.000,0,2.4,0,0,2.206,0.594,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
6002,60.0214,1,1,1,0,0.000,0,1.7,0,0,2.659,0.141,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
6002,60.0214,2,1,1,0,0.000,0,0.6,0,0,2.359,0.441,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
6002,60.0214,3,1,1,0,0.000,0,0.6,0,0,2.785,0.015,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
6004,60.0414,0,1,1,0,0.000,0,0.8,0,0,2.202,0.598,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
6004,60.0414,1,1,1,0,0.000,0,0.5,0,0,2.641,0.159,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
6004,60.0414,2,1,1,0,0.000,0,0.0,0,0,2.402,0.398,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
6004,60.0414,3,1,1,0,0.000,0,1.2,0,0,2.819,-0.019,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
6006,60.0614,0,1,1,0,0.000,0,0.6,0,0,2.195,0.605,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
6006,60.0614,1,1,1,0,0.000,0,1.1,0,0,2.641,0.159,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
6006,60.0614,2,1,1,0,0.000,0,0.5,0,0,2.421,0.379,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
6006,60.0614,3,1,1,0,0.000,0,0.8,0,0,2.847,-0.047,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
6008,60.0814,0,1,1,0,0.000,0,1.2,0,0,2.224,0.576,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
6008,60.0814,1,1,1,0,0.000,0,0.6,0,0,2.617,0.183,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
6008,60.0814,2,1,1,0,0.000,0,0.8,0,0,2.472,0.328,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
6008,60.0814,3,1,1,0,0.000,0,0.8,0,0,2.849,-0.049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
6010,60.1014,0,1,1,0,0.000,0,0.6,0,0,2.263,0.537,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
6010,60.1014,1,1,1,0,0.000,0,1.2,0,0,2.594,0.206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
6010,60.1014,2,1,1,0,0.000,0,0.6,0,0,2.520,0.280,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
6010,60.1014,3,1,1,0,0.000,0,0.0,0,0,2.838,-0.038,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
6012,60.1214,0,1,1,0,0.000,0,0.0,0,0,2.283,0.517,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
6012,60.1214,1,1,1,0,0.000,0,0.5,0,0,2.600,0.200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
6012,60.1214,2,1,1,0,0.000,0,0.8,0,0,2.537,0.263,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
6012,60.1214,3,1,1,0,0.000,0,0.6,0,0,2.846,-0.046,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
6014,60.1414,0,1,1,0,0.000,0,0.0,0,0,2.325,0.475,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
6014,60.1414,1,1,1,0,0.000,0,0.8,0,0,2.612,0.188,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
6014,60.1414,2,1,1,0,0.000,0,1.7,0,0,2.558,0.242,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
6014,60.1414,3,1,1,0,0.000,0,0.0,0,0,2.837,-0.037,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
6016,60.1614,0,1,1,0,0.000,0,0.0,0,0,2.336,0.464,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
6016,60.1614,1,1,1,0,0.000,0,0.6,0,0,2.604,0.196,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
6016,60.1614,2,1,1,0,0.000,0,0.5,0,0,2.578,0.222,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
6016,60.1614,3,1,1,0,0.000,0,0.6,0,0,2.843,-0.043,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.00,0.0000,0.0,0.00,0.00,1.000,0,0
